protocol_version,protocol_sha256,config_sha256,seed,session,generated_at_utc,status,analysis,representation,subject,scalar,airm_value,le_value,paired_delta,delta_category,airm_status,le_status,agreement_category,interpretation
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,mean_turn:eta2_subject,0.040888244414211655,0.08328329936176442,0.04239505494755276,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,mean_turn:eta2_class,0.003265408090315976,0.0016080997883127872,-0.0016573083020031889,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,mean_turn:eta2_interaction,0.028612590355730307,0.022798262892532457,-0.005814327463197849,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,mean_turn:eta2_residual,0.9272337571397418,0.8923103379573906,-0.0349234191823512,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,max_turn:eta2_subject,0.015198102564618359,0.028509135629005266,0.013311033064386907,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,max_turn:eta2_class,0.000326794456807909,0.0010768409622546374,0.0007500465054467284,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,max_turn:eta2_interaction,0.009864158180003477,0.008530405364693192,-0.0013337528153102851,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,max_turn:eta2_residual,0.9746109447985705,0.961883618044047,-0.012727326754523482,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,mean_geodesic_deviation:eta2_subject,0.5539038312430692,0.4668268127207116,-0.08707701852235761,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,mean_geodesic_deviation:eta2_class,0.004723646941496136,0.004042125765595174,-0.0006815211759009622,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,mean_geodesic_deviation:eta2_interaction,0.024384355964650065,0.03055828107246904,0.006173925107818976,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,mean_geodesic_deviation:eta2_residual,0.4169881658507844,0.4985727804412241,0.0815846145904397,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,max_geodesic_deviation:eta2_subject,0.40212474656074776,0.32924584295728604,-0.07287890360346172,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,max_geodesic_deviation:eta2_class,0.004313113327164288,0.004116346160539355,-0.00019676716662493307,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,max_geodesic_deviation:eta2_interaction,0.03618218413720761,0.04234840244572447,0.006166218308516859,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,max_geodesic_deviation:eta2_residual,0.5573799559748803,0.6242894084364501,0.06690945246156976,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,frechet_variance:eta2_subject,0.6523748799649753,0.5537710108382038,-0.09860386912677155,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,frechet_variance:eta2_class,0.0045804931661546,0.003712299834348271,-0.0008681933318063291,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,frechet_variance:eta2_interaction,0.016494476161060135,0.021645512303648532,0.005151036142588397,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,frechet_variance:eta2_residual,0.32655015070781,0.4208711770237992,0.09432102631598921,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,frechet_radius_mean:eta2_subject,0.6598228202823593,0.5750227537054767,-0.08480006657688255,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,frechet_radius_mean:eta2_class,0.006339819348514467,0.005065675381295107,-0.0012741439672193603,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,frechet_radius_mean:eta2_interaction,0.014647993511287254,0.01805254940411592,0.0034045558928286652,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,frechet_radius_mean:eta2_residual,0.319189366857839,0.4018590215091123,0.0826696546512733,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,diameter:eta2_subject,0.46152863435008185,0.377584995553078,-0.08394363879700384,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,diameter:eta2_class,0.005442931785633873,0.005026531003210385,-0.0004164007824234879,worsened,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,diameter:eta2_interaction,0.021704138178494484,0.024523194891623853,0.0028190567131293684,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,scalar_factor_component,SCALARS_11,ALL,diameter:eta2_residual,0.5113242956857896,0.5928652785520878,0.08154098286629818,improved,PASS,PASS,AGREE,Paired eta-squared component; magnitude comparison is descriptive.
