protocol_version,protocol_sha256,config_sha256,seed,session,generated_at_utc,status,geometry,representation,observed_median_subject_ba,null_replicates,null_median,null_mean,null_sd_ddof1,null_min,null_max,effect,p_value,exceedance_count,hypothesis_operand_pass
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,PATH_D10,0.2604166666666667,199,0.25,0.2498255164712451,0.011149344684703558,0.2152777777777778,0.28125,0.010416666666666685,0.155,30,False
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_CANON_D10,0.26388888888888884,199,0.25,0.2496510329424902,0.01121602630989054,0.22569444444444442,0.2777777777777778,0.01388888888888884,0.135,26,False
