protocol_version,protocol_sha256,config_sha256,seed,session,generated_at_utc,status,geometry,representation,target_subject,source_subjects,train_n,test_n,train_uid_sha256,test_uid_sha256,scaler_fit_uid_sha256,balanced_accuracy,accuracy,macro_f1,recall_left_hand,recall_right_hand,recall_feet,recall_tongue,confusion_matrix_json,prediction_sha256,classifier_config_sha256,convergence_warning,warning_messages
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_CANON_D10,2,"[1,3,4,5,6,7,8,9]",2304,288,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,0.2222222222222222,0.2222222222222222,0.21037652813567448,0.3888888888888889,0.16666666666666666,0.25,0.08333333333333333,"[[28,17,17,10],[40,12,11,9],[29,11,18,14],[36,16,14,6]]",b27170c4c753f78b2b8f1ded150c7ee7e1952250c8a1039820381d347fcdcfbb,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_CANON_D10,3,"[1,2,4,5,6,7,8,9]",2304,288,a39f180636b2b43add3b08ee8c110e9ba9feae6f871668f44d900c47a9583b87,188ed5f1537cc3b8bc713e78ce8b0775d4692f35f56c8b0b4fad5ac6a6138fc0,a39f180636b2b43add3b08ee8c110e9ba9feae6f871668f44d900c47a9583b87,0.2534722222222222,0.2534722222222222,0.22305337266665015,0.5138888888888888,0.2638888888888889,0.19444444444444445,0.041666666666666664,"[[37,20,13,2],[32,19,17,4],[36,16,14,6],[37,18,14,3]]",db8923d9808080670d49663c7b9a9e61c2e648a386b2c3c223291b2d6f702efb,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_CANON_D10,4,"[1,2,3,5,6,7,8,9]",2304,288,af19f4e3a231ab79aaffe5e69434bbc5a32645e114e9ea2013656eda4681b44c,f1b9aead87aa6c80d34630976198f58cc608174560d755a9a206a4de5356e9a1,af19f4e3a231ab79aaffe5e69434bbc5a32645e114e9ea2013656eda4681b44c,0.24999999999999997,0.25,0.239658094242032,0.3055555555555556,0.3333333333333333,0.2638888888888889,0.09722222222222222,"[[22,25,21,4],[28,24,14,6],[23,24,19,6],[28,22,15,7]]",d83be0ca65c68174abf15591146d1233a320bd836bf0fc63cb92997d786be976,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_CANON_D10,5,"[1,2,3,4,6,7,8,9]",2304,288,ff4ab0fc02a3da37a0516ad04e6188781334684b7e7aacc2ee65bbfcb1d920ba,afbd4147e32708cb86ffd1c83a1ad7854e7dc2e716792465de81bfbd14d91be7,ff4ab0fc02a3da37a0516ad04e6188781334684b7e7aacc2ee65bbfcb1d920ba,0.26388888888888884,0.2638888888888889,0.20820498356795997,0.5833333333333334,0.375,0.06944444444444445,0.027777777777777776,"[[42,26,4,0],[34,27,11,0],[45,22,5,0],[35,27,8,2]]",41ec2a1680fcfeadd45d0b186408c58fd16b26767e4d0d2c4667bc33672e6be4,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_CANON_D10,6,"[1,2,3,4,5,7,8,9]",2304,288,35dc1c3caa6e98fa6818cdf559f0610e6d88680259b36c7a2e9cbfc24b00585c,a69d787df7853f4d0e8e246db9ae65b66ba0f87b4a80967f2046c41db1eba9c1,35dc1c3caa6e98fa6818cdf559f0610e6d88680259b36c7a2e9cbfc24b00585c,0.2743055555555556,0.2743055555555556,0.22654263381622947,0.041666666666666664,0.1111111111111111,0.3194444444444444,0.625,"[[3,10,22,37],[1,8,24,39],[5,7,23,37],[2,5,20,45]]",6138f76fc238c16f1c5f8e535facb40019503fd24419426054d8c0f825d2206c,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_CANON_D10,7,"[1,2,3,4,5,6,8,9]",2304,288,b6bafdec5d496d16a21fd56b79ee9a90b5bd8f28bbe70a189ad4bf00deaad6fa,b9eb77f58916994c1a1a44fcd9125eb7414f5a6d1b9edb982144161aa57dfa8c,b6bafdec5d496d16a21fd56b79ee9a90b5bd8f28bbe70a189ad4bf00deaad6fa,0.27777777777777773,0.2777777777777778,0.27114912444855677,0.19444444444444445,0.2638888888888889,0.4444444444444444,0.20833333333333334,"[[14,18,30,10],[12,19,32,9],[5,24,32,11],[9,18,30,15]]",0e20ec2645c30d9663c48b107c7fb7ea7ae80bfa25686bfcfd9d72b599c91160,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_CANON_D10,8,"[1,2,3,4,5,6,7,9]",2304,288,c9e9a411642b7fb7c10f36e5bdf74d55d1e1827e3301b5cd83daab814c8adccd,81f16427546d972b7ff39504605e713e285c8495ca8b1288f33a18a6eac05084,c9e9a411642b7fb7c10f36e5bdf74d55d1e1827e3301b5cd83daab814c8adccd,0.2986111111111111,0.2986111111111111,0.29265957004316207,0.3888888888888889,0.375,0.2222222222222222,0.20833333333333334,"[[28,21,12,11],[26,27,8,11],[23,21,16,12],[15,24,18,15]]",26bf3fb4c4a6193f1060100ddfc60ef212df444f5b71ce2db0bac2d65c9088f2,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_CANON_D10,9,"[1,2,3,4,5,6,7,8]",2304,288,a7e0fa6bc4b22c4b5bb287c046d96622dcc7b940b2a9912792175874939fc929,2d5c975d19ed93afbcb6d51991ec55b700809f3d0aaa6957c5f3e1a8228f7653,a7e0fa6bc4b22c4b5bb287c046d96622dcc7b940b2a9912792175874939fc929,0.24305555555555555,0.24305555555555555,0.12304197994987469,0.0,0.0,0.06944444444444445,0.9027777777777778,"[[0,1,4,67],[0,0,7,65],[0,0,5,67],[0,0,7,65]]",b9ff18f28bd09f3a3d7db492b8eb77ccd915789ca1b7362e55d012166e791f71,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_SORTED_D10,1,"[2,3,4,5,6,7,8,9]",2304,288,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,0.2986111111111111,0.2986111111111111,0.2936177084864354,0.3611111111111111,0.375,0.2916666666666667,0.16666666666666666,"[[26,15,22,9],[19,27,23,3],[17,25,21,9],[13,24,23,12]]",d6b20d4eea85000002a59bb36aed1f2dc29c9450ada30905ee8d6d087db00855,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_SORTED_D10,2,"[1,3,4,5,6,7,8,9]",2304,288,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,0.2569444444444444,0.2569444444444444,0.2346973572037511,0.5416666666666666,0.19444444444444445,0.18055555555555555,0.1111111111111111,"[[39,17,11,5],[41,14,10,7],[28,21,13,10],[41,14,9,8]]",55787aae11553c27a34f685bf4c6aebe06a4b7bd3dfd6a2beb98f5312fbda4e3,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_SORTED_D10,3,"[1,2,4,5,6,7,8,9]",2304,288,a39f180636b2b43add3b08ee8c110e9ba9feae6f871668f44d900c47a9583b87,188ed5f1537cc3b8bc713e78ce8b0775d4692f35f56c8b0b4fad5ac6a6138fc0,a39f180636b2b43add3b08ee8c110e9ba9feae6f871668f44d900c47a9583b87,0.2638888888888889,0.2638888888888889,0.22550298607219982,0.5833333333333334,0.2638888888888889,0.16666666666666666,0.041666666666666664,"[[42,19,8,3],[34,19,15,4],[37,23,12,0],[44,17,8,3]]",8758e71857e66fa19449b89330d8edef9dee9b886365661b8993da5c1c993f52,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_SORTED_D10,4,"[1,2,3,5,6,7,8,9]",2304,288,af19f4e3a231ab79aaffe5e69434bbc5a32645e114e9ea2013656eda4681b44c,f1b9aead87aa6c80d34630976198f58cc608174560d755a9a206a4de5356e9a1,af19f4e3a231ab79aaffe5e69434bbc5a32645e114e9ea2013656eda4681b44c,0.24652777777777776,0.2465277777777778,0.22367116123866743,0.3055555555555556,0.3888888888888889,0.25,0.041666666666666664,"[[22,32,17,1],[28,28,15,1],[29,24,18,1],[30,27,12,3]]",02f10a4fe8dff2d278bca2694af5f62ebf3298868492848b35078b91f9997987,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_SORTED_D10,5,"[1,2,3,4,6,7,8,9]",2304,288,ff4ab0fc02a3da37a0516ad04e6188781334684b7e7aacc2ee65bbfcb1d920ba,afbd4147e32708cb86ffd1c83a1ad7854e7dc2e716792465de81bfbd14d91be7,ff4ab0fc02a3da37a0516ad04e6188781334684b7e7aacc2ee65bbfcb1d920ba,0.24305555555555552,0.24305555555555555,0.18288609176067183,0.6388888888888888,0.25,0.06944444444444445,0.013888888888888888,"[[46,18,7,1],[49,18,4,1],[42,24,5,1],[43,22,6,1]]",431923925571fb5c5d9b7dd3015362dc4ba7b7ac46be5d8221bd82f39d6ee2e1,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_SORTED_D10,6,"[1,2,3,4,5,7,8,9]",2304,288,35dc1c3caa6e98fa6818cdf559f0610e6d88680259b36c7a2e9cbfc24b00585c,a69d787df7853f4d0e8e246db9ae65b66ba0f87b4a80967f2046c41db1eba9c1,35dc1c3caa6e98fa6818cdf559f0610e6d88680259b36c7a2e9cbfc24b00585c,0.24305555555555558,0.24305555555555555,0.2134083850931677,0.05555555555555555,0.125,0.3055555555555556,0.4861111111111111,"[[4,11,13,44],[1,9,22,40],[3,8,22,39],[4,12,21,35]]",8c18fd9f5dcd0aa5a7164898214be6d3a9a34f11b77b35953845ccfbfedcf4e7,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_SORTED_D10,7,"[1,2,3,4,5,6,8,9]",2304,288,b6bafdec5d496d16a21fd56b79ee9a90b5bd8f28bbe70a189ad4bf00deaad6fa,b9eb77f58916994c1a1a44fcd9125eb7414f5a6d1b9edb982144161aa57dfa8c,b6bafdec5d496d16a21fd56b79ee9a90b5bd8f28bbe70a189ad4bf00deaad6fa,0.29513888888888884,0.2951388888888889,0.2819894231799375,0.20833333333333334,0.4722222222222222,0.3472222222222222,0.1527777777777778,"[[15,32,16,9],[11,34,21,6],[10,29,25,8],[13,24,24,11]]",0d132b69fbb4a2495db309c2fe29e8eefbc21ace2ebc90dbc0f56b1939527abd,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_SORTED_D10,8,"[1,2,3,4,5,6,7,9]",2304,288,c9e9a411642b7fb7c10f36e5bdf74d55d1e1827e3301b5cd83daab814c8adccd,81f16427546d972b7ff39504605e713e285c8495ca8b1288f33a18a6eac05084,c9e9a411642b7fb7c10f36e5bdf74d55d1e1827e3301b5cd83daab814c8adccd,0.2638888888888889,0.2638888888888889,0.2504615482556659,0.3472222222222222,0.3611111111111111,0.2638888888888889,0.08333333333333333,"[[25,25,14,8],[26,26,12,8],[18,27,19,8],[24,26,16,6]]",5ce3a55b655b2ffd0f1d114e4f406da792df38405ea0669603276c873d0043ed,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,BAG_SORTED_D10,9,"[1,2,3,4,5,6,7,8]",2304,288,a7e0fa6bc4b22c4b5bb287c046d96622dcc7b940b2a9912792175874939fc929,2d5c975d19ed93afbcb6d51991ec55b700809f3d0aaa6957c5f3e1a8228f7653,a7e0fa6bc4b22c4b5bb287c046d96622dcc7b940b2a9912792175874939fc929,0.23263888888888887,0.2326388888888889,0.11063200302152838,0.0,0.0,0.041666666666666664,0.8888888888888888,"[[0,0,7,65],[0,0,4,68],[0,0,3,69],[0,0,8,64]]",d73dbc624854eb02d03337a603403a558f7c691a6c6470ef40e52940d6624492,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,SCALARS_11,1,"[2,3,4,5,6,7,8,9]",2304,288,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,0.25,0.25,0.23141711502709073,0.4444444444444444,0.1527777777777778,0.06944444444444445,0.3333333333333333,"[[32,21,5,14],[40,11,8,13],[22,22,5,23],[20,22,6,24]]",f15fbdb95d7c0601e0efac298c4f0cf99e531cf573278b517565262562463cfc,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,SCALARS_11,2,"[1,3,4,5,6,7,8,9]",2304,288,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,0.26041666666666663,0.2604166666666667,0.23490621829042618,0.4583333333333333,0.125,0.08333333333333333,0.375,"[[33,14,4,21],[25,9,6,32],[20,14,6,32],[31,8,6,27]]",80237dcd90d98d8a7cf0016855d808e2f7880f4e73f2a18519dbe6e89422b21b,31873610d7b6e22853b56849e1b0c570499790b94aedc81aeeaab198900e0a4f,False,[]
