protocol_version,protocol_sha256,config_sha256,seed,session,generated_at_utc,status,geometry,representation,observed_median_subject_ba,null_replicates,null_median,null_mean,null_sd_ddof1,null_min,null_max,effect,p_value,exceedance_count,median_subject_path_minus_bag,hypothesis_operand_pass
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,AIRM,PATH_D10,0.2604166666666667,199,0.2604166666666667,0.2609924623115578,0.009191697821386655,0.2326388888888889,0.2881944444444444,0.0,0.515,102,-0.01041666666666663,False
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:33:48.749158Z,PASS,LE,PATH_D10,0.2673611111111111,199,0.2569444444444444,0.2579215522054718,0.010120898057420745,0.2326388888888889,0.2881944444444444,0.010416666666666685,0.225,44,-0.006944444444444475,False
