protocol,subject,split,feature,n_train,n_test,balanced_accuracy,accuracy,macro_f1,confusion_matrix
P2,4,LOSO,F0,4608,576,0.3211805555555556,0.3211805555555556,0.26643697376013686,"[[20, 9, 76, 39], [22, 13, 80, 29], [10, 0, 118, 16], [14, 6, 90, 34]]"
P2,4,LOSO,F1,4608,576,0.3663194444444444,0.3663194444444444,0.3449046364226233,"[[24, 21, 78, 21], [25, 39, 64, 16], [24, 3, 105, 12], [13, 11, 77, 43]]"
P2,4,LOSO,F2-S,4608,576,0.3506944444444444,0.3506944444444444,0.35190248367810206,"[[39, 33, 22, 50], [43, 54, 32, 15], [45, 21, 50, 28], [29, 21, 35, 59]]"
P2,4,LOSO,F2-V,4608,576,0.3368055555555556,0.3368055555555556,0.3362382829067614,"[[32, 34, 26, 52], [51, 42, 33, 18], [49, 17, 51, 27], [27, 21, 27, 69]]"
P2,4,LOSO,F3-G,4608,576,0.2586805555555556,0.2586805555555556,0.25378175041899637,"[[22, 49, 38, 35], [23, 32, 58, 31], [16, 41, 52, 35], [23, 37, 41, 43]]"
P2,4,LOSO,F3-D,4608,576,0.27083333333333337,0.2708333333333333,0.26492678105544665,"[[22, 52, 39, 31], [20, 44, 46, 34], [14, 47, 54, 29], [21, 47, 40, 36]]"
P2,4,LOSO,F2-S-SHUFFLE,4608,576,0.3177083333333333,0.3177083333333333,0.3175294138212293,"[[50, 30, 26, 38], [49, 41, 37, 17], [40, 29, 48, 27], [30, 28, 42, 44]]"
P2,4,LOSO,F2-S-REVERSE,4608,576,0.3506944444444444,0.3506944444444444,0.35190248367810206,"[[39, 33, 22, 50], [43, 54, 32, 15], [45, 21, 50, 28], [29, 21, 35, 59]]"
