task_role,subject,session,class_label,split,prototype_initial_step_size,start_index,initial_trial_position,first_convergence_outer_iteration,converged_by_24,converged_by_48,converged_by_64,converged_by_96,final_outer_iteration,final_objective,final_gradient,minimum_gradient,total_changed_permutations,maximum_changed_permutations_in_one_block,total_backtracking_reductions,maximum_normalized_objective_increase,stable,runtime_seconds,classification
exact_failed_task,1,0train,left_hand,Full,1.0,0,0,,False,False,False,False,96,3.167805411750698,1.647743230244734e-05,1.202769601993632e-05,0,0,0,-2.9510451739708006e-06,False,1112.7227633749135,STILL_DESCENDING_STRONGLY
exact_failed_task,1,0train,left_hand,Full,1.0,1,36,,False,False,False,False,96,3.139726159614355,1.5932382962351947e-05,1.186274861789806e-05,0,0,0,-7.730996423772718e-06,False,1123.300522542093,STILL_DESCENDING_STRONGLY
exact_failed_task,1,0train,left_hand,Full,2.0,0,0,,False,False,False,False,96,3.1678043187003726,1.0941339790843629e-05,3.6554763440732575e-06,0,0,0,-2.9105182375694686e-06,False,1050.7288628749084,comparative_diagnostic
exact_failed_task,1,0train,left_hand,Full,2.0,1,36,,False,False,False,False,96,3.140295173362683,6.002748133001241e-06,3.868787382459066e-06,0,0,0,-1.0985973944258883e-05,False,1058.494068,comparative_diagnostic
exact_failed_task,1,0train,left_hand,Full,4.0,0,0,,False,False,False,False,96,3.1712551852921194,4.983650956950736e-06,1.2492064254790818e-06,0,0,81,-7.627660659368516e-06,False,1116.8978563339915,comparative_diagnostic
exact_failed_task,1,0train,left_hand,Full,4.0,1,36,,False,False,False,False,96,3.138932160040181,0.00010138166455587243,5.565610409129968e-05,0,0,7,-1.1626979364706127e-05,False,1128.458530541975,comparative_diagnostic
