subject,adjusted_leave_out_pearson_correlation,raw_leave_out_pearson_correlation,adjusted_leave_out_centered_cosine_similarity,raw_leave_out_centered_cosine_similarity
S1,0.4571267460250236,0.4576218257934632,0.4571267460250236,0.4576218257934631
S2,-0.5888977842289626,-0.6444267880029796,-0.5888977842289627,-0.6444267880029795
S3,0.6480406588424042,0.6116927869839992,0.6480406588424046,0.6116927869839992
S4,0.6634377512217947,0.7360509325692026,0.6634377512217947,0.7360509325692026
S5,0.7533572749882368,0.7546891121089582,0.7533572749882368,0.7546891121089583
S6,-0.5857500804887755,-0.35605416033104054,-0.5857500804887755,-0.35605416033104054
S7,0.8733023755813037,0.753856599778194,0.8733023755813037,0.7538565997781939
S8,0.8863019487180949,0.9193319965893797,0.886301948718095,0.9193319965893795
S9,0.5277584307956847,0.5236074985810534,0.5277584307956847,0.5236074985810535
