class,adjusted_leave_out_pearson_correlation,raw_leave_out_pearson_correlation,adjusted_leave_out_centered_cosine_similarity,raw_leave_out_centered_cosine_similarity
F,0.8163491765273879,0.8402448145082503,0.8163491765273879,0.8402448145082504
L,0.7485434910875298,0.8094886482193243,0.7485434910875298,0.8094886482193246
R,0.1806432399323721,0.3661260782283246,0.18064323993237205,0.36612607822832466
T,-0.10948998862638515,-0.039701823619902196,-0.10948998862638519,-0.03970182361990218
