subject,LR,LF,LT,RF,RT,FT
1,0.043074478814774386,0.6313273066070793,0.9982329278993863,0.6918244417457986,1.0106414784115254,-0.041724866666638105
2,0.021826943895016215,0.07258089935484774,-0.014489323566410722,0.12255115327523505,-0.021729967567612613,0.022855673795241033
3,0.035871851575781294,0.18687293281242662,0.7705762665639602,0.21547962611225713,0.8792306283565438,0.16220420748159114
4,0.024379611574627147,-0.0779193178391221,0.23259421726774554,-0.01291600354625283,0.2664354793663985,0.03076867769627112
5,0.006364050387924147,0.10774438895473434,0.13003506947628163,0.02036262273517342,0.04595851071380053,0.03770490787466935
6,-0.02856677098267052,0.1867273056848393,-0.060450627373852484,0.12540931328810268,-0.017083114712319936,0.14635015821106
7,-0.05167536182632859,0.021148415879650495,0.34857727999699684,0.05100979797115113,0.2355080579643974,0.10467393960856075
8,-0.01210790847119525,0.08060909581661307,0.9567288649442117,0.08262347873284792,0.6399109196841667,0.2935445918193517
9,1.3699174834899215,1.1306591746897974,6.528314831948083,0.12141572883048368,0.5980373523130353,1.7773145534955384
