domain,profile,measure,count,mean,median,minimum,maximum
G_subject_fixed_class,raw,pairwise_pearson_correlation,36,0.25714169598464975,0.5162184206917957,-0.7611850306693975,0.9115560978078042
G_subject_fixed_class,raw,pairwise_centered_cosine_similarity,36,0.25714169598464975,0.5162184206917957,-0.7611850306693975,0.911556097807804
G_subject_fixed_class,raw,pairwise_euclidean_distance,36,2.237275261267679,1.0730080714597232,0.18980673250835287,7.589923328761006
G_subject_fixed_class,raw,leave_out_pearson_correlation,9,0.41737442267447,0.6116927869839992,-0.6444267880029796,0.9193319965893797
G_subject_fixed_class,raw,leave_out_centered_cosine_similarity,9,0.41737442267447,0.6116927869839992,-0.6444267880029795,0.9193319965893795
G_subject_fixed_class,adjusted,pairwise_pearson_correlation,36,0.21418989089289084,0.47397585278166054,-0.8077368041958684,0.9895906571635679
G_subject_fixed_class,adjusted,pairwise_centered_cosine_similarity,36,0.2141898908928908,0.4739758527816606,-0.8077368041958686,0.9895906571635676
G_subject_fixed_class,adjusted,pairwise_euclidean_distance,36,2.1142553098764605,1.0657318170634398,0.1815544547130473,7.021184362886416
G_subject_fixed_class,adjusted,leave_out_pearson_correlation,9,0.40385303571720055,0.6480406588424042,-0.5888977842289626,0.8863019487180949
G_subject_fixed_class,adjusted,leave_out_centered_cosine_similarity,9,0.40385303571720055,0.6480406588424046,-0.5888977842289627,0.886301948718095
H_class_fixed_subject,raw,pairwise_pearson_correlation,6,0.2385514522477139,0.18159168218699867,-0.21272753786113802,0.8740641813402257
H_class_fixed_subject,raw,pairwise_centered_cosine_similarity,6,0.2385514522477139,0.18159168218699867,-0.21272753786113804,0.8740641813402257
H_class_fixed_subject,raw,pairwise_euclidean_distance,6,3.8861471711907107,3.3763172519328113,2.3211112871320343,6.2055728157649455
H_class_fixed_subject,raw,leave_out_pearson_correlation,4,0.4940394293339992,0.5878073632238244,-0.039701823619902196,0.8402448145082503
H_class_fixed_subject,raw,leave_out_centered_cosine_similarity,4,0.4940394293339993,0.5878073632238247,-0.03970182361990218,0.8402448145082504
H_class_fixed_subject,adjusted,pairwise_pearson_correlation,6,0.15047722216144901,0.07046396658567593,-0.26863923114627136,0.8631079838781527
H_class_fixed_subject,adjusted,pairwise_centered_cosine_similarity,6,0.15047722216144904,0.07046396658567591,-0.2686392311462713,0.8631079838781529
H_class_fixed_subject,adjusted,pairwise_euclidean_distance,6,3.8504878476579556,3.2977455428504445,2.336912184680049,5.943492499749115
H_class_fixed_subject,adjusted,leave_out_pearson_correlation,4,0.40901147973022617,0.46459336550995095,-0.10948998862638515,0.8163491765273879
H_class_fixed_subject,adjusted,leave_out_centered_cosine_similarity,4,0.40901147973022617,0.46459336550995095,-0.10948998862638519,0.8163491765273879
