session0_anchor,S1 Left,S1 Right,S1 Feet,S1 Tongue,S2 Left,S2 Right,S2 Feet,S2 Tongue,S3 Left,S3 Right,S3 Feet,S3 Tongue,S4 Left,S4 Right,S4 Feet,S4 Tongue,S5 Left,S5 Right,S5 Feet,S5 Tongue,S6 Left,S6 Right,S6 Feet,S6 Tongue,S7 Left,S7 Right,S7 Feet,S7 Tongue,S8 Left,S8 Right,S8 Feet,S8 Tongue,S9 Left,S9 Right,S9 Feet,S9 Tongue
S6 Left,0.18161895789851062,0.24722753800486535,0.2913074020631411,0.42454590637993084,0.3143501090368495,0.28236772553779454,0.5150427748693625,0.39936880222199983,0.14579808973194325,0.23830612266302056,0.46009563671763853,0.6757077467237927,0.228364014144299,0.24471363675160088,0.657318955400201,0.6912498454987074,0.3294858115008321,0.25531572008359826,0.21787731104511235,0.2721111557150644,0.16332514300086884,0.1835108673187855,0.22611355198844071,0.09979824903125024,0.1399710889124377,0.18475020479795032,0.1840674614946387,0.16461523595687522,0.1411001407885444,0.12615239219572782,0.23030475011024915,0.30480111452585323,1.6001023587360956,0.10387821742813518,0.2413645675592487,0.37894571872974375
S6 Right,0.15356003543332572,0.20580736096328345,0.2777833042846709,0.4593010358785322,0.25571403680375127,0.2664476093649166,0.5248551510243321,0.3949243200976082,0.15449294514258055,0.23101881322695014,0.4714416314734034,0.713968766404337,0.16702716532357198,0.24631523960493143,0.6728266517887752,0.7395277722461387,0.23994952044101284,0.1607673464780459,0.16537108688819185,0.1773475439408501,0.09416257411824275,0.13979106199216065,0.2927894745745981,0.1616568785372421,0.12312902617811225,0.1367577055202749,0.17785340617231907,0.21023417230128086,0.19796743285257246,0.16169986706508527,0.1737987629767992,0.3282447047457842,1.6336069025299838,0.07079666066359343,0.2977729136373213,0.4331904500698425
S6 Feet,0.26128405028904644,0.25900611936337503,0.3162202048913227,0.17116367396184962,0.3026126868059498,0.22509892665757103,0.27862186489012986,0.2279391929583888,0.17556717030115215,0.15977273052150762,0.2352900182714969,0.4112500232050328,0.4393874772345303,0.34245649727932176,0.40584423365107114,0.4443237432313633,0.5245532156136243,0.45663465167949263,0.4106423279525027,0.40136078463302116,0.3301662222262718,0.3483079915207553,0.18017650919486425,0.30967024216109923,0.2542014091701893,0.28558831042988486,0.3607388015590863,0.12678731972583696,0.19677123244179318,0.3772115366166703,0.46238888446388104,0.23601434304477584,1.3642590991296593,0.25546703710315627,0.14795798951924216,0.18670695037378357
S6 Tongue,0.21221936694147378,0.2654434138813473,0.25553633306767737,0.4242619975995863,0.30935416342967603,0.28417762088499965,0.5030315357103029,0.4003002416188825,0.14395240838642576,0.23099953998749728,0.4406501649730566,0.6725716637600679,0.27817986019141105,0.19830956317433493,0.6463265051469561,0.6989619776512821,0.35795351176999035,0.28064407295469856,0.2721300040498076,0.28418224478365306,0.17463481332778383,0.21896813492934838,0.20825933527807455,0.09956373844161871,0.1422440730094951,0.21249372350329887,0.24883086004602495,0.1856479142105395,0.1624034970738776,0.1852308806497686,0.24623679875401064,0.30490467836884394,1.5588693133615983,0.12164448120028767,0.25236236048971966,0.3870803196263652
S7 Left,0.023139916009996528,0.06801571808015718,0.22909642633453295,0.35758579717220107,0.1474028941073766,0.1338060843401565,0.41690243161944424,0.26347787824160174,0.1546522125684674,0.18573735426321472,0.372866405932342,0.6068982816040274,0.20839318113849234,0.26105799849284494,0.5608971607260015,0.6211586419657668,0.27486425681691623,0.2228426796657701,0.17375275140033586,0.15130530225517239,0.11614779733916115,0.11477008899850176,0.33360519372790776,0.24159005746335943,0.1044614280731735,0.036214510081313996,0.15396411667155765,0.15623965797853756,0.16529333560314646,0.24258046223119673,0.2531733050525823,0.22344173335586467,1.5550293094719765,0.12065211577129471,0.2241742069216015,0.3346331089760226
S7 Right,0.15862856854074506,0.22592009641375893,0.2236512139750105,0.4122234690771839,0.2798139484837398,0.2462521750045348,0.4945821194553948,0.3754107167748473,0.13976781996597704,0.2298304801935402,0.43372183566332895,0.6648635440063847,0.2312797190923166,0.17423886239233513,0.6388592200749704,0.6804558749294222,0.3197023160693028,0.24690247044536073,0.2180905302119798,0.24430471269666817,0.12349375079635015,0.1562876269058973,0.24582417383560182,0.07398143337771405,0.0901280226023357,0.16146997327763246,0.18334493611174274,0.15957540975318502,0.1176117796237792,0.14137749925120982,0.20523454414008369,0.26352760782028534,1.5685679147074258,0.09064706712742263,0.2215707870765678,0.36226619288924194
S7 Feet,0.1226729265781695,0.19025021722504562,0.23877950743570958,0.47271696507012406,0.2396800574403411,0.24201788299577398,0.5368278749233549,0.3875536256034944,0.21768426291357035,0.28279168645197245,0.48370872395734743,0.7252473343938058,0.119547424175913,0.22227585836276983,0.6825292251568084,0.7336037470531073,0.19226806654487735,0.1372991436643355,0.09983093858490724,0.129899111406681,0.04585432021011903,0.0376272310360206,0.376631026264104,0.18859428897905697,0.11819148327892805,0.10504912770653922,0.10435891086041293,0.2367134763467378,0.2004242750744038,0.15859601464079803,0.1180433994815211,0.2911619511791123,1.6448335018367284,0.1334901428270083,0.2950257896538808,0.4259448814175325
S7 Tongue,0.11805217203555622,0.13728853370469407,0.1853438947928421,0.26182715704415466,0.1875668379268907,0.10849713673929297,0.3396380237145681,0.21618897307596646,0.10226209562874061,0.1312090985751304,0.28336767041584854,0.5163544008365686,0.3108120163816622,0.21869640115949296,0.4836535126069375,0.5356310383530285,0.38724939998303676,0.3238600525644363,0.2801572114874481,0.2586841102694488,0.18268752305121536,0.2019272562218291,0.24263822776806246,0.2153354131566255,0.10543127940242136,0.1431656083805337,0.2347784408780973,0.06099924733077773,0.09564984192510087,0.27323913047459425,0.32193112473865443,0.15175420360517386,1.4483322192944614,0.13903311858001918,0.11845488059826031,0.23420195986057582
S8 Left,0.24033995564261385,0.2410419363725346,0.18392760978635495,0.1854672680951406,0.2575537209023404,0.14746923453716515,0.26622854442276983,0.18242796979625084,0.22929867048969366,0.2225032729232001,0.20065072931840544,0.41806944359626963,0.4368386671745825,0.24888995146108892,0.3951995293385598,0.42669347865105867,0.5075531298420922,0.45106064458036765,0.4027808944838737,0.3706056005746266,0.3022242312658655,0.3143113855270359,0.3033675049968086,0.30788312842450294,0.22531030624986056,0.26738518631959474,0.3451718264475436,0.1696005907851339,0.1826978807982633,0.3844758393631859,0.4310465205221272,0.08775116088597272,1.3212338393453469,0.27669191954166295,0.10531691089216273,0.1335285532725461
S8 Right,0.14064124647745924,0.20234902084426556,0.23689386787490554,0.3281612124845602,0.2769119423690623,0.19389771765576688,0.42943770191961506,0.30226760456424767,0.18244493898429423,0.2392328594871657,0.3789593697494775,0.572628215899544,0.27825370575325764,0.23869474278660113,0.5630347404663738,0.5637855882968372,0.37853625504370425,0.32294628646312434,0.24336973934491288,0.28882808333631144,0.19556882376709225,0.17861814278163946,0.2876745113980955,0.18661226585706786,0.14078765256307152,0.16844230817525135,0.16603577600071026,0.11384621349510604,0.07516529418304493,0.20843119090187529,0.29439959355018186,0.17563169363923717,1.515810156566877,0.17388280065549908,0.12711972986374465,0.25188710850405127
S8 Feet,0.1630313584508079,0.24042919776758565,0.2827002120736894,0.4876176796800369,0.3072695312015296,0.2795668983954173,0.5689076475319129,0.41818427371862144,0.2683003028391929,0.33732561606106276,0.5188502000467571,0.7345743929700909,0.13786210291154508,0.2608461090565541,0.7083622905178008,0.7242214998043516,0.23734552379832988,0.20234856940552587,0.1068587079632876,0.21302355141846957,0.14204442799588946,0.08555550952356596,0.40622183172257953,0.20176065204315333,0.1737840243369928,0.16200371316643578,0.03343743691132778,0.25452411468305103,0.2041744118289241,0.13406889523264479,0.15487235354520165,0.2946760955125754,1.6686014389522859,0.19492323628625657,0.29177819251494636,0.4172588406647814
S8 Tongue,0.1663088834896705,0.19195340072685127,0.22638601837128997,0.266841287658694,0.2502784827349782,0.14415865444930767,0.3590874206654875,0.22683986089882335,0.2260011377633433,0.24549388364741856,0.31433365587880346,0.5012113378502222,0.3408657711240569,0.2718484612809875,0.48624188587765443,0.48599052532455833,0.42421303286226403,0.37771463738304084,0.30055790424023215,0.31156433844741244,0.24733023112914898,0.22874565004503083,0.3400947032358628,0.27700182243144233,0.18988388247207855,0.19808284102267976,0.23098996787524273,0.14826635727986076,0.14336092893712643,0.30512007486946524,0.3624474343549317,0.11293228764296229,1.4489030098302271,0.23737361308631477,0.11572698001027394,0.1915097306183148
S9 Left,1.5752636149711596,1.5816618654011354,1.4446236213655674,1.3424736999190288,1.5758988178885214,1.5058686490963948,1.3579549049788107,1.469118738327443,1.473094118053479,1.4650884736867786,1.3335590349344646,1.2617762575586335,1.726601016364826,1.4340053347679542,1.3236029012069128,1.2940224867326118,1.7993909742387288,1.7267050100411614,1.7093823997244713,1.6818987608836655,1.5903888702299689,1.6258488633268153,1.3395129904743155,1.4789713017505826,1.5175604475475444,1.5945959310148137,1.6523108708048417,1.4535979459370132,1.4590306673970606,1.5952749742464276,1.6691866618973028,1.4331279973343567,0.9573254955877925,1.538432331590686,1.39989797011841,1.344533106824636
S9 Right,0.35913452163016457,0.43173825889515366,0.40671656010660323,0.5080284270018002,0.5029207308107781,0.43589393002428806,0.627083574011414,0.5367762442653559,0.32619667983076434,0.4103449336358567,0.5703379691176841,0.7307017171035837,0.38362848168615515,0.33284130728770783,0.7515696084613406,0.7194270184923073,0.4955931909254614,0.4334557148506915,0.37409645466516456,0.46592584197574954,0.3476310749803989,0.3452170095016346,0.29522863153129114,0.18877904353726843,0.3147911079548207,0.3719997048408108,0.311444610070165,0.29757097319913345,0.2495153686972766,0.2121164996674608,0.3593108984509628,0.3904236342424518,1.6163727344443433,0.3104240399016559,0.30807618230063294,0.41878236405753066
S9 Feet,0.37965632853947695,0.4176511505534155,0.35545572815973864,0.3096164867591579,0.47014686172350945,0.3539513221861929,0.43630778347578536,0.3863139589458871,0.3712701253073232,0.401124681367923,0.38973081738447757,0.4757376444680293,0.5246916160758313,0.35942480386152875,0.5242791701476349,0.42594237010898334,0.6261063936944774,0.5715088851228545,0.49074842482762737,0.5302164361220839,0.4323257786456226,0.42032678096231824,0.3633891880658182,0.35216822035073475,0.36134398971561255,0.41044588754995043,0.4043806139330476,0.283392310253661,0.26028453751470587,0.41104249282842464,0.5159553897988342,0.24027586030594308,1.3541903156645907,0.4025263016070188,0.1869983245640537,0.1697959950520705
S9 Tongue,0.813864817995737,0.8096031337247697,0.7649659081860763,0.49938506155679474,0.8309608955462752,0.7278146382659659,0.5498691109932812,0.6475155078158619,0.7674236975187022,0.7426720953382749,0.5568765141974857,0.3542944446611798,0.9973655577728172,0.80286787179459,0.4920078228851112,0.28684989229013924,1.0882064839291505,1.030086808080878,0.9611203182515331,0.9608596271858738,0.8867366875301911,0.8875655336509877,0.6996804275981754,0.8253941776185452,0.8057707061866483,0.8447586694329527,0.8850974642029047,0.6962536526287476,0.7189789671706904,0.9021309073665317,1.001174442382671,0.6456244249766744,0.9459974849826768,0.8369811616590432,0.6156645406062229,0.48780968188364465
