representation,subject,class,a_sc,b_sc,c_sc,d_sc,S_sc,C_sc,J_sc
d_mov,4,right_hand,0.6357272461831591,0.8437576331059056,0.8925720348601316,0.8505012799604371,0.25684478867697247,0.20803038692274645,0.2501011418224409
d_mov,4,feet,0.7309802979776687,0.7567226774357122,0.7366878693312846,0.8028290064374716,0.005707571353615881,0.025742379458043474,-0.04039875764814338
d_mov,4,tongue,0.4916048544691593,0.9384012897490047,0.7656589845804123,1.1684320756289088,0.27405413011125296,0.4467964352798454,0.044023344231348904
d_mov,5,left_hand,0.4434643481907729,0.6259012546924493,0.7728672155577616,0.8727369677072788,0.3294028673669887,0.18243690650167638,0.082567154352159
d_mov,5,right_hand,0.5799447014367116,0.5418686369973132,0.6483734035504692,0.8565779907547899,0.06842870211375762,-0.03807606443939837,-0.24628065164371904
d_mov,5,feet,0.4341458772200863,0.4832120002722083,0.8280824158123269,0.7813353683561663,0.3939365385922406,0.04906612305212199,0.09581317050828253
d_mov,5,tongue,0.4943087339097761,0.5480938331141152,0.802720686021704,0.7538737094163728,0.3084119521119279,0.053785099204339104,0.10263207580967038
d_mov,6,left_hand,0.6181159514017013,0.7112407154055918,0.8045869409784081,0.8822192920723181,0.18647098957670682,0.09312476400389047,0.01549241290998049
d_mov,6,right_hand,0.6001988042465022,0.6061478494051918,0.6679862009914264,0.8029756492706047,0.06778739674492418,0.005949045158689659,-0.1290404031204888
d_mov,6,feet,0.5867264439474659,0.8010226392031203,0.8266405050793214,0.8901475841776714,0.23991406113185554,0.21429619525565446,0.15078911615730428
d_mov,6,tongue,0.7040515907764984,0.6433288198059343,0.8973141495326794,0.8302852435133508,0.19326255875618104,-0.06072277097056411,0.0063061350487645385
d_mov,7,left_hand,0.5516079164376793,0.633272247147371,0.7717337634887728,0.825703807954504,0.2201258470510935,0.0816643307096917,0.02769428624396042
d_mov,7,right_hand,0.6109676871013013,0.699218784010237,0.7519900191354091,0.9178397070687957,0.14102233203410774,0.08825109690893562,-0.07759859102445099
d_mov,7,feet,0.6968302127333404,0.6461854099575924,0.8333915387290614,0.8013163367736066,0.1365613259957209,-0.05064480277574801,-0.01856960082029313
d_mov,7,tongue,0.5798848571836019,0.8232811216417343,0.7730540998380923,0.8236029026798208,0.19316924265449031,0.24339626445813234,0.19284746161640376
d_mov,8,left_hand,0.7450139951663164,1.0111311855928153,0.9705647538757132,1.1925901497417783,0.22555075870939678,0.26611719042649895,0.04409179456043377
d_mov,8,right_hand,0.5850638838059901,0.8574751002968322,0.8124607248844462,1.0671971286435191,0.22739684107845615,0.2724112164908421,0.017674812731769185
d_mov,8,feet,0.6556760868384428,0.787960017367198,0.9371032658411391,0.8825822187321863,0.2814271790026963,0.1322839305287552,0.1868049776377081
d_mov,8,tongue,0.660536988102655,0.865181437376628,0.790829657640552,0.8639085807992433,0.13029266953789698,0.20464444927397296,0.13156552611528172
d_mov,9,left_hand,1.2527015460066078,2.336063814747567,2.064426513497293,2.33146246060156,0.811724967490685,1.0833622687409592,0.816326321636692
d_mov,9,right_hand,0.9351767882516764,1.3998930927152131,0.8360308936525703,0.9639139153814495,-0.09914589459910605,0.46471630446353673,0.3368332827346576
d_mov,9,feet,0.7929638355975807,1.4125140476638351,1.2010504257752874,1.048472386352752,0.40808659017770677,0.6195502120662545,0.7721282514887899
d_mov,9,tongue,0.792005550317375,2.0090643927970517,1.0332043667104307,1.3686688955233801,0.24119881639305574,1.2170588424796769,0.8815943136667277
d_len,1,left_hand,0.08628186534137408,0.25478595020439526,0.3449401815801888,0.2898884627274478,0.25865831623881474,0.16850408486302118,0.22355580371576228
d_len,1,right_hand,0.08737190599574662,0.24860010159080667,0.17886717244370906,0.3495660450761755,0.09149526644796244,0.16122819559506005,-0.009470677037406394
d_len,1,feet,0.21760649377848643,0.18869317887303405,0.3011346291183563,0.3107904679364109,0.08352813533986989,-0.028913314905452375,-0.038569153723506944
d_len,1,tongue,0.23819993019459837,0.38780058448551435,0.3688457248201286,0.47780278275466875,0.13064579462553025,0.14960065429091599,0.04064359635637588
d_len,2,left_hand,0.4644331951092945,0.2690069550008718,0.6311048353074243,0.44335471852374714,0.16667164019812986,-0.1954262401084227,-0.007676123324745487
d_len,2,right_hand,0.4555887475312482,0.3578803119451827,0.6244002146134591,0.5245964159087523,0.1688114670822109,-0.09770843558606546,0.0020953631186414468
d_len,2,feet,0.47440156694878155,0.7372627769790271,0.8085420153756547,0.8496737183231374,0.3341404484268732,0.26286121003024554,0.22172950708276284
d_len,2,tongue,0.42124368103637416,0.47833824195430247,0.49816672453048333,0.7073020593163607,0.07692304349410917,0.057094560917928305,-0.15204077386794912
d_len,3,left_hand,0.06239469721566897,0.3346642475217069,0.34352405782438,0.24954446880299022,0.281129360608711,0.27226955030603794,0.36624913932742775
d_len,3,right_hand,0.10837507924707365,0.30819425225002123,0.31335956927613484,0.3761217832798156,0.2049844900290612,0.19981917300294758,0.13705695899926673
d_len,3,feet,0.2930834231455419,0.22773344254046615,0.3051766083255131,0.3109125248349735,0.012093185179971155,-0.06534998060507577,-0.07108589711453622
d_len,3,tongue,0.1524512139028145,0.4171623781808254,0.4580530714666668,0.6312933670363784,0.3056018575638523,0.2647111642780109,0.09147086870829935
d_len,4,left_hand,0.31808313398300253,0.4090723503872278,0.33023368125048347,0.22675026664947665,0.012150547267480938,0.09098921640422525,0.19447263100523207
d_len,4,right_hand,0.19487412408464264,0.47816616121277905,0.27170726279885804,0.31833072185880745,0.0768331387142154,0.28329203712813644,0.23666857806818703
d_len,4,feet,0.3831721082158179,0.37610987845752614,0.26939800308087236,0.28658562767769435,-0.11377410513494551,-0.007062229758291738,-0.024249854355113676
d_len,4,tongue,0.07886653651851315,0.5563843905597153,0.4293242592800279,0.6204484605007006,0.3504577227615147,0.47751785404120217,0.2863936528205294
d_len,5,left_hand,0.11987801026842183,0.08763898562568151,0.3913971168598378,0.38328027593692204,0.271519106591416,-0.032239024642740324,-0.024122183719824553
d_len,5,right_hand,0.1311865007721323,0.1973364059145906,0.2864104693388607,0.4923361662961711,0.15522396856672843,0.0661499051424583,-0.1397757918148521
d_len,5,feet,0.07950950942860915,0.11595877362817103,0.4476952263205738,0.41763430806601143,0.36818571689196467,0.036449264199561876,0.06651018245412432
d_len,5,tongue,0.14686106533040708,0.1551796028495358,0.4475109505518728,0.3000405587513102,0.30064988522146574,0.008318537519128727,0.15578892931969135
d_len,6,left_hand,0.16332514300086884,0.1698075561128255,0.38509882134368906,0.32464316426976053,0.22177367834282022,0.006482413111956659,0.06693807018588521
d_len,6,right_hand,0.13979106199216065,0.18286964241002765,0.18495132536088515,0.3809953641097958,0.0451602633687245,0.043078580417866996,-0.15296545833104366
d_len,6,feet,0.18017650919486425,0.3293814853027088,0.3272130406498416,0.33689242424045734,0.14703653145497733,0.14920497610784453,0.13952559251722868
d_len,6,tongue,0.09956373844161871,0.20062076117840225,0.4197388797024026,0.32538433552657237,0.3201751412607839,0.10105702273678353,0.1954115669126138
d_len,7,left_hand,0.1044614280731735,0.11547276157713642,0.33061536288194165,0.2797508826913292,0.22615393480876816,0.011011333503962911,0.0618758136945754
d_len,7,right_hand,0.16146997327763246,0.14434945615575448,0.18893203471675746,0.36239307472018006,0.027462061439124996,-0.01712051712187798,-0.19058155712530062
d_len,7,feet,0.10435891086041293,0.15331802911073503,0.3539220606822042,0.31425145487836503,0.24956314982179129,0.04895911825032209,0.08862972405416125
d_len,7,tongue,0.06099924733077773,0.16112510955368411,0.2987471570251928,0.2758978075153656,0.23774790969441506,0.10012586222290638,0.12297521173273362
d_len,8,left_hand,0.1826978807982633,0.30109117359042864,0.4400440651140494,0.27359471308936073,0.25734618431578615,0.11839329279216534,0.284842644816854
d_len,8,right_hand,0.20843119090187529,0.1817321937908213,0.2147579848561642,0.3395623521075158,0.006326793954288923,-0.026698997111053974,-0.15150336436240552
d_len,8,feet,0.15487235354520165,0.21097313419138142,0.36463956491028765,0.34635010688048057,0.209767211365086,0.056100780646179765,0.07439023867598676
d_len,8,tongue,0.11293228764296229,0.2703094793871745,0.30115315756366606,0.31510725455009364,0.18822086992070378,0.1573771917442122,0.14342309475778464
d_len,9,left_hand,0.9573254955877925,1.4276211361779108,1.589653565836411,1.4905904031421457,0.6323280702486186,0.4702956405901183,0.5693588032843835
d_len,9,right_hand,0.3104240399016559,0.7810770936008357,0.3717009198379505,0.43803468178117067,0.061276879936294604,0.47065305369917976,0.4043192917559596
d_len,9,feet,0.1869983245640537,0.64217087077456,0.43503088947412044,0.4072902051234853,0.24803256491006676,0.45517254621050635,0.4829132305611416
d_len,9,tongue,0.48780968188364465,0.7995477290826477,0.614522098591727,0.8153166450001,0.12671241670808236,0.31173804719900305,0.1109435007906302
d_direct,1,left_hand,0.7110064618985354,1.1386292536634743,1.0927916716032846,1.1676211460021717,0.38178520970474916,0.4276227917649389,0.352793317366052
d_direct,1,right_hand,0.7399335642008933,1.176775503912603,0.9917271874250287,1.2020144928539065,0.25179362322413545,0.4368419397117098,0.22655463428283196
d_direct,1,feet,0.8506844766036181,1.1895761238966707,1.0935600856462924,1.1838380582731816,0.24287560904267425,0.33889164729305254,0.24861367466616358
d_direct,1,tongue,0.8117498676291435,1.3210728151809408,1.0682908652553866,1.3344985361112662,0.25654099762624316,0.5093229475517973,0.24311527669591748
d_direct,2,left_hand,0.8897262185641185,0.8808371837281319,1.6214699232594234,1.2244832030123003,0.7317437046953049,-0.008889034835986576,0.38809768541113665
d_direct,2,right_hand,0.8539040759778549,0.8854604434617391,1.462127312676164,1.3716414387295244,0.6082232366983091,0.03155636748388424,0.122042241430524
d_direct,2,feet,0.8249174969342044,1.0682852630911237,1.4826342856158907,1.6391404924613289,0.6577167886816864,0.24336776615691935,0.0868615593114812
d_direct,2,tongue,0.8466588199838029,0.9207247022281351,1.1062577275621872,1.5083487111328668,0.25959890757838433,0.07406588224433219,-0.3280251013263473
d_direct,3,left_hand,0.6722560831601175,1.072629288677218,1.1252939498710954,1.1319346288536167,0.4530378667109779,0.40037320551710043,0.39373252653457924
d_direct,3,right_hand,0.6856744656128188,1.1027729617209274,1.1148001070056068,1.2451843072738704,0.4291256413927881,0.4170984961081087,0.2867142958398454
d_direct,3,feet,0.9115147816990867,0.9913019133438757,1.125455754032565,1.169891629320111,0.2139409723334782,0.07978713164478901,0.0353512563572429
d_direct,3,tongue,0.8211802122555028,1.1829482540861986,1.1483117808177763,1.430095711754961,0.32713156856227354,0.3617680418306959,0.07998411089351132
d_direct,4,left_hand,0.9708114150925846,0.9505871022472204,1.2920206512044643,1.0433940338889467,0.3212092361118797,-0.02022431284536419,0.2284023044701533
d_direct,4,right_hand,0.8392117273883144,1.0560976890002631,1.1739013669805263,1.161331419543347,0.3346896395922119,0.21688596161194873,0.22945590904912772
d_direct,4,feet,0.8962798809914008,1.0530614657777269,1.129543172410529,1.147254932900501,0.23326329141912816,0.1567815847863261,0.13906982429635373
d_direct,4,tongue,0.6830583614969005,1.1605290167474307,1.0579589396874995,1.432510433706988,0.3749005781905991,0.47747065525053023,0.10291916123104161
d_direct,5,left_hand,0.6856611311312641,0.8708424762514572,1.072084066968507,1.1520166302369164,0.38642293583724285,0.18518134512019302,0.10524878185178355
d_direct,5,right_hand,0.8000112412985256,0.811850997338901,0.9575967720835044,1.1403334452527736,0.15758553078497872,0.011839756040375349,-0.17089691712889388
d_direct,5,feet,0.6843249166507039,0.7593451538312684,1.11795463113399,1.0812305179971993,0.43362971448328613,0.0750202371805645,0.11174435031735519
d_direct,5,tongue,0.7456424863354796,0.795517672571155,1.0756044397410394,1.066794073705335,0.3299619534055598,0.04987518623567544,0.05868555227137984
d_direct,6,left_hand,0.860972939216916,0.9933926995054011,1.1377900369611886,1.1888008882689143,0.27681709774427266,0.13241976028848512,0.08140890898075948
d_direct,6,right_hand,0.9026427196132434,0.9003611912619797,0.9858909829315465,1.0993314606324855,0.08324826331830315,-0.0022815283512637174,-0.11572200605220284
d_direct,6,feet,0.8468113200316066,1.049212194220676,1.1194542436868797,1.1931948094761882,0.2726429236552731,0.20240087418906938,0.12866030839976061
d_direct,6,tongue,0.9428359281620435,0.9192322343223772,1.1686052597631502,1.1638540052715338,0.22576933160110668,-0.023603693839666318,-0.01885243934804981
d_direct,7,left_hand,0.7905463962814399,0.9268818344684725,1.1105254675696619,1.1442769158864017,0.319979071288222,0.13633543818703264,0.10258398987029294
d_direct,7,right_hand,0.8223468450424545,0.9545046356913351,1.0597507893822753,1.213410068944529,0.23740394433982082,0.13215779064888067,-0.021501488913373112
d_direct,7,feet,0.9198342336290973,0.9476153487370641,1.1348920592058385,1.1099391887994574,0.21505782557674114,0.02778111510796677,0.05273398551434805
d_direct,7,tongue,0.7746318587671109,1.0675564281648517,1.0658381163592576,1.1694404113672576,0.2912062575921467,0.2929245693977408,0.1893222743897407
d_direct,8,left_hand,0.9396674122948611,1.2968082897740298,1.267360620673045,1.4834488021500498,0.32769320837818394,0.3571408774791688,0.14105269600216386
d_direct,8,right_hand,0.8187112795001316,1.2178688479910218,1.1430790700279991,1.387248744091015,0.32436779052786757,0.39915756849089024,0.15498789442787464
d_direct,8,feet,0.8590192514546289,1.0929068870963063,1.247450181088446,1.1962174506110266,0.3884309296338171,0.23388763564167747,0.28512036611909664
d_direct,8,tongue,0.8509100349553866,1.1698388502145287,1.0592472862365376,1.160372029567305,0.208337251281151,0.3189288152591421,0.21780407192837448
d_direct,9,left_hand,1.4614260058582345,2.5662844617025424,2.2801941010867885,2.5764266152406132,0.8187680952285541,1.104858455844308,0.8086259416904835
d_direct,9,right_hand,1.117214047737975,1.681766309057518,1.139583419705944,1.2850333591655694,0.022369371967968954,0.5645522613195428,0.41910232185991725
d_direct,9,feet,1.0934737999938566,1.7540588998345832,1.5164501661280319,1.4388271536437074,0.4229763661341752,0.6605850998407266,0.7382081123250508
d_direct,9,tongue,1.0327761060533676,2.2769006766089457,1.314071905367896,1.6107729907858641,0.2812957993145284,1.2441245705555781,0.94742348513761
