protocol_version,protocol_sha256,config_sha256,seed,session,generated_at_utc,status,geometry,representation,replicate,statistic,observed_statistic,null_median,effect,p_value,exceedance_count,primary_operand,row_status
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,17,0.24305555555555552,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,18,0.24652777777777776,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,19,0.2361111111111111,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,20,0.23958333333333334,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,21,0.2569444444444445,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,22,0.23958333333333331,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,23,0.24652777777777776,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,24,0.2569444444444445,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,25,0.2673611111111111,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,AIRM,PATH_D10,26,0.2673611111111111,0.2604166666666667,0.25,0.0104166666666666,0.155,30,True,PASS
