dataset,geometry,template,object,signature,stage,observed,null_median,effect,exceedances,p_value,replicates
BNCI2014_001,AIRM,session_specific,Z,sensor,R,0.74763691377525088,-0.0010625793724169247,0.74869949314766782,0,0.00050000000000000001,1999
BNCI2014_001,AIRM,session_specific,Z,spectrum,R,0.96556912376179005,0.82506504830859939,0.14050407545319066,0,0.00050000000000000001,1999
BNCI2014_001,AIRM,session_specific,R,sensor,R,0.74763267980845383,-0.00099866174440646667,0.74863134155286026,0,0.00050000000000000001,1999
BNCI2014_001,AIRM,session_specific,R,spectrum,R,0.96560894300731837,0.82610236609777554,0.13950657690954282,0,0.00050000000000000001,1999
BNCI2014_001,AIRM,pooled_session,Z,sensor,R,0.76147200045080188,-0.00074620698556626675,0.76221820743636814,0,0.00050000000000000001,1999
BNCI2014_001,AIRM,pooled_session,Z,spectrum,R,0.96707927078465661,0.82613724731393456,0.14094202347072204,0,0.00050000000000000001,1999
BNCI2014_001,AIRM,pooled_session,R,sensor,R,0.76146874873416981,-0.00074156213832519274,0.76221031087249502,0,0.00050000000000000001,1999
BNCI2014_001,AIRM,pooled_session,R,spectrum,R,0.96710795367717362,0.82650135366999211,0.1406066000071815,0,0.00050000000000000001,1999
BNCI2014_001,LE,session_specific,Z,sensor,R,0.77138523156754024,-0.00047708400079239655,0.77186231556833262,0,0.00050000000000000001,1999
BNCI2014_001,LE,session_specific,Z,spectrum,R,0.96534140715354722,0.78022000533101199,0.18512140182253523,0,0.00050000000000000001,1999
BNCI2014_001,LE,session_specific,R,sensor,R,0.77138523156754024,-0.00030897203955776442,0.77169420360709795,0,0.00050000000000000001,1999
BNCI2014_001,LE,session_specific,R,spectrum,R,0.96534140715354555,0.78076228175573104,0.18457912539781451,0,0.00050000000000000001,1999
BNCI2014_001,LE,pooled_session,Z,sensor,R,0.78360886573341748,-0.0019850798437793492,0.78559394557719686,0,0.00050000000000000001,1999
BNCI2014_001,LE,pooled_session,Z,spectrum,R,0.96542240434277204,0.78177216647599446,0.18365023786677759,0,0.00050000000000000001,1999
BNCI2014_001,LE,pooled_session,R,sensor,R,0.78360886573341737,-0.0020521257418908978,0.78566099147530832,0,0.00050000000000000001,1999
BNCI2014_001,LE,pooled_session,R,spectrum,R,0.9654224043427716,0.78219210350890678,0.18323030083386482,0,0.00050000000000000001,1999
