half,component,subject,J_s,T_J
B,ori,30,-0.14827536832517274,0.01642319402003632
B,ori,31,0.11875905531156727,0.01642319402003632
B,ori,32,0.05123798939100266,0.01642319402003632
B,ori,33,0.017408013945829914,0.01642319402003632
B,ori,34,0.03735200349871759,0.01642319402003632
B,ori,35,0.02467005556124846,0.01642319402003632
B,ori,36,0.2977222343593069,0.01642319402003632
B,ori,37,0.249983644761,0.01642319402003632
B,ori,38,-0.05515917995470998,0.01642319402003632
B,ori,39,0.04668528982151687,0.01642319402003632
B,ori,40,0.11915423982675599,0.01642319402003632
B,ori,41,-0.2415469436074853,0.01642319402003632
B,ori,42,-0.17528652504397257,0.01642319402003632
B,ori,43,-0.25960354164831756,0.01642319402003632
B,ori,44,0.07479178431836053,0.01642319402003632
B,ori,45,-0.05912351207159494,0.01642319402003632
B,ori,46,0.353990562988037,0.01642319402003632
B,ori,47,0.20648538023096252,0.01642319402003632
B,ori,48,0.1385602993458469,0.01642319402003632
B,ori,49,-0.14437583125261644,0.01642319402003632
B,ori,50,-0.1729454500178904,0.01642319402003632
B,ori,51,-0.12359500922574551,0.01642319402003632
B,ori,52,-0.08643055717736048,0.01642319402003632
B,ori,53,0.24701395623704192,0.01642319402003632
