subject,session,class,state,half,trial_count,normalized_karcher_residual,warning_count
17,0,left_hand,4,full,50,6.69316579065396e-11,0
17,0,left_hand,4,A,25,7.378891729717363e-11,0
17,0,left_hand,4,B,25,6.027680239909072e-11,0
17,0,left_hand,5,full,50,6.786330573935339e-11,0
17,0,left_hand,5,A,25,6.822579364444264e-11,0
17,0,left_hand,5,B,25,7.24387197898261e-11,0
17,0,right_hand,1,full,50,6.082149914718148e-11,0
17,0,right_hand,1,A,25,6.314926997558712e-11,0
17,0,right_hand,1,B,25,6.21053090446796e-11,0
17,0,right_hand,2,full,50,6.885182936556044e-11,0
17,0,right_hand,2,A,25,7.003554589633681e-11,0
17,0,right_hand,2,B,25,7.094663427836106e-11,0
17,0,right_hand,3,full,50,7.445562386350637e-11,0
17,0,right_hand,3,A,25,7.605614742054224e-11,0
17,0,right_hand,3,B,25,7.919089977713769e-11,0
17,0,right_hand,4,full,50,6.745239849118858e-11,0
17,0,right_hand,4,A,25,7.083269159364894e-11,0
17,0,right_hand,4,B,25,6.909796770405167e-11,0
17,0,right_hand,5,full,50,6.56872615107232e-11,0
17,0,right_hand,5,A,25,6.822592654071427e-11,0
17,0,right_hand,5,B,25,6.59874055177174e-11,0
18,0,left_hand,1,full,50,7.680943686532278e-11,0
18,0,left_hand,1,A,25,4.2866824631381144e-11,0
18,0,left_hand,1,B,25,6.183576754994067e-11,0
18,0,left_hand,2,full,50,6.849552876381749e-11,0
18,0,left_hand,2,A,25,8.213830069942916e-11,0
18,0,left_hand,2,B,25,6.103842017161977e-11,0
18,0,left_hand,3,full,50,6.903095759418792e-11,0
18,0,left_hand,3,A,25,7.916662009369884e-11,0
18,0,left_hand,3,B,25,6.198422215938242e-11,0
18,0,left_hand,4,full,50,6.239275982833847e-11,0
18,0,left_hand,4,A,25,6.53504234417548e-11,0
18,0,left_hand,4,B,25,6.721366303181111e-11,0
18,0,left_hand,5,full,50,6.613049128276451e-11,0
18,0,left_hand,5,A,25,7.131282059181999e-11,0
18,0,left_hand,5,B,25,6.823886567678063e-11,0
18,0,right_hand,1,full,50,5.6531158397477404e-11,0
18,0,right_hand,1,A,25,6.204518536281463e-11,0
18,0,right_hand,1,B,25,5.5703439323955516e-11,0
18,0,right_hand,2,full,50,6.104592168071477e-11,0
18,0,right_hand,2,A,25,6.600478680923586e-11,0
18,0,right_hand,2,B,25,5.959562270187818e-11,0
18,0,right_hand,3,full,50,6.330680599259971e-11,0
18,0,right_hand,3,A,25,6.821747294665783e-11,0
18,0,right_hand,3,B,25,6.191197416887017e-11,0
18,0,right_hand,4,full,50,6.045152080898064e-11,0
18,0,right_hand,4,A,25,6.238291261573859e-11,0
18,0,right_hand,4,B,25,6.367377296141602e-11,0
18,0,right_hand,5,full,50,5.91504996430128e-11,0
18,0,right_hand,5,A,25,6.412879312551912e-11,0
18,0,right_hand,5,B,25,5.7147163781787605e-11,0
19,0,left_hand,1,full,50,5.914093498659853e-11,0
19,0,left_hand,1,A,25,6.161759191663115e-11,0
19,0,left_hand,1,B,25,6.15664331306494e-11,0
19,0,left_hand,2,full,50,7.488173481060339e-11,0
19,0,left_hand,2,A,25,6.903285538323259e-11,0
19,0,left_hand,2,B,25,7.812213841229213e-11,0
19,0,left_hand,3,full,50,7.043260000262761e-11,0
19,0,left_hand,3,A,25,7.461609093266022e-11,0
19,0,left_hand,3,B,25,6.510974370063414e-11,0
19,0,left_hand,4,full,50,7.059667093095333e-11,0
19,0,left_hand,4,A,25,6.233161460169058e-11,0
19,0,left_hand,4,B,25,7.719989111924911e-11,0
19,0,left_hand,5,full,50,6.913639754498004e-11,0
19,0,left_hand,5,A,25,7.424590241770922e-11,0
19,0,left_hand,5,B,25,6.946754275863757e-11,0
19,0,right_hand,1,full,50,6.827617568788495e-11,0
19,0,right_hand,1,A,25,6.915880976281181e-11,0
19,0,right_hand,1,B,25,7.493727777741714e-11,0
19,0,right_hand,2,full,50,7.176214241677698e-11,0
19,0,right_hand,2,A,25,7.732600967800263e-11,0
19,0,right_hand,2,B,25,7.149296225167024e-11,0
19,0,right_hand,3,full,50,7.698060993392691e-11,0
19,0,right_hand,3,A,25,7.994169584855478e-11,0
19,0,right_hand,3,B,25,7.238632879276237e-11,0
19,0,right_hand,4,full,50,7.019874164385823e-11,0
19,0,right_hand,4,A,25,7.09426883841142e-11,0
19,0,right_hand,4,B,25,6.825234648574278e-11,0
19,0,right_hand,5,full,50,7.175088289963415e-11,0
19,0,right_hand,5,A,25,7.818871071320971e-11,0
19,0,right_hand,5,B,25,7.524671299824174e-11,0
20,0,left_hand,1,full,50,6.999089997058826e-11,0
20,0,left_hand,1,A,25,6.57655695452997e-11,0
20,0,left_hand,1,B,25,7.677633934738921e-11,0
20,0,left_hand,2,full,50,7.518104785450584e-11,0
20,0,left_hand,2,A,25,7.329674509409907e-11,0
20,0,left_hand,2,B,25,8.219054818679989e-11,0
20,0,left_hand,3,full,50,7.03032822926587e-11,0
20,0,left_hand,3,A,25,6.92947631129174e-11,0
20,0,left_hand,3,B,25,7.18421477611573e-11,0
20,0,left_hand,4,full,50,8.035306227656008e-11,0
20,0,left_hand,4,A,25,7.830874019939461e-11,0
20,0,left_hand,4,B,25,8.440931043532093e-11,0
20,0,left_hand,5,full,50,7.319452254206621e-11,0
20,0,left_hand,5,A,25,7.277914965775727e-11,0
20,0,left_hand,5,B,25,7.47707315303811e-11,0
20,0,right_hand,1,full,50,7.09185876710803e-11,0
20,0,right_hand,1,A,25,6.66600171625444e-11,0
20,0,right_hand,1,B,25,7.629385282424548e-11,0
20,0,right_hand,2,full,50,7.455856672215102e-11,0
20,0,right_hand,2,A,25,7.304303435558416e-11,0
20,0,right_hand,2,B,25,7.723732188188114e-11,0
20,0,right_hand,3,full,50,7.344950496517148e-11,0
20,0,right_hand,3,A,25,7.0189671452711e-11,0
20,0,right_hand,3,B,25,7.819811454232954e-11,0
20,0,right_hand,4,full,50,7.251378991944372e-11,0
20,0,right_hand,4,A,25,7.264366830279775e-11,0
20,0,right_hand,4,B,25,7.251843797008944e-11,0
20,0,right_hand,5,full,50,7.27287187473146e-11,0
20,0,right_hand,5,A,25,7.776977450352626e-11,0
20,0,right_hand,5,B,25,7.024943014878743e-11,0
21,0,left_hand,1,full,50,6.529145434902201e-11,0
21,0,left_hand,1,A,25,6.613991547748157e-11,0
21,0,left_hand,1,B,25,6.534069441121129e-11,0
21,0,left_hand,2,full,50,7.757021969342957e-11,0
21,0,left_hand,2,A,25,8.314258333501192e-11,0
21,0,left_hand,2,B,25,6.942108419395874e-11,0
21,0,left_hand,3,full,50,6.883275320080124e-11,0
21,0,left_hand,3,A,25,6.66625545014105e-11,0
21,0,left_hand,3,B,25,7.311962042462592e-11,0
21,0,left_hand,4,full,50,7.549603599493388e-11,0
21,0,left_hand,4,A,25,7.300408221228499e-11,0
21,0,left_hand,4,B,25,7.799249315435585e-11,0
21,0,left_hand,5,full,50,7.279277349275325e-11,0
21,0,left_hand,5,A,25,7.540300436787959e-11,0
21,0,left_hand,5,B,25,7.132936621020116e-11,0
21,0,right_hand,1,full,50,7.365160725582016e-11,0
21,0,right_hand,1,A,25,8.041022106826492e-11,0
21,0,right_hand,1,B,25,6.986032018684437e-11,0
21,0,right_hand,2,full,50,7.638674391572495e-11,0
21,0,right_hand,2,A,25,6.758267098400235e-11,0
21,0,right_hand,2,B,25,8.192637812303669e-11,0
21,0,right_hand,3,full,50,7.675056315406991e-11,0
21,0,right_hand,3,A,25,7.465580818419195e-11,0
21,0,right_hand,3,B,25,7.602423349799931e-11,0
21,0,right_hand,4,full,50,7.796758398281582e-11,0
21,0,right_hand,4,A,25,7.786663946850216e-11,0
21,0,right_hand,4,B,25,7.472626241808129e-11,0
21,0,right_hand,5,full,50,7.313082383570396e-11,0
21,0,right_hand,5,A,25,7.339012713988006e-11,0
21,0,right_hand,5,B,25,7.453264107857708e-11,0
22,0,left_hand,1,full,50,6.980317324155391e-11,0
22,0,left_hand,1,A,25,6.879876721066235e-11,0
22,0,left_hand,1,B,25,6.985844312783909e-11,0
22,0,left_hand,2,full,50,6.285364172760678e-11,0
22,0,left_hand,2,A,25,5.709273765583121e-11,0
22,0,left_hand,2,B,25,7.020264919474701e-11,0
22,0,left_hand,3,full,50,7.341960460813095e-11,0
22,0,left_hand,3,A,25,7.373165901862282e-11,0
22,0,left_hand,3,B,25,7.279288958861978e-11,0
22,0,left_hand,4,full,50,7.051091764694344e-11,0
22,0,left_hand,4,A,25,7.278842543875968e-11,0
22,0,left_hand,4,B,25,7.086478122475086e-11,0
22,0,left_hand,5,full,50,7.282893216229051e-11,0
22,0,left_hand,5,A,25,7.789127984253691e-11,0
22,0,left_hand,5,B,25,6.869474058468213e-11,0
22,0,right_hand,1,full,50,6.953223387215391e-11,0
22,0,right_hand,1,A,25,7.366203691016471e-11,0
22,0,right_hand,1,B,25,6.398930199898359e-11,0
22,0,right_hand,2,full,50,6.741486041727966e-11,0
22,0,right_hand,2,A,25,7.438597093794559e-11,0
22,0,right_hand,2,B,25,6.185659032321844e-11,0
22,0,right_hand,3,full,50,7.93034506533104e-11,0
22,0,right_hand,3,A,25,3.988319288411788e-11,0
22,0,right_hand,3,B,25,6.956174642247974e-11,0
22,0,right_hand,4,full,50,6.943023342630261e-11,0
22,0,right_hand,4,A,25,7.035376849881832e-11,0
22,0,right_hand,4,B,25,6.986594757989594e-11,0
22,0,right_hand,5,full,50,3.847858583163275e-11,0
22,0,right_hand,5,A,25,4.558135644183901e-11,0
22,0,right_hand,5,B,25,6.858945950565313e-11,0
23,0,left_hand,1,full,50,5.691871344831403e-11,0
23,0,left_hand,1,A,25,5.4517122692927276e-11,0
23,0,left_hand,1,B,25,6.286977234755898e-11,0
23,0,left_hand,2,full,50,5.731743143190859e-11,0
23,0,left_hand,2,A,25,5.752416999981532e-11,0
23,0,left_hand,2,B,25,6.279874218396617e-11,0
23,0,left_hand,3,full,50,5.693541629564978e-11,0
23,0,left_hand,3,A,25,6.144939914382786e-11,0
23,0,left_hand,3,B,25,5.939171058266728e-11,0
23,0,left_hand,4,full,50,5.996193463895269e-11,0
23,0,left_hand,4,A,25,6.587251856794861e-11,0
23,0,left_hand,4,B,25,5.507680951681552e-11,0
23,0,left_hand,5,full,50,6.098877132436563e-11,0
23,0,left_hand,5,A,25,6.650021356319988e-11,0
23,0,left_hand,5,B,25,5.997423591820071e-11,0
23,0,right_hand,1,full,50,6.090334157286626e-11,0
23,0,right_hand,1,A,25,5.95706085512843e-11,0
23,0,right_hand,1,B,25,6.75413200495374e-11,0
23,0,right_hand,2,full,50,6.226364284025178e-11,0
23,0,right_hand,2,A,25,6.108950894706746e-11,0
23,0,right_hand,2,B,25,6.884530061147417e-11,0
23,0,right_hand,3,full,50,5.7183862205065134e-11,0
23,0,right_hand,3,A,25,5.966587364193162e-11,0
23,0,right_hand,3,B,25,6.188011424655387e-11,0
23,0,right_hand,4,full,50,5.83467483871618e-11,0
23,0,right_hand,4,A,25,5.975012267932561e-11,0
23,0,right_hand,4,B,25,6.470094821539386e-11,0
23,0,right_hand,5,full,50,6.187716031267306e-11,0
23,0,right_hand,5,A,25,6.317609506438617e-11,0
23,0,right_hand,5,B,25,6.082948742440456e-11,0
24,0,left_hand,1,full,50,5.407505080697482e-11,0
24,0,left_hand,1,A,25,5.348653624217888e-11,0
24,0,left_hand,1,B,25,6.028535037376051e-11,0
24,0,left_hand,2,full,50,5.586904228438818e-11,0
24,0,left_hand,2,A,25,5.830869825235876e-11,0
24,0,left_hand,2,B,25,5.7638702305667626e-11,0
24,0,left_hand,3,full,50,5.615634307024804e-11,0
24,0,left_hand,3,A,25,5.658226647591391e-11,0
24,0,left_hand,3,B,25,6.218372296606412e-11,0
24,0,left_hand,4,full,50,5.364248020385512e-11,0
24,0,left_hand,4,A,25,5.6491057492341765e-11,0
24,0,left_hand,4,B,25,5.629841455371073e-11,0
24,0,left_hand,5,full,50,5.1668073110540326e-11,0
24,0,left_hand,5,A,25,5.0977669747801285e-11,0
24,0,left_hand,5,B,25,5.776196057752406e-11,0
24,0,right_hand,1,full,50,5.175482358273697e-11,0
24,0,right_hand,1,A,25,5.4772745369997814e-11,0
24,0,right_hand,1,B,25,5.257053059712716e-11,0
24,0,right_hand,2,full,50,5.788783125622641e-11,0
24,0,right_hand,2,A,25,6.08852948942787e-11,0
24,0,right_hand,2,B,25,5.787461187061211e-11,0
24,0,right_hand,3,full,50,5.849917046654847e-11,0
24,0,right_hand,3,A,25,5.51113421441471e-11,0
24,0,right_hand,3,B,25,6.620167688266371e-11,0
24,0,right_hand,4,full,50,5.734286594305552e-11,0
24,0,right_hand,4,A,25,6.035373639379228e-11,0
24,0,right_hand,4,B,25,5.79276417875204e-11,0
24,0,right_hand,5,full,50,5.2739635589680825e-11,0
24,0,right_hand,5,A,25,5.366187348252308e-11,0
24,0,right_hand,5,B,25,5.508997960414515e-11,0
25,0,left_hand,1,full,50,6.681534963110666e-11,0
25,0,left_hand,1,A,25,6.245557230496907e-11,0
25,0,left_hand,1,B,25,7.353413161703082e-11,0
25,0,left_hand,2,full,50,7.12675755957648e-11,0
25,0,left_hand,2,A,25,6.229156242739269e-11,0
25,0,left_hand,2,B,25,8.257339704853606e-11,0
25,0,left_hand,3,full,50,8.396596962734652e-11,0
25,0,left_hand,3,A,25,3.816256613607232e-11,0
25,0,left_hand,3,B,25,7.2746479197574e-11,0
25,0,left_hand,4,full,50,8.03132721391202e-11,0
25,0,left_hand,4,A,25,7.051707529694947e-11,0
25,0,left_hand,4,B,25,3.701583896042848e-11,0
25,0,left_hand,5,full,50,7.899449402609123e-11,0
25,0,left_hand,5,A,25,6.708724523247136e-11,0
25,0,left_hand,5,B,25,3.8094445661548825e-11,0
25,0,right_hand,1,full,50,7.750899589375889e-11,0
25,0,right_hand,1,A,25,3.9395965786795915e-11,0
25,0,right_hand,1,B,25,6.837088614038219e-11,0
25,0,right_hand,2,full,50,8.06165675729858e-11,0
25,0,right_hand,2,A,25,4.311592384545951e-11,0
25,0,right_hand,2,B,25,6.590329706978474e-11,0
25,0,right_hand,3,full,50,8.045981626912331e-11,0
25,0,right_hand,3,A,25,8.709274318338276e-11,0
25,0,right_hand,3,B,25,7.724350025357003e-11,0
25,0,right_hand,4,full,50,7.556239839507171e-11,0
25,0,right_hand,4,A,25,7.893707874266609e-11,0
25,0,right_hand,4,B,25,7.872694832987569e-11,0
25,0,right_hand,5,full,50,7.886864944953223e-11,0
25,0,right_hand,5,A,25,8.45010415275884e-11,0
25,0,right_hand,5,B,25,7.677610542566515e-11,0
26,0,left_hand,1,full,50,5.626188046685763e-11,0
26,0,left_hand,1,A,25,6.132470323207518e-11,0
26,0,left_hand,1,B,25,5.673803576414032e-11,0
26,0,left_hand,2,full,50,5.371257569066264e-11,0
26,0,left_hand,2,A,25,5.972971426178634e-11,0
26,0,left_hand,2,B,25,5.3956704177360135e-11,0
26,0,left_hand,3,full,50,6.797209473922455e-11,0
26,0,left_hand,3,A,25,7.525935441001078e-11,0
26,0,left_hand,3,B,25,6.281858972657958e-11,0
26,0,left_hand,4,full,50,6.679507054515054e-11,0
26,0,left_hand,4,A,25,7.461891934281375e-11,0
26,0,left_hand,4,B,25,6.03194510050878e-11,0
26,0,left_hand,5,full,50,6.970695121808828e-11,0
26,0,left_hand,5,A,25,7.875711728447335e-11,0
26,0,left_hand,5,B,25,6.330765854179038e-11,0
26,0,right_hand,1,full,50,6.06659258426513e-11,0
26,0,right_hand,1,A,25,6.210651368030425e-11,0
26,0,right_hand,1,B,25,6.089644393860184e-11,0
26,0,right_hand,2,full,50,5.843543426918787e-11,0
26,0,right_hand,2,A,25,6.380092468740293e-11,0
26,0,right_hand,2,B,25,5.4747923716430985e-11,0
26,0,right_hand,3,full,50,7.163914583951364e-11,0
26,0,right_hand,3,A,25,6.952369795724381e-11,0
26,0,right_hand,3,B,25,7.325087104734368e-11,0
26,0,right_hand,4,full,50,5.547672863422147e-11,0
26,0,right_hand,4,A,25,5.761342630820755e-11,0
26,0,right_hand,4,B,25,5.6249069241116956e-11,0
26,0,right_hand,5,full,50,6.169176169256295e-11,0
26,0,right_hand,5,A,25,5.905706647182866e-11,0
26,0,right_hand,5,B,25,6.491122343170099e-11,0
27,0,left_hand,1,full,50,5.4952194558880724e-11,0
27,0,left_hand,1,A,25,6.962170289978821e-11,0
27,0,left_hand,1,B,25,5.335011279716311e-11,0
27,0,left_hand,2,full,50,5.265183181982556e-11,0
27,0,left_hand,2,A,25,6.557712771769564e-11,0
27,0,left_hand,2,B,25,4.70133024401941e-11,0
27,0,left_hand,3,full,50,5.4915032208608357e-11,0
27,0,left_hand,3,A,25,6.422705436741036e-11,0
27,0,left_hand,3,B,25,5.487113231455023e-11,0
27,0,left_hand,4,full,50,5.7926785876132534e-11,0
27,0,left_hand,4,A,25,7.125950657539969e-11,0
27,0,left_hand,4,B,25,5.015464155354595e-11,0
27,0,left_hand,5,full,50,5.395058362329118e-11,0
27,0,left_hand,5,A,25,6.608599916765477e-11,0
27,0,left_hand,5,B,25,4.945924465545361e-11,0
27,0,right_hand,1,full,50,4.797460287880948e-11,0
27,0,right_hand,1,A,25,4.937341539080655e-11,0
27,0,right_hand,1,B,25,5.319694427644911e-11,0
27,0,right_hand,2,full,50,4.9047192665810835e-11,0
27,0,right_hand,2,A,25,4.918911885915601e-11,0
27,0,right_hand,2,B,25,5.652236510738062e-11,0
27,0,right_hand,3,full,50,4.949566382886985e-11,0
27,0,right_hand,3,A,25,5.313223847619371e-11,0
27,0,right_hand,3,B,25,5.217221866064393e-11,0
27,0,right_hand,4,full,50,4.787083773585748e-11,0
27,0,right_hand,4,A,25,4.804408672413864e-11,0
27,0,right_hand,4,B,25,5.2759213895593366e-11,0
27,0,right_hand,5,full,50,5.0507895350612686e-11,0
27,0,right_hand,5,A,25,5.164617497087087e-11,0
27,0,right_hand,5,B,25,5.720260626637332e-11,0
28,0,left_hand,1,full,50,5.925637887067731e-11,0
28,0,left_hand,1,A,25,5.858753527191705e-11,0
28,0,left_hand,1,B,25,6.536782485844645e-11,0
28,0,left_hand,2,full,50,5.981004346915123e-11,0
28,0,left_hand,2,A,25,6.326063954430392e-11,0
28,0,left_hand,2,B,25,6.047575241105233e-11,0
28,0,left_hand,3,full,50,5.732653669709845e-11,0
28,0,left_hand,3,A,25,6.459599474794019e-11,0
28,0,left_hand,3,B,25,5.6829169932349116e-11,0
28,0,left_hand,4,full,50,5.955601081414166e-11,0
28,0,left_hand,4,A,25,6.414111749312909e-11,0
28,0,left_hand,4,B,25,6.028540402055428e-11,0
28,0,left_hand,5,full,50,5.4038974568074225e-11,0
28,0,left_hand,5,A,25,5.1334455124049535e-11,0
28,0,left_hand,5,B,25,5.997050275285798e-11,0
28,0,right_hand,1,full,50,5.858477718277801e-11,0
28,0,right_hand,1,A,25,6.008344466081466e-11,0
28,0,right_hand,1,B,25,6.381567109257138e-11,0
28,0,right_hand,2,full,50,6.320214979355744e-11,0
28,0,right_hand,2,A,25,6.327830498231078e-11,0
28,0,right_hand,2,B,25,6.679488609674953e-11,0
28,0,right_hand,3,full,50,6.116652742462086e-11,0
28,0,right_hand,3,A,25,6.211555498116631e-11,0
28,0,right_hand,3,B,25,6.561158049688491e-11,0
28,0,right_hand,4,full,50,6.292366166125207e-11,0
28,0,right_hand,4,A,25,6.68148446827898e-11,0
28,0,right_hand,4,B,25,6.324765666863295e-11,0
28,0,right_hand,5,full,50,5.912783561377055e-11,0
28,0,right_hand,5,A,25,6.210649312475198e-11,0
28,0,right_hand,5,B,25,6.114825656518651e-11,0
29,0,left_hand,1,full,50,5.959149107973102e-11,0
29,0,left_hand,1,A,25,7.215454650596047e-11,0
29,0,left_hand,1,B,25,4.166014505997124e-11,0
29,0,left_hand,2,full,50,6.642677762921588e-11,0
29,0,left_hand,2,A,25,8.05589523051141e-11,0
29,0,left_hand,2,B,25,6.778678946406321e-11,0
29,0,left_hand,3,full,50,8.218326971368856e-11,0
29,0,left_hand,3,A,25,4.203937931228623e-11,0
29,0,left_hand,3,B,25,7.211533446734301e-11,0
29,0,left_hand,4,full,50,6.919225481775377e-11,0
29,0,left_hand,4,A,25,6.661329742913664e-11,0
29,0,left_hand,4,B,25,7.327338683898059e-11,0
29,0,left_hand,5,full,50,7.361014191773616e-11,0
29,0,left_hand,5,A,25,8.824314258255657e-11,0
29,0,left_hand,5,B,25,7.483901898110436e-11,0
29,0,right_hand,1,full,50,8.070054022892896e-11,0
29,0,right_hand,1,A,25,7.906711977587765e-11,0
29,0,right_hand,1,B,25,8.110058794359404e-11,0
29,0,right_hand,2,full,50,3.939535972663717e-11,0
29,0,right_hand,2,A,25,4.607137433940725e-11,0
29,0,right_hand,2,B,25,8.346978647137556e-11,0
29,0,right_hand,3,full,50,8.232379295217365e-11,0
29,0,right_hand,3,A,25,8.70414206169069e-11,0
29,0,right_hand,3,B,25,8.609921785801695e-11,0
29,0,right_hand,4,full,50,5.907471766413383e-11,0
29,0,right_hand,4,A,25,5.076943141177628e-11,0
29,0,right_hand,4,B,25,6.929277197865666e-11,0
29,0,right_hand,5,full,50,5.2237164887866237e-11,0
29,0,right_hand,5,A,25,4.844200212385686e-11,0
29,0,right_hand,5,B,25,5.6673191040065026e-11,0
30,0,left_hand,1,full,50,8.016361409335758e-11,0
30,0,left_hand,1,A,25,8.372288499538583e-11,0
30,0,left_hand,1,B,25,7.911142523577006e-11,0
30,0,left_hand,2,full,50,4.478665777981715e-11,0
30,0,left_hand,2,A,25,8.09878707128382e-11,0
30,0,left_hand,2,B,25,5.123468115623538e-11,0
30,0,left_hand,3,full,50,8.584535069113883e-11,0
30,0,left_hand,3,A,25,8.149225603709363e-11,0
30,0,left_hand,3,B,25,4.022505301625082e-11,0
30,0,left_hand,4,full,50,7.405093468916814e-11,0
30,0,left_hand,4,A,25,7.271713916859694e-11,0
30,0,left_hand,4,B,25,7.914968666038245e-11,0
30,0,left_hand,5,full,50,7.566632851398432e-11,0
30,0,left_hand,5,A,25,7.388707135035814e-11,0
30,0,left_hand,5,B,25,7.948500900533702e-11,0
30,0,right_hand,1,full,50,7.276552191369739e-11,0
30,0,right_hand,1,A,25,7.623445458052121e-11,0
30,0,right_hand,1,B,25,6.933155101418679e-11,0
30,0,right_hand,2,full,50,8.518611104236514e-11,0
30,0,right_hand,2,A,25,4.2341664006158e-11,0
30,0,right_hand,2,B,25,7.492369848722194e-11,0
30,0,right_hand,3,full,50,7.790520197946593e-11,0
30,0,right_hand,3,A,25,8.223945363305407e-11,0
30,0,right_hand,3,B,25,7.389816350401353e-11,0
30,0,right_hand,4,full,50,7.599085708871896e-11,0
30,0,right_hand,4,A,25,7.975135879457892e-11,0
30,0,right_hand,4,B,25,7.348885349345394e-11,0
30,0,right_hand,5,full,50,7.950346737881672e-11,0
30,0,right_hand,5,A,25,8.373298030256954e-11,0
30,0,right_hand,5,B,25,7.85351138856749e-11,0
31,0,left_hand,1,full,50,5.828666994058757e-11,0
31,0,left_hand,1,A,25,5.749285947977838e-11,0
31,0,left_hand,1,B,25,6.35404058110201e-11,0
31,0,left_hand,2,full,50,6.445926793267702e-11,0
31,0,left_hand,2,A,25,7.042370372872822e-11,0
31,0,left_hand,2,B,25,6.586361275293197e-11,0
31,0,left_hand,3,full,50,6.60816284676034e-11,0
31,0,left_hand,3,A,25,6.687759875779948e-11,0
31,0,left_hand,3,B,25,7.106376927271763e-11,0
31,0,left_hand,4,full,50,6.619266133851113e-11,0
31,0,left_hand,4,A,25,6.792643342364882e-11,0
31,0,left_hand,4,B,25,7.427721929732527e-11,0
31,0,left_hand,5,full,50,6.96462776986107e-11,0
31,0,left_hand,5,A,25,6.881469856318096e-11,0
31,0,left_hand,5,B,25,8.152331252472968e-11,0
31,0,right_hand,1,full,50,5.54317418907091e-11,0
31,0,right_hand,1,A,25,5.1577045731616105e-11,0
31,0,right_hand,1,B,25,5.984993502455723e-11,0
31,0,right_hand,2,full,50,5.940326491857892e-11,0
31,0,right_hand,2,A,25,6.14547613375981e-11,0
31,0,right_hand,2,B,25,6.07294032848844e-11,0
31,0,right_hand,3,full,50,6.640749702246027e-11,0
31,0,right_hand,3,A,25,6.43854116337628e-11,0
31,0,right_hand,3,B,25,7.42313857075161e-11,0
31,0,right_hand,4,full,50,6.96004097119756e-11,0
31,0,right_hand,4,A,25,6.530544881507234e-11,0
31,0,right_hand,4,B,25,7.60101518223762e-11,0
31,0,right_hand,5,full,50,6.826018175778676e-11,0
31,0,right_hand,5,A,25,6.708812767114197e-11,0
31,0,right_hand,5,B,25,7.985157004236465e-11,0
32,0,left_hand,1,full,50,7.21121488919156e-11,0
32,0,left_hand,1,A,25,7.57016240806243e-11,0
32,0,left_hand,1,B,25,7.242069890264048e-11,0
32,0,left_hand,2,full,50,6.77177604298616e-11,0
32,0,left_hand,2,A,25,7.013531880398303e-11,0
32,0,left_hand,2,B,25,6.689723887588667e-11,0
32,0,left_hand,3,full,50,6.97528529087037e-11,0
32,0,left_hand,3,A,25,6.67373428139402e-11,0
32,0,left_hand,3,B,25,7.414149032004566e-11,0
32,0,left_hand,4,full,50,6.765995153914739e-11,0
32,0,left_hand,4,A,25,6.54527259133727e-11,0
32,0,left_hand,4,B,25,7.078967295911574e-11,0
32,0,left_hand,5,full,50,6.657025555063394e-11,0
32,0,left_hand,5,A,25,6.895192441638261e-11,0
32,0,left_hand,5,B,25,6.628965172926755e-11,0
32,0,right_hand,1,full,50,6.748464170268655e-11,0
32,0,right_hand,1,A,25,6.854746198997088e-11,0
32,0,right_hand,1,B,25,6.859253374563322e-11,0
32,0,right_hand,2,full,50,6.855549611055259e-11,0
32,0,right_hand,2,A,25,6.563101220999369e-11,0
32,0,right_hand,2,B,25,7.141047423000376e-11,0
32,0,right_hand,3,full,50,6.742505378762357e-11,0
32,0,right_hand,3,A,25,7.131163933934678e-11,0
32,0,right_hand,3,B,25,6.513189760906487e-11,0
32,0,right_hand,4,full,50,7.053246344660036e-11,0
32,0,right_hand,4,A,25,7.230510044130118e-11,0
32,0,right_hand,4,B,25,7.081942730485033e-11,0
32,0,right_hand,5,full,50,6.709307673587504e-11,0
32,0,right_hand,5,A,25,6.526261397696001e-11,0
32,0,right_hand,5,B,25,7.056573037520304e-11,0
33,0,left_hand,1,full,50,3.775428572048564e-11,0
33,0,left_hand,1,A,25,8.456527409173411e-11,0
33,0,left_hand,1,B,25,3.932059931639963e-11,0
33,0,left_hand,2,full,50,7.74101363211368e-11,0
33,0,left_hand,2,A,25,7.533026813817309e-11,0
33,0,left_hand,2,B,25,8.162541681440952e-11,0
33,0,left_hand,3,full,50,3.645680328602023e-11,0
33,0,left_hand,3,A,25,3.772340245652221e-11,0
33,0,left_hand,3,B,25,8.271954465240033e-11,0
33,0,left_hand,4,full,50,3.8127547608465665e-11,0
33,0,left_hand,4,A,25,3.910825547581046e-11,0
33,0,left_hand,4,B,25,3.6905973190297146e-11,0
33,0,left_hand,5,full,50,3.649231650936122e-11,0
33,0,left_hand,5,A,25,3.705535040000286e-11,0
33,0,left_hand,5,B,25,8.312386564642312e-11,0
33,0,right_hand,1,full,50,8.332153474265361e-11,0
33,0,right_hand,1,A,25,3.7382819308995777e-11,0
33,0,right_hand,1,B,25,8.128346179701065e-11,0
33,0,right_hand,2,full,50,8.157298402433161e-11,0
33,0,right_hand,2,A,25,3.707658948996694e-11,0
33,0,right_hand,2,B,25,8.194924198076844e-11,0
33,0,right_hand,3,full,50,8.618232816295397e-11,0
33,0,right_hand,3,A,25,3.8190441014961605e-11,0
33,0,right_hand,3,B,25,7.994197254657833e-11,0
33,0,right_hand,4,full,50,8.603126793244351e-11,0
33,0,right_hand,4,A,25,8.197624157161929e-11,0
