protocol_version,protocol_sha256,config_sha256,code_commit,phase,session,status,geometry,object,stage,subject,identity_score,true_rank,normalized_rank,top1_exact,best_permutation_index,best_permutation,second_best_permutation_index,second_best_permutation,margin,null_median,effect,null_percentile
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,2,0.6384486693576396,16,0.34782608695652173,False,1,0-1-3-2,18,3-0-1-2,-0.2259053974033155,0.5217391304347826,-0.17391304347826086,0.3747806252193748
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,3,0.9561207584011467,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.0004449268981427945,0.5217391304347826,0.4782608695652174,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,4,0.922909927229932,3,0.9130434782608695,False,23,3-2-1-0,17,2-3-1-0,-0.039900681478046485,0.5217391304347826,0.3913043478260869,0.9163730836269164
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,5,0.9529853533680025,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.016835072106988203,0.5217391304347826,0.4782608695652174,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,6,0.8681364567169643,8,0.6956521739130435,False,17,2-3-1-0,1,0-1-3-2,-0.07859550658293513,0.5217391304347826,0.17391304347826086,0.7076282923717077
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,7,0.9442500839406327,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.0389632749239075,0.4782608695652174,0.5217391304347826,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,8,0.7715927673154668,3,0.9130434782608695,False,2,0-2-1-3,12,2-0-1-3,-0.08089594326701588,0.4782608695652174,0.4347826086956521,0.916990083009917
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,9,0.8734748135498401,1,1.0,True,0,0-1-2-3,6,1-0-2-3,0.025423208282469467,0.4782608695652174,0.5217391304347826,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,1,0.9529119277546174,5,0.8260869565217391,False,22,3-2-0-1,16,2-3-0-1,-0.014304191892346108,0.4782608695652174,0.34782608695652173,0.8337561662438338
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,2,0.9659795087903355,10,0.6086956521739131,False,20,3-1-0-2,12,2-0-1-3,-0.022051863612082334,0.4782608695652174,0.13043478260869568,0.6256013743986256
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,3,0.98835748533434,3,0.9130434782608695,False,22,3-2-0-1,6,1-0-2-3,-0.0043135305838913895,0.5217391304347826,0.3913043478260869,0.9165260834739165
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,4,0.962829598828322,6,0.782608695652174,False,1,0-1-3-2,17,2-3-1-0,-0.009521663354822407,0.4782608695652174,0.30434782608695654,0.7908542091457909
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,5,0.9951716972539663,2,0.9565217391304348,False,6,1-0-2-3,0,0-1-2-3,-0.0006342671568864144,0.5217391304347826,0.4347826086956522,0.958003041996958
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,6,0.9521532508741578,11,0.5652173913043478,False,1,0-1-3-2,7,1-0-3-2,-0.04284619261525202,0.4782608695652174,0.08695652173913038,0.5831774168225832
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,7,0.994547776328969,1,1.0,True,0,0-1-2-3,6,1-0-2-3,0.0011424565255424568,0.4782608695652174,0.5217391304347826,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,8,0.9689071467763897,2,0.9565217391304348,False,2,0-2-1-3,0,0-1-2-3,-0.010785165664820795,0.4782608695652174,0.4782608695652174,0.9583180416819583
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,9,0.9563742682348411,3,0.9130434782608695,False,23,3-2-1-0,21,3-1-2-0,-0.008667037356925755,0.4782608695652174,0.4347826086956521,0.9171210828789171
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,1,0.8521054900106084,4,0.8695652173913043,False,22,3-2-0-1,6,1-0-2-3,-0.047083508452803846,0.4782608695652174,0.3913043478260869,0.8753131246868753
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,2,0.7553566502576381,10,0.6086956521739131,False,20,3-1-0-2,12,2-0-1-3,-0.16455363111907884,0.4782608695652174,0.13043478260869568,0.6257433742566257
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,3,0.9360115855708953,3,0.9130434782608695,False,6,1-0-2-3,22,3-2-0-1,-0.025696810436400153,0.5217391304347826,0.3913043478260869,0.9165260834739165
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,4,0.8558391448628628,6,0.782608695652174,False,1,0-1-3-2,17,2-3-1-0,-0.04680693498682975,0.4782608695652174,0.30434782608695654,0.7908542091457909
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,5,0.9637198944364593,2,0.9565217391304348,False,6,1-0-2-3,0,0-1-2-3,-0.006218214439911773,0.5217391304347826,0.4347826086956522,0.958003041996958
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,6,0.7070846233866164,11,0.5652173913043478,False,1,0-1-3-2,7,1-0-3-2,-0.26211079487937927,0.5217391304347826,0.04347826086956519,0.5831774168225832
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,7,0.9733269540072554,1,1.0,True,0,0-1-2-3,6,1-0-2-3,0.009725124944156671,0.4782608695652174,0.5217391304347826,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,8,0.8246928281700913,3,0.9130434782608695,False,2,0-2-1-3,21,3-1-2-0,-0.06113312381704483,0.4782608695652174,0.4347826086956521,0.9163730836269164
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,9,0.8237951585452583,2,0.9565217391304348,False,23,3-2-1-0,0,0-1-2-3,-0.030582269802222006,0.4782608695652174,0.4782608695652174,0.9584920415079585
