window_pair,mean_transition_magnitude,std_transition_magnitude,n_transitions
1->2,3.509313715743069,0.6570134339390282,2592
2->3,3.3806389584843357,0.6027792737497186,2592
3->4,3.3693423358243253,0.6252360792947234,2592
4->5,3.3987469439747704,0.6264312735442968,2592
