dataset,geometry,template,object,signature,subject,same_subject_cross_session_cosine
OpenBMI,AIRM,pooled_session,R,spectrum,15,0.98243078888458391
OpenBMI,AIRM,pooled_session,R,spectrum,16,-0.044199965268208019
OpenBMI,AIRM,pooled_session,R,spectrum,17,0.96393358074678426
OpenBMI,AIRM,pooled_session,R,spectrum,18,0.91493059846790059
OpenBMI,AIRM,pooled_session,R,spectrum,19,0.73925938924591783
OpenBMI,AIRM,pooled_session,R,spectrum,20,0.93569507700835919
OpenBMI,AIRM,pooled_session,R,spectrum,21,0.91365372314648596
OpenBMI,AIRM,pooled_session,R,spectrum,22,0.90726996751671674
OpenBMI,AIRM,pooled_session,R,spectrum,23,0.92348519895551495
OpenBMI,AIRM,pooled_session,R,spectrum,24,0.96961552010178509
OpenBMI,AIRM,pooled_session,R,spectrum,25,0.96987690240857916
OpenBMI,AIRM,pooled_session,R,spectrum,26,0.37173991236661841
OpenBMI,AIRM,pooled_session,R,spectrum,27,0.50036903873860361
OpenBMI,AIRM,pooled_session,R,spectrum,28,0.79404726321999941
OpenBMI,AIRM,pooled_session,R,spectrum,29,0.96807668046788709
OpenBMI,AIRM,pooled_session,R,spectrum,30,0.88384167694238147
OpenBMI,AIRM,pooled_session,R,spectrum,31,0.96485536738189781
OpenBMI,AIRM,pooled_session,R,spectrum,32,0.97662092740195205
OpenBMI,AIRM,pooled_session,R,spectrum,33,0.94423474670232166
OpenBMI,AIRM,pooled_session,R,spectrum,34,0.97321477178009552
OpenBMI,AIRM,pooled_session,R,spectrum,35,0.86553496869399582
OpenBMI,AIRM,pooled_session,R,spectrum,36,0.92203389476183695
OpenBMI,AIRM,pooled_session,R,spectrum,37,0.94448926182060455
OpenBMI,AIRM,pooled_session,R,spectrum,38,0.77074751051058599
OpenBMI,AIRM,pooled_session,R,spectrum,39,0.94222492465177221
OpenBMI,AIRM,pooled_session,R,spectrum,40,0.97502748869007905
OpenBMI,AIRM,pooled_session,R,spectrum,41,0.96589996019221935
OpenBMI,AIRM,pooled_session,R,spectrum,42,0.89234055971574466
OpenBMI,AIRM,pooled_session,R,spectrum,43,0.9588255899371505
OpenBMI,AIRM,pooled_session,R,spectrum,44,0.96649156855925411
OpenBMI,AIRM,pooled_session,R,spectrum,45,0.6887377898507967
OpenBMI,AIRM,pooled_session,R,spectrum,46,0.96676456846081382
OpenBMI,AIRM,pooled_session,R,spectrum,47,0.89402209083826278
OpenBMI,AIRM,pooled_session,R,spectrum,48,0.7527082973684367
OpenBMI,AIRM,pooled_session,R,spectrum,49,0.98555101826590907
OpenBMI,AIRM,pooled_session,R,spectrum,50,0.81676525040935444
OpenBMI,AIRM,pooled_session,R,spectrum,51,0.98407865678089712
OpenBMI,AIRM,pooled_session,R,spectrum,52,0.86039575970787685
OpenBMI,AIRM,pooled_session,R,spectrum,53,0.95984485799571351
OpenBMI,AIRM,pooled_session,R,spectrum,54,0.48448960889181758
OpenBMI,LE,session_specific,Z,sensor,1,0.05185070124219214
OpenBMI,LE,session_specific,Z,sensor,2,0.051849941982878414
OpenBMI,LE,session_specific,Z,sensor,3,0.55095314686263464
OpenBMI,LE,session_specific,Z,sensor,4,0.25514070796609162
OpenBMI,LE,session_specific,Z,sensor,5,0.455644481582059
OpenBMI,LE,session_specific,Z,sensor,6,0.40495525409973948
OpenBMI,LE,session_specific,Z,sensor,7,0.11685985264490321
OpenBMI,LE,session_specific,Z,sensor,8,-0.063735057806612691
OpenBMI,LE,session_specific,Z,sensor,9,-0.10486324944636911
OpenBMI,LE,session_specific,Z,sensor,10,0.70990914704858077
OpenBMI,LE,session_specific,Z,sensor,11,0.42263631085410891
OpenBMI,LE,session_specific,Z,sensor,12,-0.27694619999640857
OpenBMI,LE,session_specific,Z,sensor,13,0.15128798957283635
OpenBMI,LE,session_specific,Z,sensor,14,0.29981883521613106
OpenBMI,LE,session_specific,Z,sensor,15,0.5152014098439176
OpenBMI,LE,session_specific,Z,sensor,16,-0.67888179092748901
OpenBMI,LE,session_specific,Z,sensor,17,0.35034640408748513
OpenBMI,LE,session_specific,Z,sensor,18,0.41345235194791857
OpenBMI,LE,session_specific,Z,sensor,19,0.11121355750789767
OpenBMI,LE,session_specific,Z,sensor,20,0.019957118145036375
OpenBMI,LE,session_specific,Z,sensor,21,0.65322255625803261
OpenBMI,LE,session_specific,Z,sensor,22,0.41087033062148176
OpenBMI,LE,session_specific,Z,sensor,23,0.33917177675478266
OpenBMI,LE,session_specific,Z,sensor,24,0.38685415393835537
OpenBMI,LE,session_specific,Z,sensor,25,0.64866003151899476
OpenBMI,LE,session_specific,Z,sensor,26,-0.074276758347759389
OpenBMI,LE,session_specific,Z,sensor,27,-0.060995004381186914
OpenBMI,LE,session_specific,Z,sensor,28,0.33868830634409069
OpenBMI,LE,session_specific,Z,sensor,29,0.86432899090911897
OpenBMI,LE,session_specific,Z,sensor,30,0.25179777792248537
OpenBMI,LE,session_specific,Z,sensor,31,0.21717539663166657
OpenBMI,LE,session_specific,Z,sensor,32,0.76278563344096428
OpenBMI,LE,session_specific,Z,sensor,33,0.6522658483883903
OpenBMI,LE,session_specific,Z,sensor,34,0.46953442604223888
OpenBMI,LE,session_specific,Z,sensor,35,0.27149669048562558
OpenBMI,LE,session_specific,Z,sensor,36,0.79486355862673008
OpenBMI,LE,session_specific,Z,sensor,37,0.62511220267802603
OpenBMI,LE,session_specific,Z,sensor,38,0.15738885725522567
OpenBMI,LE,session_specific,Z,sensor,39,-0.023986275892059455
OpenBMI,LE,session_specific,Z,sensor,40,0.3823083665942581
OpenBMI,LE,session_specific,Z,sensor,41,0.42187577995835218
OpenBMI,LE,session_specific,Z,sensor,42,0.47917227471791257
OpenBMI,LE,session_specific,Z,sensor,43,0.27547019928826844
OpenBMI,LE,session_specific,Z,sensor,44,0.76675199374866954
OpenBMI,LE,session_specific,Z,sensor,45,0.23720392243745483
OpenBMI,LE,session_specific,Z,sensor,46,0.65657654119616071
OpenBMI,LE,session_specific,Z,sensor,47,0.075772719527894813
OpenBMI,LE,session_specific,Z,sensor,48,0.29886317557786785
OpenBMI,LE,session_specific,Z,sensor,49,0.24412164296940017
OpenBMI,LE,session_specific,Z,sensor,50,0.48475425631599839
OpenBMI,LE,session_specific,Z,sensor,51,0.32475580868176074
OpenBMI,LE,session_specific,Z,sensor,52,0.2830732719495615
OpenBMI,LE,session_specific,Z,sensor,53,0.41515503892441347
OpenBMI,LE,session_specific,Z,sensor,54,-0.10347411381377598
OpenBMI,LE,session_specific,Z,spectrum,1,0.64165675753947171
OpenBMI,LE,session_specific,Z,spectrum,2,0.92265866407050945
OpenBMI,LE,session_specific,Z,spectrum,3,0.77070717905002339
OpenBMI,LE,session_specific,Z,spectrum,4,0.56006361822497797
OpenBMI,LE,session_specific,Z,spectrum,5,0.97637115278598774
OpenBMI,LE,session_specific,Z,spectrum,6,0.98629220824413777
OpenBMI,LE,session_specific,Z,spectrum,7,0.96497628867227081
OpenBMI,LE,session_specific,Z,spectrum,8,0.69314434285695581
OpenBMI,LE,session_specific,Z,spectrum,9,0.49012597172583289
OpenBMI,LE,session_specific,Z,spectrum,10,0.98440582856147618
OpenBMI,LE,session_specific,Z,spectrum,11,0.88476989167629205
OpenBMI,LE,session_specific,Z,spectrum,12,0.096316623690228129
OpenBMI,LE,session_specific,Z,spectrum,13,0.59522921076566326
OpenBMI,LE,session_specific,Z,spectrum,14,0.96377688499268499
OpenBMI,LE,session_specific,Z,spectrum,15,0.98328619637598058
OpenBMI,LE,session_specific,Z,spectrum,16,-0.14169061567211116
OpenBMI,LE,session_specific,Z,spectrum,17,0.95128604595981481
OpenBMI,LE,session_specific,Z,spectrum,18,0.87138607627531772
OpenBMI,LE,session_specific,Z,spectrum,19,0.63208740420308429
OpenBMI,LE,session_specific,Z,spectrum,20,0.89536831171059295
OpenBMI,LE,session_specific,Z,spectrum,21,0.86801942126841458
OpenBMI,LE,session_specific,Z,spectrum,22,0.84763997226711818
OpenBMI,LE,session_specific,Z,spectrum,23,0.86533087423786426
OpenBMI,LE,session_specific,Z,spectrum,24,0.95860391465000949
OpenBMI,LE,session_specific,Z,spectrum,25,0.9757835521184387
OpenBMI,LE,session_specific,Z,spectrum,26,0.31971851581744293
OpenBMI,LE,session_specific,Z,spectrum,27,0.43592663722285757
OpenBMI,LE,session_specific,Z,spectrum,28,0.71883716704636869
OpenBMI,LE,session_specific,Z,spectrum,29,0.97087333819349353
OpenBMI,LE,session_specific,Z,spectrum,30,0.89244817632284201
OpenBMI,LE,session_specific,Z,spectrum,31,0.97161891792310873
OpenBMI,LE,session_specific,Z,spectrum,32,0.97778633630713241
OpenBMI,LE,session_specific,Z,spectrum,33,0.9474518627727756
OpenBMI,LE,session_specific,Z,spectrum,34,0.96148722076729209
OpenBMI,LE,session_specific,Z,spectrum,35,0.85228434787292529
OpenBMI,LE,session_specific,Z,spectrum,36,0.89953316649639681
OpenBMI,LE,session_specific,Z,spectrum,37,0.95420920110342533
OpenBMI,LE,session_specific,Z,spectrum,38,0.65234107708268385
OpenBMI,LE,session_specific,Z,spectrum,39,0.91711815723721679
OpenBMI,LE,session_specific,Z,spectrum,40,0.96292717378438286
OpenBMI,LE,session_specific,Z,spectrum,41,0.95563131448356908
OpenBMI,LE,session_specific,Z,spectrum,42,0.91702508658090687
OpenBMI,LE,session_specific,Z,spectrum,43,0.97002451258746447
OpenBMI,LE,session_specific,Z,spectrum,44,0.95931649713407874
OpenBMI,LE,session_specific,Z,spectrum,45,0.63131127087344652
OpenBMI,LE,session_specific,Z,spectrum,46,0.95298025480665216
OpenBMI,LE,session_specific,Z,spectrum,47,0.90626319364879782
OpenBMI,LE,session_specific,Z,spectrum,48,0.74241202226061354
OpenBMI,LE,session_specific,Z,spectrum,49,0.97144156742497134
OpenBMI,LE,session_specific,Z,spectrum,50,0.81902747223678363
OpenBMI,LE,session_specific,Z,spectrum,51,0.98672138871383241
OpenBMI,LE,session_specific,Z,spectrum,52,0.86804772499545368
OpenBMI,LE,session_specific,Z,spectrum,53,0.97072992443374839
OpenBMI,LE,session_specific,Z,spectrum,54,0.35494416917175764
OpenBMI,LE,session_specific,R,sensor,1,0.051850701242192092
OpenBMI,LE,session_specific,R,sensor,2,0.051849941982878393
OpenBMI,LE,session_specific,R,sensor,3,0.55095314686263441
OpenBMI,LE,session_specific,R,sensor,4,0.25514070796609173
OpenBMI,LE,session_specific,R,sensor,5,0.45564448158205861
OpenBMI,LE,session_specific,R,sensor,6,0.40495525409973931
OpenBMI,LE,session_specific,R,sensor,7,0.1168598526449033
OpenBMI,LE,session_specific,R,sensor,8,-0.063735057806612413
OpenBMI,LE,session_specific,R,sensor,9,-0.10486324944636906
OpenBMI,LE,session_specific,R,sensor,10,0.70990914704858155
OpenBMI,LE,session_specific,R,sensor,11,0.42263631085410869
OpenBMI,LE,session_specific,R,sensor,12,-0.27694619999640879
OpenBMI,LE,session_specific,R,sensor,13,0.15128798957283635
OpenBMI,LE,session_specific,R,sensor,14,0.29981883521613084
OpenBMI,LE,session_specific,R,sensor,15,0.51520140984391782
OpenBMI,LE,session_specific,R,sensor,16,-0.67888179092748913
OpenBMI,LE,session_specific,R,sensor,17,0.35034640408748496
OpenBMI,LE,session_specific,R,sensor,18,0.41345235194791879
OpenBMI,LE,session_specific,R,sensor,19,0.11121355750789788
OpenBMI,LE,session_specific,R,sensor,20,0.019957118145036347
OpenBMI,LE,session_specific,R,sensor,21,0.65322255625803261
OpenBMI,LE,session_specific,R,sensor,22,0.41087033062148143
OpenBMI,LE,session_specific,R,sensor,23,0.33917177675478294
OpenBMI,LE,session_specific,R,sensor,24,0.38685415393835587
OpenBMI,LE,session_specific,R,sensor,25,0.64866003151899554
OpenBMI,LE,session_specific,R,sensor,26,-0.0742767583477595
OpenBMI,LE,session_specific,R,sensor,27,-0.060995004381186942
OpenBMI,LE,session_specific,R,sensor,28,0.33868830634409086
OpenBMI,LE,session_specific,R,sensor,29,0.86432899090911874
OpenBMI,LE,session_specific,R,sensor,30,0.25179777792248531
OpenBMI,LE,session_specific,R,sensor,31,0.21717539663166679
OpenBMI,LE,session_specific,R,sensor,32,0.76278563344096428
OpenBMI,LE,session_specific,R,sensor,33,0.65226584838839086
OpenBMI,LE,session_specific,R,sensor,34,0.46953442604223861
OpenBMI,LE,session_specific,R,sensor,35,0.27149669048562569
OpenBMI,LE,session_specific,R,sensor,36,0.79486355862672975
OpenBMI,LE,session_specific,R,sensor,37,0.62511220267802581
OpenBMI,LE,session_specific,R,sensor,38,0.15738885725522572
OpenBMI,LE,session_specific,R,sensor,39,-0.02398627589205948
OpenBMI,LE,session_specific,R,sensor,40,0.38230836659425804
OpenBMI,LE,session_specific,R,sensor,41,0.42187577995835251
OpenBMI,LE,session_specific,R,sensor,42,0.47917227471791268
OpenBMI,LE,session_specific,R,sensor,43,0.2754701992882686
OpenBMI,LE,session_specific,R,sensor,44,0.76675199374866998
OpenBMI,LE,session_specific,R,sensor,45,0.23720392243745508
OpenBMI,LE,session_specific,R,sensor,46,0.6565765411961606
OpenBMI,LE,session_specific,R,sensor,47,0.075772719527894772
OpenBMI,LE,session_specific,R,sensor,48,0.29886317557786768
OpenBMI,LE,session_specific,R,sensor,49,0.24412164296939998
OpenBMI,LE,session_specific,R,sensor,50,0.48475425631599861
OpenBMI,LE,session_specific,R,sensor,51,0.32475580868176063
OpenBMI,LE,session_specific,R,sensor,52,0.28307327194956144
OpenBMI,LE,session_specific,R,sensor,53,0.41515503892441363
OpenBMI,LE,session_specific,R,sensor,54,-0.1034741138137759
OpenBMI,LE,session_specific,R,spectrum,1,0.64165675753947171
OpenBMI,LE,session_specific,R,spectrum,2,0.92265866407050989
OpenBMI,LE,session_specific,R,spectrum,3,0.77070717905002284
OpenBMI,LE,session_specific,R,spectrum,4,0.56006361822497752
OpenBMI,LE,session_specific,R,spectrum,5,0.97637115278598774
OpenBMI,LE,session_specific,R,spectrum,6,0.98629220824413777
OpenBMI,LE,session_specific,R,spectrum,7,0.9649762886722707
OpenBMI,LE,session_specific,R,spectrum,8,0.69314434285695581
OpenBMI,LE,session_specific,R,spectrum,9,0.49012597172583294
OpenBMI,LE,session_specific,R,spectrum,10,0.98440582856147618
OpenBMI,LE,session_specific,R,spectrum,11,0.88476989167629172
OpenBMI,LE,session_specific,R,spectrum,12,0.096316623690228184
OpenBMI,LE,session_specific,R,spectrum,13,0.59522921076566293
OpenBMI,LE,session_specific,R,spectrum,14,0.9637768849926851
OpenBMI,LE,session_specific,R,spectrum,15,0.98328619637598047
OpenBMI,LE,session_specific,R,spectrum,16,-0.14169061567211133
OpenBMI,LE,session_specific,R,spectrum,17,0.95128604595981403
OpenBMI,LE,session_specific,R,spectrum,18,0.87138607627531794
OpenBMI,LE,session_specific,R,spectrum,19,0.63208740420308429
OpenBMI,LE,session_specific,R,spectrum,20,0.89536831171059295
OpenBMI,LE,session_specific,R,spectrum,21,0.86801942126841469
OpenBMI,LE,session_specific,R,spectrum,22,0.84763997226711807
OpenBMI,LE,session_specific,R,spectrum,23,0.86533087423786437
OpenBMI,LE,session_specific,R,spectrum,24,0.95860391465000927
OpenBMI,LE,session_specific,R,spectrum,25,0.97578355211843848
OpenBMI,LE,session_specific,R,spectrum,26,0.31971851581744276
OpenBMI,LE,session_specific,R,spectrum,27,0.43592663722285813
OpenBMI,LE,session_specific,R,spectrum,28,0.71883716704636891
OpenBMI,LE,session_specific,R,spectrum,29,0.97087333819349309
OpenBMI,LE,session_specific,R,spectrum,30,0.89244817632284212
OpenBMI,LE,session_specific,R,spectrum,31,0.9716189179231085
OpenBMI,LE,session_specific,R,spectrum,32,0.97778633630713296
OpenBMI,LE,session_specific,R,spectrum,33,0.94745186277277538
OpenBMI,LE,session_specific,R,spectrum,34,0.96148722076729221
OpenBMI,LE,session_specific,R,spectrum,35,0.85228434787292529
OpenBMI,LE,session_specific,R,spectrum,36,0.89953316649639714
OpenBMI,LE,session_specific,R,spectrum,37,0.95420920110342566
OpenBMI,LE,session_specific,R,spectrum,38,0.65234107708268374
OpenBMI,LE,session_specific,R,spectrum,39,0.91711815723721668
OpenBMI,LE,session_specific,R,spectrum,40,0.96292717378438253
OpenBMI,LE,session_specific,R,spectrum,41,0.95563131448356886
OpenBMI,LE,session_specific,R,spectrum,42,0.91702508658090665
OpenBMI,LE,session_specific,R,spectrum,43,0.97002451258746425
OpenBMI,LE,session_specific,R,spectrum,44,0.95931649713407863
OpenBMI,LE,session_specific,R,spectrum,45,0.6313112708734463
OpenBMI,LE,session_specific,R,spectrum,46,0.95298025480665216
OpenBMI,LE,session_specific,R,spectrum,47,0.90626319364879793
OpenBMI,LE,session_specific,R,spectrum,48,0.74241202226061331
OpenBMI,LE,session_specific,R,spectrum,49,0.97144156742497156
OpenBMI,LE,session_specific,R,spectrum,50,0.81902747223678385
OpenBMI,LE,session_specific,R,spectrum,51,0.98672138871383253
OpenBMI,LE,session_specific,R,spectrum,52,0.86804772499545424
OpenBMI,LE,session_specific,R,spectrum,53,0.97072992443374861
OpenBMI,LE,session_specific,R,spectrum,54,0.35494416917175786
OpenBMI,LE,pooled_session,Z,sensor,1,0.10229986199825913
OpenBMI,LE,pooled_session,Z,sensor,2,0.054974296503862742
OpenBMI,LE,pooled_session,Z,sensor,3,0.58188441258448753
OpenBMI,LE,pooled_session,Z,sensor,4,0.31808696676047471
OpenBMI,LE,pooled_session,Z,sensor,5,0.43825528605959629
OpenBMI,LE,pooled_session,Z,sensor,6,0.43211946713774063
OpenBMI,LE,pooled_session,Z,sensor,7,0.11934207382181335
OpenBMI,LE,pooled_session,Z,sensor,8,-0.090131176150232334
OpenBMI,LE,pooled_session,Z,sensor,9,-0.11230099906846849
OpenBMI,LE,pooled_session,Z,sensor,10,0.73538060170795128
OpenBMI,LE,pooled_session,Z,sensor,11,0.39110932728119435
OpenBMI,LE,pooled_session,Z,sensor,12,-0.21980145468886558
OpenBMI,LE,pooled_session,Z,sensor,13,0.1598209418567795
OpenBMI,LE,pooled_session,Z,sensor,14,0.31188375596686446
OpenBMI,LE,pooled_session,Z,sensor,15,0.50713493906693619
OpenBMI,LE,pooled_session,Z,sensor,16,-0.67737268094501391
OpenBMI,LE,pooled_session,Z,sensor,17,0.36009654170495775
OpenBMI,LE,pooled_session,Z,sensor,18,0.44737424877066478
OpenBMI,LE,pooled_session,Z,sensor,19,0.15610642983602871
OpenBMI,LE,pooled_session,Z,sensor,20,0.079072694335980076
OpenBMI,LE,pooled_session,Z,sensor,21,0.67285717383838883
OpenBMI,LE,pooled_session,Z,sensor,22,0.49240466989963227
OpenBMI,LE,pooled_session,Z,sensor,23,0.38017583433372681
OpenBMI,LE,pooled_session,Z,sensor,24,0.45119725933449362
OpenBMI,LE,pooled_session,Z,sensor,25,0.65331145724248474
OpenBMI,LE,pooled_session,Z,sensor,26,-0.085803696943857422
OpenBMI,LE,pooled_session,Z,sensor,27,-0.085408967708600889
OpenBMI,LE,pooled_session,Z,sensor,28,0.36799784241649752
OpenBMI,LE,pooled_session,Z,sensor,29,0.85998690637055564
OpenBMI,LE,pooled_session,Z,sensor,30,0.24740871931823311
OpenBMI,LE,pooled_session,Z,sensor,31,0.18986313777908506
OpenBMI,LE,pooled_session,Z,sensor,32,0.78209577608133785
OpenBMI,LE,pooled_session,Z,sensor,33,0.6731633488716231
OpenBMI,LE,pooled_session,Z,sensor,34,0.47115908986208799
OpenBMI,LE,pooled_session,Z,sensor,35,0.23080224412506381
OpenBMI,LE,pooled_session,Z,sensor,36,0.80494060352775243
OpenBMI,LE,pooled_session,Z,sensor,37,0.62199905952399903
OpenBMI,LE,pooled_session,Z,sensor,38,0.20380059937655592
OpenBMI,LE,pooled_session,Z,sensor,39,-0.033648816024851529
OpenBMI,LE,pooled_session,Z,sensor,40,0.43263560791293876
OpenBMI,LE,pooled_session,Z,sensor,41,0.41261687421809312
OpenBMI,LE,pooled_session,Z,sensor,42,0.49893748968520313
OpenBMI,LE,pooled_session,Z,sensor,43,0.26796166715122183
OpenBMI,LE,pooled_session,Z,sensor,44,0.76529452401796016
OpenBMI,LE,pooled_session,Z,sensor,45,0.21020197831363838
OpenBMI,LE,pooled_session,Z,sensor,46,0.67141416279318034
OpenBMI,LE,pooled_session,Z,sensor,47,0.068082051057488546
OpenBMI,LE,pooled_session,Z,sensor,48,0.26881408816205243
OpenBMI,LE,pooled_session,Z,sensor,49,0.31219311779057063
OpenBMI,LE,pooled_session,Z,sensor,50,0.43972085884514561
OpenBMI,LE,pooled_session,Z,sensor,51,0.32997142366956078
OpenBMI,LE,pooled_session,Z,sensor,52,0.30839136802211925
OpenBMI,LE,pooled_session,Z,sensor,53,0.41390562358608546
OpenBMI,LE,pooled_session,Z,sensor,54,-0.048120458483620406
OpenBMI,LE,pooled_session,Z,spectrum,1,0.6939292562279421
OpenBMI,LE,pooled_session,Z,spectrum,2,0.94704479559507049
OpenBMI,LE,pooled_session,Z,spectrum,3,0.79245387014004498
OpenBMI,LE,pooled_session,Z,spectrum,4,0.6198733963720402
OpenBMI,LE,pooled_session,Z,spectrum,5,0.98740240796350276
OpenBMI,LE,pooled_session,Z,spectrum,6,0.98943761887922554
OpenBMI,LE,pooled_session,Z,spectrum,7,0.9696272760506881
OpenBMI,LE,pooled_session,Z,spectrum,8,0.64467346464149178
OpenBMI,LE,pooled_session,Z,spectrum,9,0.44177362695317501
OpenBMI,LE,pooled_session,Z,spectrum,10,0.98435859382375734
OpenBMI,LE,pooled_session,Z,spectrum,11,0.86062042667148775
OpenBMI,LE,pooled_session,Z,spectrum,12,0.14300640357359737
OpenBMI,LE,pooled_session,Z,spectrum,13,0.55419249134365189
OpenBMI,LE,pooled_session,Z,spectrum,14,0.97922334035977521
OpenBMI,LE,pooled_session,Z,spectrum,15,0.98108910559876106
OpenBMI,LE,pooled_session,Z,spectrum,16,-0.15494605705752465
OpenBMI,LE,pooled_session,Z,spectrum,17,0.96261195524805354
OpenBMI,LE,pooled_session,Z,spectrum,18,0.89419449350451063
OpenBMI,LE,pooled_session,Z,spectrum,19,0.68422624558895295
OpenBMI,LE,pooled_session,Z,spectrum,20,0.91440268482422216
OpenBMI,LE,pooled_session,Z,spectrum,21,0.88661271772313532
OpenBMI,LE,pooled_session,Z,spectrum,22,0.87925627148499164
OpenBMI,LE,pooled_session,Z,spectrum,23,0.89627595052431708
OpenBMI,LE,pooled_session,Z,spectrum,24,0.97123237107017224
OpenBMI,LE,pooled_session,Z,spectrum,25,0.96392143207346748
OpenBMI,LE,pooled_session,Z,spectrum,26,0.29544944840976395
OpenBMI,LE,pooled_session,Z,spectrum,27,0.41129456535063025
OpenBMI,LE,pooled_session,Z,spectrum,28,0.75602155328247911
OpenBMI,LE,pooled_session,Z,spectrum,29,0.96911785420108321
OpenBMI,LE,pooled_session,Z,spectrum,30,0.87273133115501
OpenBMI,LE,pooled_session,Z,spectrum,31,0.97820538323037454
OpenBMI,LE,pooled_session,Z,spectrum,32,0.97995260665880524
OpenBMI,LE,pooled_session,Z,spectrum,33,0.93828438732089636
OpenBMI,LE,pooled_session,Z,spectrum,34,0.96275880208123399
OpenBMI,LE,pooled_session,Z,spectrum,35,0.82767467025104746
OpenBMI,LE,pooled_session,Z,spectrum,36,0.90797523845787953
OpenBMI,LE,pooled_session,Z,spectrum,37,0.95040357009146337
OpenBMI,LE,pooled_session,Z,spectrum,38,0.71613935999355094
OpenBMI,LE,pooled_session,Z,spectrum,39,0.94139881186840546
OpenBMI,LE,pooled_session,Z,spectrum,40,0.97575884953586334
OpenBMI,LE,pooled_session,Z,spectrum,41,0.96920825172874936
OpenBMI,LE,pooled_session,Z,spectrum,42,0.90052752104642719
OpenBMI,LE,pooled_session,Z,spectrum,43,0.96110665216849445
OpenBMI,LE,pooled_session,Z,spectrum,44,0.95520701257317442
OpenBMI,LE,pooled_session,Z,spectrum,45,0.61939214868332548
OpenBMI,LE,pooled_session,Z,spectrum,46,0.96504750718180643
OpenBMI,LE,pooled_session,Z,spectrum,47,0.88305017357237936
OpenBMI,LE,pooled_session,Z,spectrum,48,0.72066608406097343
OpenBMI,LE,pooled_session,Z,spectrum,49,0.97649284450042273
OpenBMI,LE,pooled_session,Z,spectrum,50,0.79989798465978557
OpenBMI,LE,pooled_session,Z,spectrum,51,0.98215350748618457
OpenBMI,LE,pooled_session,Z,spectrum,52,0.82555249786095064
OpenBMI,LE,pooled_session,Z,spectrum,53,0.95935749586999342
OpenBMI,LE,pooled_session,Z,spectrum,54,0.40313514999351624
OpenBMI,LE,pooled_session,R,sensor,1,0.10229986199825912
OpenBMI,LE,pooled_session,R,sensor,2,0.054974296503862763
OpenBMI,LE,pooled_session,R,sensor,3,0.58188441258448786
OpenBMI,LE,pooled_session,R,sensor,4,0.31808696676047399
OpenBMI,LE,pooled_session,R,sensor,5,0.43825528605959685
OpenBMI,LE,pooled_session,R,sensor,6,0.43211946713774052
OpenBMI,LE,pooled_session,R,sensor,7,0.11934207382181344
OpenBMI,LE,pooled_session,R,sensor,8,-0.090131176150232112
OpenBMI,LE,pooled_session,R,sensor,9,-0.11230099906846858
OpenBMI,LE,pooled_session,R,sensor,10,0.7353806017079525
OpenBMI,LE,pooled_session,R,sensor,11,0.39110932728119435
OpenBMI,LE,pooled_session,R,sensor,12,-0.21980145468886578
OpenBMI,LE,pooled_session,R,sensor,13,0.1598209418567795
OpenBMI,LE,pooled_session,R,sensor,14,0.31188375596686441
OpenBMI,LE,pooled_session,R,sensor,15,0.50713493906693663
OpenBMI,LE,pooled_session,R,sensor,16,-0.67737268094501424
OpenBMI,LE,pooled_session,R,sensor,17,0.36009654170495803
OpenBMI,LE,pooled_session,R,sensor,18,0.4473742487706649
OpenBMI,LE,pooled_session,R,sensor,19,0.15610642983602882
OpenBMI,LE,pooled_session,R,sensor,20,0.079072694335980132
OpenBMI,LE,pooled_session,R,sensor,21,0.67285717383838939
OpenBMI,LE,pooled_session,R,sensor,22,0.49240466989963216
OpenBMI,LE,pooled_session,R,sensor,23,0.38017583433372731
OpenBMI,LE,pooled_session,R,sensor,24,0.45119725933449384
OpenBMI,LE,pooled_session,R,sensor,25,0.65331145724248407
OpenBMI,LE,pooled_session,R,sensor,26,-0.08580369694385738
OpenBMI,LE,pooled_session,R,sensor,27,-0.085408967708600944
OpenBMI,LE,pooled_session,R,sensor,28,0.36799784241649747
OpenBMI,LE,pooled_session,R,sensor,29,0.85998690637055475
OpenBMI,LE,pooled_session,R,sensor,30,0.24740871931823311
OpenBMI,LE,pooled_session,R,sensor,31,0.18986313777908503
OpenBMI,LE,pooled_session,R,sensor,32,0.78209577608133851
OpenBMI,LE,pooled_session,R,sensor,33,0.67316334887162321
OpenBMI,LE,pooled_session,R,sensor,34,0.47115908986208704
OpenBMI,LE,pooled_session,R,sensor,35,0.23080224412506367
OpenBMI,LE,pooled_session,R,sensor,36,0.80494060352775254
OpenBMI,LE,pooled_session,R,sensor,37,0.62199905952399892
OpenBMI,LE,pooled_session,R,sensor,38,0.2038005993765559
OpenBMI,LE,pooled_session,R,sensor,39,-0.033648816024851542
OpenBMI,LE,pooled_session,R,sensor,40,0.4326356079129387
OpenBMI,LE,pooled_session,R,sensor,41,0.41261687421809345
OpenBMI,LE,pooled_session,R,sensor,42,0.49893748968520346
OpenBMI,LE,pooled_session,R,sensor,43,0.26796166715122199
OpenBMI,LE,pooled_session,R,sensor,44,0.76529452401796072
OpenBMI,LE,pooled_session,R,sensor,45,0.21020197831363838
OpenBMI,LE,pooled_session,R,sensor,46,0.67141416279317934
OpenBMI,LE,pooled_session,R,sensor,47,0.06808205105748863
OpenBMI,LE,pooled_session,R,sensor,48,0.26881408816205254
OpenBMI,LE,pooled_session,R,sensor,49,0.3121931177905708
