protocol,subject,split,feature,n_train,n_test,balanced_accuracy,accuracy,macro_f1,confusion_matrix
P0,4,1test_fold4,F3-G,231,57,0.31666666666666665,0.3157894736842105,0.3110162647434453,"[[3, 2, 3, 6], [4, 6, 2, 2], [1, 8, 4, 2], [2, 4, 3, 5]]"
P0,4,1test_fold4,F3-D,231,57,0.31547619047619047,0.3157894736842105,0.31547619047619047,"[[3, 2, 4, 5], [5, 4, 3, 2], [1, 8, 5, 1], [1, 4, 3, 6]]"
P0,4,1test_fold4,F2-S-SHUFFLE,231,57,0.5273809523809524,0.5263157894736842,0.530600369458128,"[[9, 1, 1, 3], [1, 5, 5, 3], [0, 5, 7, 3], [1, 3, 1, 9]]"
P0,4,1test_fold4,F2-S-REVERSE,231,57,0.5797619047619047,0.5789473684210527,0.5777777777777777,"[[10, 0, 2, 2], [2, 7, 4, 1], [1, 4, 8, 2], [3, 2, 1, 8]]"
P1,4,0train_to_1test,F0,288,288,0.611111111111111,0.6111111111111112,0.611887623341529,"[[50, 2, 0, 20], [24, 34, 11, 3], [16, 14, 40, 2], [16, 1, 3, 52]]"
P1,4,0train_to_1test,F1,288,288,0.6076388888888888,0.6076388888888888,0.6000975878587256,"[[27, 7, 2, 36], [10, 47, 10, 5], [4, 16, 46, 6], [4, 6, 7, 55]]"
P1,4,0train_to_1test,F2-S,288,288,0.4513888888888889,0.4513888888888889,0.45044966198230746,"[[27, 11, 11, 23], [12, 35, 16, 9], [5, 28, 36, 3], [22, 5, 13, 32]]"
P1,4,0train_to_1test,F2-V,288,288,0.4444444444444444,0.4444444444444444,0.44306731539691785,"[[26, 15, 8, 23], [16, 34, 17, 5], [7, 31, 28, 6], [14, 6, 12, 40]]"
P1,4,0train_to_1test,F3-G,288,288,0.3125,0.3125,0.30488048373030596,"[[14, 22, 15, 21], [21, 32, 12, 7], [19, 28, 13, 12], [12, 19, 10, 31]]"
P1,4,0train_to_1test,F3-D,288,288,0.2777777777777778,0.2777777777777778,0.27008721516434764,"[[18, 18, 11, 25], [22, 27, 10, 13], [22, 33, 9, 8], [11, 21, 14, 26]]"
P1,4,0train_to_1test,F2-S-SHUFFLE,288,288,0.3298611111111111,0.3298611111111111,0.3294967409504691,"[[28, 15, 11, 18], [17, 20, 21, 14], [14, 26, 25, 7], [26, 12, 12, 22]]"
P1,4,0train_to_1test,F2-S-REVERSE,288,288,0.4513888888888889,0.4513888888888889,0.45044966198230746,"[[27, 11, 11, 23], [12, 35, 16, 9], [5, 28, 36, 3], [22, 5, 13, 32]]"
P1,4,1test_to_0train,F0,288,288,0.5798611111111112,0.5798611111111112,0.5707652749152318,"[[25, 19, 7, 21], [2, 51, 7, 12], [0, 16, 37, 19], [5, 11, 2, 54]]"
P1,4,1test_to_0train,F1,288,288,0.5729166666666666,0.5729166666666666,0.5680468068262164,"[[29, 22, 4, 17], [4, 52, 10, 6], [2, 15, 41, 14], [15, 7, 7, 43]]"
P1,4,1test_to_0train,F2-S,288,288,0.4166666666666667,0.4166666666666667,0.41165024826442154,"[[28, 12, 8, 24], [15, 22, 23, 12], [13, 14, 29, 16], [16, 7, 8, 41]]"
P1,4,1test_to_0train,F2-V,288,288,0.3993055555555556,0.3993055555555556,0.3955778930161007,"[[30, 20, 6, 16], [8, 24, 23, 17], [14, 17, 23, 18], [21, 6, 7, 38]]"
P1,4,1test_to_0train,F3-G,288,288,0.3090277777777778,0.3090277777777778,0.3007633104170997,"[[10, 18, 30, 14], [10, 24, 26, 12], [8, 17, 28, 19], [7, 16, 22, 27]]"
P1,4,1test_to_0train,F3-D,288,288,0.2916666666666667,0.2916666666666667,0.2858686775607288,"[[13, 16, 26, 17], [14, 18, 28, 12], [16, 11, 31, 14], [12, 13, 25, 22]]"
P1,4,1test_to_0train,F2-S-SHUFFLE,288,288,0.33333333333333337,0.3333333333333333,0.33187998997739065,"[[21, 17, 13, 21], [17, 22, 18, 15], [16, 14, 23, 19], [15, 14, 13, 30]]"
P1,4,1test_to_0train,F2-S-REVERSE,288,288,0.4166666666666667,0.4166666666666667,0.41165024826442154,"[[28, 12, 8, 24], [15, 22, 23, 12], [13, 14, 29, 16], [16, 7, 8, 41]]"
P0,5,0train_fold0,F0,230,58,0.4261904761904762,0.43103448275862066,0.4211682315130591,"[[9, 0, 2, 4], [6, 8, 0, 1], [4, 2, 3, 5], [5, 2, 2, 5]]"
P0,5,0train_fold0,F1,230,58,0.48214285714285715,0.4827586206896552,0.4808154620527846,"[[9, 1, 3, 2], [4, 6, 3, 2], [3, 3, 6, 2], [3, 4, 0, 7]]"
P0,5,0train_fold0,F2-S,230,58,0.39761904761904765,0.39655172413793105,0.39415584415584415,"[[4, 2, 3, 6], [3, 7, 2, 3], [4, 2, 5, 3], [2, 4, 1, 7]]"
P0,5,0train_fold0,F2-V,230,58,0.45,0.4482758620689655,0.4341973696593262,"[[9, 1, 3, 2], [4, 3, 5, 3], [2, 1, 8, 3], [2, 3, 3, 6]]"
P0,5,0train_fold0,F3-G,230,58,0.21071428571428572,0.20689655172413793,0.19102822580645162,"[[0, 5, 5, 5], [5, 3, 3, 4], [2, 4, 4, 4], [0, 4, 5, 5]]"
P0,5,0train_fold0,F3-D,230,58,0.22380952380952382,0.22413793103448276,0.21696127946127947,"[[2, 4, 6, 3], [4, 5, 2, 4], [1, 4, 2, 7], [2, 5, 3, 4]]"
P0,5,0train_fold0,F2-S-SHUFFLE,230,58,0.29404761904761906,0.29310344827586204,0.29124879376895507,"[[3, 3, 3, 6], [4, 5, 3, 3], [4, 3, 4, 3], [1, 6, 2, 5]]"
P0,5,0train_fold0,F2-S-REVERSE,230,58,0.39761904761904765,0.39655172413793105,0.39415584415584415,"[[4, 2, 3, 6], [3, 7, 2, 3], [4, 2, 5, 3], [2, 4, 1, 7]]"
P0,5,0train_fold1,F0,230,58,0.4440476190476191,0.4482758620689655,0.42672956545954255,"[[4, 7, 2, 1], [0, 12, 1, 2], [3, 2, 5, 4], [2, 2, 6, 5]]"
P0,5,0train_fold1,F1,230,58,0.4464285714285714,0.4482758620689655,0.45005276518068504,"[[6, 0, 6, 2], [3, 7, 3, 2], [0, 6, 5, 3], [3, 1, 3, 8]]"
P0,5,0train_fold1,F2-S,230,58,0.419047619047619,0.41379310344827586,0.3939853602610459,"[[6, 4, 3, 1], [1, 6, 3, 5], [1, 3, 10, 0], [8, 1, 4, 2]]"
P0,5,0train_fold1,F2-V,230,58,0.4511904761904762,0.4482758620689655,0.4472629222629223,"[[7, 1, 4, 2], [2, 6, 4, 3], [0, 4, 8, 2], [5, 0, 5, 5]]"
P0,5,0train_fold1,F3-G,230,58,0.2571428571428572,0.25862068965517243,0.23452586061281713,"[[3, 8, 2, 1], [1, 8, 4, 2], [2, 6, 3, 3], [3, 8, 3, 1]]"
P0,5,0train_fold1,F3-D,230,58,0.28928571428571426,0.29310344827586204,0.25761904761904764,"[[3, 9, 2, 0], [1, 10, 1, 3], [3, 8, 2, 1], [4, 8, 1, 2]]"
P0,5,0train_fold1,F2-S-SHUFFLE,230,58,0.36666666666666664,0.3620689655172414,0.35563629918468626,"[[6, 5, 0, 3], [2, 6, 2, 5], [2, 2, 8, 2], [7, 3, 4, 1]]"
P0,5,0train_fold1,F2-S-REVERSE,230,58,0.419047619047619,0.41379310344827586,0.3939853602610459,"[[6, 4, 3, 1], [1, 6, 3, 5], [1, 3, 10, 0], [8, 1, 4, 2]]"
P0,5,0train_fold2,F0,230,58,0.3773809523809524,0.3793103448275862,0.3674731182795699,"[[2, 5, 1, 6], [2, 7, 4, 1], [4, 3, 6, 2], [2, 2, 4, 7]]"
P0,5,0train_fold2,F1,230,58,0.43333333333333335,0.43103448275862066,0.42917201448903336,"[[7, 3, 0, 4], [3, 7, 4, 0], [3, 3, 5, 4], [3, 4, 2, 6]]"
P0,5,0train_fold2,F2-S,230,58,0.31071428571428567,0.3103448275862069,0.3110155973059198,"[[4, 1, 3, 6], [3, 5, 4, 2], [6, 1, 6, 2], [4, 5, 3, 3]]"
P0,5,0train_fold2,F2-V,230,58,0.3261904761904762,0.3275862068965517,0.32857142857142857,"[[4, 3, 4, 3], [5, 4, 3, 2], [1, 3, 6, 5], [4, 6, 0, 5]]"
P0,5,0train_fold2,F3-G,230,58,0.3630952380952381,0.3620689655172414,0.35378195174390825,"[[3, 3, 5, 3], [1, 8, 5, 0], [3, 4, 5, 3], [2, 6, 2, 5]]"
P0,5,0train_fold2,F3-D,230,58,0.33095238095238094,0.3275862068965517,0.32136752136752134,"[[4, 2, 5, 3], [2, 8, 3, 1], [3, 6, 3, 3], [1, 6, 4, 4]]"
P0,5,0train_fold2,F2-S-SHUFFLE,230,58,0.1869047619047619,0.1896551724137931,0.18228826763089043,"[[1, 2, 5, 6], [5, 2, 3, 4], [4, 2, 6, 3], [5, 3, 5, 2]]"
P0,5,0train_fold2,F2-S-REVERSE,230,58,0.31071428571428567,0.3103448275862069,0.3110155973059198,"[[4, 1, 3, 6], [3, 5, 4, 2], [6, 1, 6, 2], [4, 5, 3, 3]]"
P0,5,0train_fold3,F0,231,57,0.24523809523809523,0.24561403508771928,0.24523809523809523,"[[3, 2, 3, 6], [3, 3, 6, 2], [3, 6, 4, 2], [5, 3, 2, 4]]"
P0,5,0train_fold3,F1,231,57,0.38452380952380955,0.38596491228070173,0.38026433691756273,"[[3, 5, 2, 4], [1, 6, 6, 1], [2, 4, 7, 2], [4, 3, 1, 6]]"
P0,5,0train_fold3,F2-S,231,57,0.3476190476190476,0.3508771929824561,0.34089059089059087,"[[2, 3, 3, 6], [3, 4, 5, 2], [4, 3, 8, 0], [3, 3, 2, 6]]"
P0,5,0train_fold3,F2-V,231,57,0.35119047619047616,0.3508771929824561,0.35190097259062775,"[[5, 3, 1, 5], [4, 4, 3, 3], [4, 5, 5, 1], [3, 3, 2, 6]]"
P0,5,0train_fold3,F3-G,231,57,0.2130952380952381,0.21052631578947367,0.20385806258998695,"[[3, 3, 0, 8], [4, 5, 2, 3], [7, 4, 1, 3], [5, 3, 3, 3]]"
P0,5,0train_fold3,F3-D,231,57,0.25,0.24561403508771928,0.22564935064935066,"[[5, 1, 0, 8], [3, 5, 3, 3], [7, 4, 0, 4], [4, 4, 2, 4]]"
P0,5,0train_fold3,F2-S-SHUFFLE,231,57,0.31547619047619047,0.3157894736842105,0.3121889400921659,"[[3, 3, 4, 4], [5, 3, 2, 4], [5, 3, 5, 2], [3, 2, 2, 7]]"
P0,5,0train_fold3,F2-S-REVERSE,231,57,0.3476190476190476,0.3508771929824561,0.34089059089059087,"[[2, 3, 3, 6], [3, 4, 5, 2], [4, 3, 8, 0], [3, 3, 2, 6]]"
P0,5,0train_fold4,F0,231,57,0.2773809523809524,0.2807017543859649,0.27724137931034487,"[[7, 3, 2, 3], [7, 1, 3, 3], [2, 9, 3, 0], [4, 2, 3, 5]]"
P0,5,0train_fold4,F1,231,57,0.5071428571428571,0.5087719298245614,0.5005244755244755,"[[9, 2, 3, 1], [1, 9, 1, 3], [0, 9, 4, 1], [5, 2, 0, 7]]"
P0,5,0train_fold4,F2-S,231,57,0.3488095238095238,0.3508771929824561,0.3440532168980445,"[[7, 2, 2, 4], [5, 5, 2, 2], [2, 5, 3, 4], [4, 2, 3, 5]]"
P0,5,0train_fold4,F2-V,231,57,0.43928571428571433,0.43859649122807015,0.4341271347248577,"[[6, 3, 3, 3], [3, 9, 1, 1], [4, 6, 4, 0], [3, 2, 3, 6]]"
P0,5,0train_fold4,F3-G,231,57,0.2309523809523809,0.22807017543859648,0.22522496921473906,"[[1, 4, 4, 6], [0, 4, 2, 8], [2, 2, 6, 4], [5, 3, 4, 2]]"
P0,5,0train_fold4,F3-D,231,57,0.2654761904761905,0.2631578947368421,0.26011681659170416,"[[2, 6, 3, 4], [1, 6, 1, 6], [4, 5, 3, 2], [7, 1, 2, 4]]"
P0,5,0train_fold4,F2-S-SHUFFLE,231,57,0.26309523809523805,0.2631578947368421,0.25766129032258067,"[[4, 3, 3, 5], [6, 2, 3, 3], [4, 0, 5, 5], [3, 1, 6, 4]]"
P0,5,0train_fold4,F2-S-REVERSE,231,57,0.3488095238095238,0.3508771929824561,0.3440532168980445,"[[7, 2, 2, 4], [5, 5, 2, 2], [2, 5, 3, 4], [4, 2, 3, 5]]"
P0,5,1test_fold0,F0,230,58,0.4666666666666667,0.46551724137931033,0.47328772631191984,"[[6, 2, 5, 2], [2, 7, 4, 2], [5, 2, 6, 1], [3, 0, 3, 8]]"
P0,5,1test_fold0,F1,230,58,0.5511904761904762,0.5517241379310345,0.5406331498116488,"[[12, 1, 2, 0], [2, 5, 6, 2], [3, 2, 6, 3], [2, 2, 1, 9]]"
P0,5,1test_fold0,F2-S,230,58,0.39404761904761904,0.39655172413793105,0.3881463734633924,"[[8, 2, 2, 3], [2, 6, 3, 4], [3, 6, 2, 3], [2, 0, 5, 7]]"
P0,5,1test_fold0,F2-V,230,58,0.38095238095238093,0.3793103448275862,0.3534876413908672,"[[9, 2, 0, 4], [3, 1, 7, 4], [4, 3, 5, 2], [4, 1, 2, 7]]"
P0,5,1test_fold0,F3-G,230,58,0.20476190476190476,0.20689655172413793,0.21763528517999065,"[[4, 3, 4, 4], [2, 4, 6, 3], [5, 1, 1, 7], [4, 0, 7, 3]]"
P0,5,1test_fold0,F3-D,230,58,0.20595238095238097,0.20689655172413793,0.20907738095238096,"[[2, 4, 5, 4], [1, 5, 4, 5], [4, 2, 2, 6], [2, 2, 7, 3]]"
P0,5,1test_fold0,F2-S-SHUFFLE,230,58,0.29523809523809524,0.29310344827586204,0.28713517665130567,"[[3, 4, 4, 4], [0, 4, 6, 5], [1, 7, 2, 4], [1, 1, 4, 8]]"
P0,5,1test_fold0,F2-S-REVERSE,230,58,0.39404761904761904,0.39655172413793105,0.3881463734633924,"[[8, 2, 2, 3], [2, 6, 3, 4], [3, 6, 2, 3], [2, 0, 5, 7]]"
P0,5,1test_fold1,F0,230,58,0.4809523809523809,0.4827586206896552,0.4829011964605932,"[[5, 2, 4, 3], [0, 8, 5, 2], [4, 2, 7, 1], [0, 3, 4, 8]]"
P0,5,1test_fold1,F1,230,58,0.4476190476190476,0.4482758620689655,0.43969907407407405,"[[4, 2, 4, 4], [3, 5, 4, 3], [4, 1, 8, 1], [2, 2, 2, 9]]"
P0,5,1test_fold1,F2-S,230,58,0.3261904761904762,0.3275862068965517,0.32589285714285715,"[[4, 5, 3, 2], [3, 6, 3, 3], [4, 3, 4, 3], [3, 3, 4, 5]]"
P0,5,1test_fold1,F2-V,230,58,0.2928571428571428,0.29310344827586204,0.2924107142857143,"[[3, 5, 3, 3], [3, 4, 3, 5], [3, 2, 5, 4], [5, 2, 3, 5]]"
P0,5,1test_fold1,F3-G,230,58,0.19047619047619047,0.1896551724137931,0.18954836829836832,"[[4, 2, 4, 4], [5, 3, 6, 1], [5, 4, 2, 3], [5, 2, 6, 2]]"
P0,5,1test_fold1,F3-D,230,58,0.2952380952380952,0.29310344827586204,0.2954374057315234,"[[8, 0, 3, 3], [1, 4, 8, 2], [5, 4, 2, 3], [4, 1, 7, 3]]"
P0,5,1test_fold1,F2-S-SHUFFLE,230,58,0.34523809523809523,0.3448275862068966,0.34210164835164836,"[[6, 4, 3, 1], [4, 6, 3, 2], [4, 2, 4, 4], [2, 5, 4, 4]]"
P0,5,1test_fold1,F2-S-REVERSE,230,58,0.3261904761904762,0.3275862068965517,0.32589285714285715,"[[4, 5, 3, 2], [3, 6, 3, 3], [4, 3, 4, 3], [3, 3, 4, 5]]"
P0,5,1test_fold2,F0,230,58,0.5178571428571428,0.5172413793103449,0.5201195862960569,"[[7, 3, 3, 1], [2, 8, 2, 2], [3, 7, 5, 0], [0, 2, 3, 10]]"
P0,5,1test_fold2,F1,230,58,0.5178571428571429,0.5172413793103449,0.5186914031463531,"[[8, 2, 2, 2], [2, 7, 3, 2], [4, 5, 6, 0], [1, 3, 2, 9]]"
P0,5,1test_fold2,F2-S,230,58,0.41666666666666663,0.41379310344827586,0.41071572106054866,"[[6, 5, 1, 2], [1, 8, 3, 2], [4, 4, 5, 2], [3, 2, 5, 5]]"
P0,5,1test_fold2,F2-V,230,58,0.32976190476190476,0.3275862068965517,0.32852177690887374,"[[4, 5, 3, 2], [1, 7, 5, 1], [6, 4, 3, 2], [2, 3, 5, 5]]"
P0,5,1test_fold2,F3-G,230,58,0.38095238095238093,0.3793103448275862,0.37881562881562886,"[[5, 4, 1, 4], [3, 7, 3, 1], [1, 6, 6, 2], [5, 5, 1, 4]]"
P0,5,1test_fold2,F3-D,230,58,0.41666666666666663,0.41379310344827586,0.4125339415661996,"[[8, 3, 1, 2], [3, 6, 4, 1], [3, 3, 5, 4], [3, 7, 0, 5]]"
P0,5,1test_fold2,F2-S-SHUFFLE,230,58,0.41428571428571426,0.41379310344827586,0.4168848392986324,"[[6, 5, 2, 1], [2, 6, 5, 1], [3, 3, 6, 3], [3, 5, 1, 6]]"
P0,5,1test_fold2,F2-S-REVERSE,230,58,0.41666666666666663,0.41379310344827586,0.41071572106054866,"[[6, 5, 1, 2], [1, 8, 3, 2], [4, 4, 5, 2], [3, 2, 5, 5]]"
P0,5,1test_fold3,F0,231,57,0.40119047619047615,0.40350877192982454,0.38046536796536795,"[[9, 2, 2, 1], [6, 3, 2, 3], [4, 2, 8, 1], [2, 3, 6, 3]]"
P0,5,1test_fold3,F1,231,57,0.5083333333333333,0.5087719298245614,0.503717297195558,"[[10, 1, 2, 1], [3, 6, 3, 2], [2, 4, 8, 1], [1, 3, 5, 5]]"
P0,5,1test_fold3,F2-S,231,57,0.38809523809523805,0.38596491228070173,0.3768879268879268,"[[9, 3, 1, 1], [6, 5, 3, 0], [4, 4, 4, 3], [2, 4, 4, 4]]"
P0,5,1test_fold3,F2-V,231,57,0.35357142857142854,0.3508771929824561,0.3450574712643678,"[[8, 1, 1, 4], [2, 6, 2, 4], [3, 5, 3, 4], [3, 4, 4, 3]]"
P0,5,1test_fold3,F3-G,231,57,0.2988095238095238,0.2982456140350877,0.28419592766980567,"[[5, 5, 3, 1], [7, 1, 3, 3], [5, 0, 4, 6], [1, 3, 3, 7]]"
P0,5,1test_fold3,F3-D,231,57,0.31666666666666665,0.3157894736842105,0.3147598522167488,"[[5, 5, 3, 1], [5, 3, 2, 4], [3, 1, 4, 7], [1, 6, 1, 6]]"
P0,5,1test_fold3,F2-S-SHUFFLE,231,57,0.43809523809523815,0.43859649122807015,0.4397997775305896,"[[7, 4, 1, 2], [3, 5, 4, 2], [3, 4, 7, 1], [2, 2, 4, 6]]"
P0,5,1test_fold3,F2-S-REVERSE,231,57,0.38809523809523805,0.38596491228070173,0.3768879268879268,"[[9, 3, 1, 1], [6, 5, 3, 0], [4, 4, 4, 3], [2, 4, 4, 4]]"
P0,5,1test_fold4,F0,231,57,0.3845238095238095,0.38596491228070173,0.37967171717171716,"[[7, 2, 4, 2], [3, 6, 2, 3], [5, 4, 3, 2], [3, 4, 1, 6]]"
P0,5,1test_fold4,F1,231,57,0.31785714285714284,0.3157894736842105,0.30595499345499344,"[[3, 6, 5, 1], [4, 7, 2, 1], [2, 7, 1, 4], [0, 3, 4, 7]]"
P0,5,1test_fold4,F2-S,231,57,0.40714285714285714,0.40350877192982454,0.39067355058734365,"[[3, 4, 3, 5], [5, 5, 3, 1], [1, 1, 6, 6], [0, 2, 3, 9]]"
P0,5,1test_fold4,F2-V,231,57,0.23095238095238094,0.22807017543859648,0.22312312312312316,"[[1, 7, 5, 2], [5, 5, 3, 1], [1, 6, 3, 4], [3, 5, 2, 4]]"
P0,5,1test_fold4,F3-G,231,57,0.2988095238095238,0.2982456140350877,0.29991158267020335,"[[4, 4, 6, 1], [5, 2, 2, 5], [1, 5, 5, 3], [1, 5, 2, 6]]"
P0,5,1test_fold4,F3-D,231,57,0.27976190476190477,0.2807017543859649,0.28035265521361186,"[[5, 4, 4, 2], [5, 2, 3, 4], [3, 5, 4, 2], [1, 2, 6, 5]]"
P0,5,1test_fold4,F2-S-SHUFFLE,231,57,0.36904761904761907,0.3684210526315789,0.36486950549450553,"[[5, 3, 4, 3], [4, 4, 3, 3], [3, 1, 7, 3], [1, 4, 4, 5]]"
P0,5,1test_fold4,F2-S-REVERSE,231,57,0.40714285714285714,0.40350877192982454,0.39067355058734365,"[[3, 4, 3, 5], [5, 5, 3, 1], [1, 1, 6, 6], [0, 2, 3, 9]]"
P1,5,0train_to_1test,F0,288,288,0.5208333333333333,0.5208333333333334,0.5134592486779483,"[[48, 4, 4, 16], [21, 25, 11, 15], [9, 13, 33, 17], [13, 6, 9, 44]]"
P1,5,0train_to_1test,F1,288,288,0.45138888888888884,0.4513888888888889,0.4508731755826766,"[[33, 5, 15, 19], [10, 27, 22, 13], [16, 10, 32, 14], [16, 7, 11, 38]]"
P1,5,0train_to_1test,F2-S,288,288,0.34027777777777773,0.3402777777777778,0.3399418357213789,"[[29, 8, 12, 23], [18, 22, 17, 15], [16, 15, 23, 18], [24, 15, 9, 24]]"
P1,5,0train_to_1test,F2-V,288,288,0.2951388888888889,0.2951388888888889,0.292970990564632,"[[27, 8, 15, 22], [20, 16, 22, 14], [23, 13, 22, 14], [28, 16, 8, 20]]"
P1,5,0train_to_1test,F3-G,288,288,0.2708333333333333,0.2708333333333333,0.26188238328765545,"[[13, 30, 17, 12], [12, 33, 16, 11], [12, 34, 13, 13], [14, 26, 13, 19]]"
P1,5,0train_to_1test,F3-D,288,288,0.26388888888888884,0.2638888888888889,0.25648456760511085,"[[25, 21, 13, 13], [29, 26, 8, 9], [19, 38, 10, 5], [20, 29, 8, 15]]"
P1,5,0train_to_1test,F2-S-SHUFFLE,288,288,0.28125,0.28125,0.27891024888371585,"[[22, 19, 14, 17], [19, 25, 15, 13], [29, 18, 13, 12], [17, 20, 14, 21]]"
P1,5,0train_to_1test,F2-S-REVERSE,288,288,0.34027777777777773,0.3402777777777778,0.3399418357213789,"[[29, 8, 12, 23], [18, 22, 17, 15], [16, 15, 23, 18], [24, 15, 9, 24]]"
P1,5,1test_to_0train,F0,288,288,0.38888888888888895,0.3888888888888889,0.34294303877618215,"[[53, 2, 7, 10], [32, 4, 35, 1], [31, 2, 35, 4], [37, 0, 15, 20]]"
P1,5,1test_to_0train,F1,288,288,0.46527777777777773,0.4652777777777778,0.46460856004789586,"[[37, 7, 15, 13], [16, 36, 16, 4], [15, 14, 37, 6], [24, 4, 20, 24]]"
P1,5,1test_to_0train,F2-S,288,288,0.3541666666666667,0.3541666666666667,0.3528166525868847,"[[29, 14, 14, 15], [15, 30, 14, 13], [6, 31, 22, 13], [20, 17, 14, 21]]"
P1,5,1test_to_0train,F2-V,288,288,0.3576388888888889,0.3576388888888889,0.35503853955375253,"[[22, 16, 12, 22], [11, 35, 9, 17], [5, 31, 24, 12], [15, 16, 19, 22]]"
P1,5,1test_to_0train,F3-G,288,288,0.2465277777777778,0.2465277777777778,0.24081247732888195,"[[16, 17, 14, 25], [25, 11, 16, 20], [26, 22, 13, 11], [19, 8, 14, 31]]"
P1,5,1test_to_0train,F3-D,288,288,0.21875,0.21875,0.2095143520412304,"[[20, 15, 19, 18], [25, 6, 22, 19], [25, 18, 10, 19], [22, 8, 15, 27]]"
P1,5,1test_to_0train,F2-S-SHUFFLE,288,288,0.3020833333333333,0.3020833333333333,0.30144259143916224,"[[25, 15, 20, 12], [16, 23, 13, 20], [14, 19, 21, 18], [23, 20, 11, 18]]"
P1,5,1test_to_0train,F2-S-REVERSE,288,288,0.3541666666666667,0.3541666666666667,0.3528166525868847,"[[29, 14, 14, 15], [15, 30, 14, 13], [6, 31, 22, 13], [20, 17, 14, 21]]"
P0,6,0train_fold0,F0,230,58,0.6166666666666667,0.6206896551724138,0.6145833333333334,"[[7, 4, 2, 1], [3, 10, 0, 2], [2, 3, 7, 2], [2, 0, 1, 12]]"
P0,6,0train_fold0,F1,230,58,0.5833333333333333,0.5862068965517241,0.5809536222439448,"[[6, 4, 2, 2], [2, 10, 0, 3], [2, 3, 8, 1], [1, 1, 3, 10]]"
P0,6,0train_fold0,F2-S,230,58,0.34404761904761905,0.3448275862068966,0.3463753987947536,"[[3, 1, 4, 6], [2, 6, 3, 4], [4, 3, 6, 1], [5, 1, 4, 5]]"
P0,6,0train_fold0,F2-V,230,58,0.4297619047619047,0.43103448275862066,0.42547957113880036,"[[7, 2, 2, 3], [3, 8, 1, 3], [2, 7, 4, 1], [3, 2, 4, 6]]"
P0,6,0train_fold0,F3-G,230,58,0.3761904761904762,0.3793103448275862,0.37660962751706856,"[[4, 3, 5, 2], [0, 8, 4, 3], [0, 8, 4, 2], [3, 4, 2, 6]]"
P0,6,0train_fold0,F3-D,230,58,0.3261904761904762,0.3275862068965517,0.3271446295639844,"[[5, 4, 3, 2], [2, 4, 5, 4], [1, 7, 3, 3], [4, 1, 3, 7]]"
P0,6,0train_fold0,F2-S-SHUFFLE,230,58,0.29404761904761906,0.29310344827586204,0.289508881922675,"[[2, 1, 6, 5], [4, 4, 3, 4], [4, 2, 7, 1], [5, 3, 3, 4]]"
P0,6,0train_fold0,F2-S-REVERSE,230,58,0.34404761904761905,0.3448275862068966,0.3463753987947536,"[[3, 1, 4, 6], [2, 6, 3, 4], [4, 3, 6, 1], [5, 1, 4, 5]]"
P0,6,0train_fold1,F0,230,58,0.7083333333333334,0.7068965517241379,0.7073928296397707,"[[9, 2, 1, 3], [1, 12, 1, 0], [2, 1, 9, 2], [3, 0, 1, 11]]"
P0,6,0train_fold1,F1,230,58,0.4476190476190476,0.4482758620689655,0.4473727422003284,"[[6, 0, 6, 3], [3, 7, 4, 0], [1, 4, 5, 4], [3, 4, 0, 8]]"
P0,6,0train_fold1,F2-S,230,58,0.29523809523809524,0.29310344827586204,0.29045751633986927,"[[3, 2, 5, 5], [2, 4, 4, 4], [2, 4, 6, 2], [5, 1, 5, 4]]"
P0,6,0train_fold1,F2-V,230,58,0.23928571428571427,0.2413793103448276,0.23917385057471263,"[[5, 2, 7, 1], [4, 2, 4, 4], [2, 4, 3, 5], [4, 3, 4, 4]]"
P0,6,0train_fold1,F3-G,230,58,0.24166666666666664,0.2413793103448276,0.2320479302832244,"[[5, 0, 6, 4], [2, 6, 3, 3], [6, 6, 1, 1], [6, 4, 3, 2]]"
P0,6,0train_fold1,F3-D,230,58,0.2761904761904762,0.27586206896551724,0.2745535714285714,"[[5, 1, 4, 5], [2, 4, 4, 4], [4, 5, 4, 1], [6, 4, 2, 3]]"
P0,6,0train_fold1,F2-S-SHUFFLE,230,58,0.36309523809523814,0.3620689655172414,0.3553050397877985,"[[3, 4, 4, 4], [0, 4, 3, 7], [2, 3, 7, 2], [6, 1, 1, 7]]"
P0,6,0train_fold1,F2-S-REVERSE,230,58,0.29523809523809524,0.29310344827586204,0.29045751633986927,"[[3, 2, 5, 5], [2, 4, 4, 4], [2, 4, 6, 2], [5, 1, 5, 4]]"
P0,6,0train_fold2,F0,230,58,0.6238095238095238,0.6206896551724138,0.6202546296296296,"[[7, 4, 3, 1], [0, 9, 4, 1], [3, 0, 9, 3], [2, 0, 1, 11]]"
P0,6,0train_fold2,F1,230,58,0.43214285714285716,0.43103448275862066,0.42161558109833974,"[[7, 2, 4, 2], [1, 4, 3, 6], [4, 1, 5, 5], [2, 3, 0, 9]]"
P0,6,0train_fold2,F2-S,230,58,0.29166666666666663,0.29310344827586204,0.2911582515194016,"[[4, 3, 6, 2], [3, 3, 2, 6], [5, 0, 6, 4], [5, 3, 2, 4]]"
P0,6,0train_fold2,F2-V,230,58,0.29523809523809524,0.29310344827586204,0.2925770308123249,"[[2, 3, 8, 2], [3, 4, 4, 3], [4, 1, 5, 5], [4, 2, 2, 6]]"
