fold,source_subject_count,heldout_subject_count,distance_train_to_all,source_reference_dispersion,normalized_reference_shift,m0_train_karcher_residual,m0_all_karcher_residual,all_subject_reference_used_for_prediction
1,52,10,0.35942419299906453,2.860564633700385,0.12564798877979505,2.9508000141507135e-10,3.511027065904121e-10,False
2,52,10,0.12921540277320942,2.935543147071901,0.04401754506728922,2.9664650324609653e-10,3.511027065904121e-10,False
3,52,10,0.16286753956674013,3.0016256039975646,0.05425977821812059,3.7857364279370703e-10,3.511027065904121e-10,False
4,51,11,0.26042535379655785,2.947963371061771,0.08834076988641829,3.5328440348970693e-10,3.511027065904121e-10,False
5,51,11,0.11030754378582798,2.991364584759452,0.036875325845544926,1.7284531993930778e-10,3.511027065904121e-10,False
6,52,10,0.12368095144875406,3.0574789886529135,0.04045193831511703,1.6673009330515964e-10,3.511027065904121e-10,False
