stage,representation,subject,session,direction,train_session,test_session,train_runs,test_runs,train_n,test_n,train_subjects,test_subjects,train_uid_sha256,test_uid_sha256,scaler_fit_uid_sha256,scaler_mean_sha256,scaler_scale_sha256,balanced_accuracy,accuracy,macro_f1,recall_left_hand,recall_right_hand,recall_feet,recall_tongue,confusion_matrix_json,prediction_sha256,status,convergence_warning,warning_messages,subject_statistic,group_statistic,chance
W,PATH_D10,3,1test,A_TO_B,"[""1test""]","[""1test""]","[0,1,2]","[3,4,5]",144,144,[3],[3],d070dfbe55ac66cd9d30dcca1c9033fd39a55e3ca0bcdfa6a687b7b5c4b8a37d,02b1b73fbf2d94d750940ad97538647638a7cb1a0a7eef5dc3401b369af848e7,d070dfbe55ac66cd9d30dcca1c9033fd39a55e3ca0bcdfa6a687b7b5c4b8a37d,bc09e24c80b863578771c657adb75e40b667350baa6107baf8bed87a3ea1ca08,7f34083b9d679343082705b6a5a0ed98fa0c77e47f7c2055cac9c72e57b1f761,0.2708333333333333,0.2708333333333333,0.26907999771923824,0.19444444444444445,0.3611111111111111,0.3333333333333333,0.19444444444444445,"[[7,9,8,12],[6,13,9,8],[7,6,12,11],[7,8,14,7]]",62455e0219afbaf4df5354bb366c8856a10f522f420260ede2d0ce330b0453e5,PASS,False,[],0.3072916666666667,0.3072916666666667,0.25
W,PATH_D10,3,1test,B_TO_A,"[""1test""]","[""1test""]","[3,4,5]","[0,1,2]",144,144,[3],[3],02b1b73fbf2d94d750940ad97538647638a7cb1a0a7eef5dc3401b369af848e7,d070dfbe55ac66cd9d30dcca1c9033fd39a55e3ca0bcdfa6a687b7b5c4b8a37d,02b1b73fbf2d94d750940ad97538647638a7cb1a0a7eef5dc3401b369af848e7,c5c38a82540e8aea2bcda10fbf8c462a370cab432bbbc6dc7f29d03cbd17126b,1b90788d127938601ed559809dcc0bdc42e5aefa46b6b8f953a47b16e97aecbe,0.3125,0.3125,0.29766366816591705,0.19444444444444445,0.5833333333333334,0.19444444444444445,0.2777777777777778,"[[7,16,5,8],[6,21,3,6],[7,13,7,9],[13,6,7,10]]",7741a502f779a41803595420b42c475e7ef27786d0bfc5e0581eadddaf8dd50e,PASS,False,[],0.3072916666666667,0.3072916666666667,0.25
W,PATH_D10,4,0train,A_TO_B,"[""0train""]","[""0train""]","[0,1,2]","[3,4,5]",144,144,[4],[4],a7a6b178165ad5cf055e9454a07171f50ede41a4bd486cba0d820c996383ec7f,ad5366fb9dcb786af3389e79d0f723a11cd2d3d368febe57e276621cc4c92b61,a7a6b178165ad5cf055e9454a07171f50ede41a4bd486cba0d820c996383ec7f,6ea5a5f5f5e798d45aa5f45568009d25af99addbac4c37ffb5c054b98279ff1e,1943d664b3146b5f553ec5704ba4727684d362e8345a30458492793d2a5ae52e,0.2847222222222222,0.2847222222222222,0.27384382849581224,0.4722222222222222,0.1388888888888889,0.3055555555555556,0.2222222222222222,"[[17,6,8,5],[15,5,10,6],[12,9,11,4],[12,6,10,8]]",5bcf1d9e6d2b109a765b5ae5f83e56b2f49ea7652b23fcfbe29f375783deda13,PASS,False,[],0.3298611111111111,0.3072916666666667,0.25
W,PATH_D10,4,0train,B_TO_A,"[""0train""]","[""0train""]","[3,4,5]","[0,1,2]",144,144,[4],[4],ad5366fb9dcb786af3389e79d0f723a11cd2d3d368febe57e276621cc4c92b61,a7a6b178165ad5cf055e9454a07171f50ede41a4bd486cba0d820c996383ec7f,ad5366fb9dcb786af3389e79d0f723a11cd2d3d368febe57e276621cc4c92b61,33bee6a09c5eba14508deedb92cf363549d36c164f9f5bfee8bd16a8fa5b8486,ca2d7cfd27e941a03265155e891ca2457fc83ad604eaa0e6c136e4e1a20f9fe9,0.2986111111111111,0.2986111111111111,0.29835355097240673,0.2777777777777778,0.3055555555555556,0.25,0.3611111111111111,"[[10,9,8,9],[7,11,10,8],[8,11,9,8],[7,6,10,13]]",f5412cb25c44455128db07d6c586c8b5fbc80f3d19b7107764fc75779f4287ef,PASS,False,[],0.3298611111111111,0.3072916666666667,0.25
W,PATH_D10,4,1test,A_TO_B,"[""1test""]","[""1test""]","[0,1,2]","[3,4,5]",144,144,[4],[4],62b397877d5729e976bcb815fa8caedc1357fb011ad398e9956ea997f5ead1c7,faeddf079104926569f8861306b7433f786a0252a5d29fd3bf9cbcef089a512b,62b397877d5729e976bcb815fa8caedc1357fb011ad398e9956ea997f5ead1c7,f41684b5e00853482c6f929fa4ca602025b7f46a86084adaf783a8726a0e656a,e6f9a681c4fef8def1c85b20c0de90076ce1423b0043e047dba9f53c4717e80d,0.3680555555555555,0.3680555555555556,0.359981684981685,0.2222222222222222,0.3333333333333333,0.5277777777777778,0.3888888888888889,"[[8,8,10,10],[3,12,12,9],[5,3,19,9],[4,11,7,14]]",9d2880fed8d6cedcb8ff87286def254841af354b772440be91e899b9b6b75c71,PASS,False,[],0.3298611111111111,0.3072916666666667,0.25
W,PATH_D10,4,1test,B_TO_A,"[""1test""]","[""1test""]","[3,4,5]","[0,1,2]",144,144,[4],[4],faeddf079104926569f8861306b7433f786a0252a5d29fd3bf9cbcef089a512b,62b397877d5729e976bcb815fa8caedc1357fb011ad398e9956ea997f5ead1c7,faeddf079104926569f8861306b7433f786a0252a5d29fd3bf9cbcef089a512b,d24e645fef43c0d763cc4d2fedbe3601c224e3d6a22b088aadf3e0af9c2c18dc,dc645085dd24712478d87a011f22ff704b5c2c6bd2afc21739ef5530889ab6d6,0.3680555555555556,0.3680555555555556,0.35647658499324286,0.5833333333333334,0.25,0.25,0.3888888888888889,"[[21,6,3,6],[15,9,4,8],[13,6,9,8],[8,5,9,14]]",497022b31258984a1c829b3e431c339f557f3977a0d8a4ceb3276474480e2428,PASS,False,[],0.3298611111111111,0.3072916666666667,0.25
W,PATH_D10,5,0train,A_TO_B,"[""0train""]","[""0train""]","[0,1,2]","[3,4,5]",144,144,[5],[5],ce6e62bd9b0b25c2d7123c5177c87b4d7719427078be32375915a218e8d72e53,d21ffb20f94dec5f7aa4293125304c6fc68d7be0739bbe27827b9f203e41d3c0,ce6e62bd9b0b25c2d7123c5177c87b4d7719427078be32375915a218e8d72e53,ecdf620a4e497bfc70327d9b588c22e6b3672ae5e610fe487eb86da4c1f97183,7eae5cf7ebf292c29a01f7f85eae66471ba5580fe9de84d1ece8bd2243f8c28a,0.3055555555555556,0.3055555555555556,0.2819115582273477,0.1388888888888889,0.16666666666666666,0.5833333333333334,0.3333333333333333,"[[5,4,15,12],[4,6,16,10],[3,4,21,8],[6,7,11,12]]",e1d677ac23bfb145e3008e03c61571268c0a5636417c84a9f2726cdb0f22362c,PASS,False,[],0.2916666666666667,0.3072916666666667,0.25
W,PATH_D10,5,0train,B_TO_A,"[""0train""]","[""0train""]","[3,4,5]","[0,1,2]",144,144,[5],[5],d21ffb20f94dec5f7aa4293125304c6fc68d7be0739bbe27827b9f203e41d3c0,ce6e62bd9b0b25c2d7123c5177c87b4d7719427078be32375915a218e8d72e53,d21ffb20f94dec5f7aa4293125304c6fc68d7be0739bbe27827b9f203e41d3c0,3c7eaa48209b2d9401345100211ce3521e1fc4c87d8061b0e592e425a4ff2027,f54f609c7f7c6c01de4166261f1de7c7217f0753944bf44535c4f2bd58ce8bb1,0.27083333333333337,0.2708333333333333,0.26906879352531526,0.3611111111111111,0.25,0.19444444444444445,0.2777777777777778,"[[13,5,10,8],[8,9,7,12],[14,11,7,4],[6,11,9,10]]",db7e402f2b081d705f2935ffd498689de63fc56c0100adb92aad67be48f109a9,PASS,False,[],0.2916666666666667,0.3072916666666667,0.25
W,PATH_D10,5,1test,A_TO_B,"[""1test""]","[""1test""]","[0,1,2]","[3,4,5]",144,144,[5],[5],3964502e367103967568208b953bd470f6abf67870964c36366172634fb902ec,2bdb73f78ae5aae46bb36fdf10652e207b6bed65acdcb6c0392dbb1c208ec975,3964502e367103967568208b953bd470f6abf67870964c36366172634fb902ec,bb985398ebebf58917158aa91b48523329bfd0c04e137a4e1f1ce2ce2dce111b,5c5d378065d16e69399932db9935b5e0771e5cd642dd25fb4732109176d0cee0,0.3055555555555556,0.3055555555555556,0.3023467664092664,0.19444444444444445,0.3611111111111111,0.3055555555555556,0.3611111111111111,"[[7,12,9,8],[8,13,7,8],[4,6,11,15],[9,7,7,13]]",eade30dac202eabd702852ea1311d93809dd5bdbada6e8fc541ce9d3eaff4833,PASS,False,[],0.2916666666666667,0.3072916666666667,0.25
W,PATH_D10,5,1test,B_TO_A,"[""1test""]","[""1test""]","[3,4,5]","[0,1,2]",144,144,[5],[5],2bdb73f78ae5aae46bb36fdf10652e207b6bed65acdcb6c0392dbb1c208ec975,3964502e367103967568208b953bd470f6abf67870964c36366172634fb902ec,2bdb73f78ae5aae46bb36fdf10652e207b6bed65acdcb6c0392dbb1c208ec975,11e2197f0ca2df0a63ae6d6fd70e9258442149442e1a37bde67e00ede2329da9,7fea0d7de3982aafb8157cc314753256b383c4f2ad2594c4e1f79b3666fbc72e,0.2847222222222222,0.2847222222222222,0.28270748144782676,0.2777777777777778,0.19444444444444445,0.2777777777777778,0.3888888888888889,"[[10,8,9,9],[11,7,9,9],[10,9,10,7],[13,2,7,14]]",904f08cd0b9ce24b68b60f00cad7bb9f23b86d0793244b7d180f742bff35caff,PASS,False,[],0.2916666666666667,0.3072916666666667,0.25
W,PATH_D10,6,0train,A_TO_B,"[""0train""]","[""0train""]","[0,1,2]","[3,4,5]",144,144,[6],[6],082420d64658c0bfa71da90d9d6d11d8dfffe844f5028547d06b09c716527e63,e54e8e9c9d482dc9276d53ba5f48d7a3f76934386baa470661530658a010ba11,082420d64658c0bfa71da90d9d6d11d8dfffe844f5028547d06b09c716527e63,a1b99fcd12a0810481295c245a512a7539ca61c7829a533fd8fcfae6f6ac668b,8e98172cca02a66a00bf609497906bacb91ce1c0caace7f92a3eb13eef9a63ca,0.24305555555555558,0.24305555555555555,0.2342923234355786,0.2222222222222222,0.08333333333333333,0.3333333333333333,0.3333333333333333,"[[8,10,11,7],[14,3,5,14],[7,5,12,12],[8,5,11,12]]",15cca9bb29adedc4a39520654514d34bc4ac3784e73c08532cd505395788550e,PASS,False,[],0.2777777777777778,0.3072916666666667,0.25
W,PATH_D10,6,0train,B_TO_A,"[""0train""]","[""0train""]","[3,4,5]","[0,1,2]",144,144,[6],[6],e54e8e9c9d482dc9276d53ba5f48d7a3f76934386baa470661530658a010ba11,082420d64658c0bfa71da90d9d6d11d8dfffe844f5028547d06b09c716527e63,e54e8e9c9d482dc9276d53ba5f48d7a3f76934386baa470661530658a010ba11,0dee1436569b9e7873c8deab67053dd76591191b88606649879ae31688dc290d,3f7d62aed2d6cc940ba56db4269a23469ad7a83027ca685853ee27e7a31c9e2c,0.2569444444444444,0.2569444444444444,0.25579301905350077,0.2777777777777778,0.3055555555555556,0.19444444444444445,0.25,"[[10,14,4,8],[11,11,3,11],[13,5,7,11],[8,10,9,9]]",5f395dc702e590da96bebd148006fc957c3c7debc71d0edfb1c89b3168c2e0c3,PASS,False,[],0.2777777777777778,0.3072916666666667,0.25
W,PATH_D10,6,1test,A_TO_B,"[""1test""]","[""1test""]","[0,1,2]","[3,4,5]",144,144,[6],[6],23b9692bfe87ac538cc67bd3f0a587cd92dd93c7eaa2003c949c933e9426a36c,52b5f3b3141955d9fe720e1bed9aefcc62dbfe1e7274c6ffcad3c34d2fc97839,23b9692bfe87ac538cc67bd3f0a587cd92dd93c7eaa2003c949c933e9426a36c,06a786f8ae918b935bf816a46522b1bd8f155cc54e1e3befcf3f8efb5939c018,79d62cb432986a4d859891cc8b539a71ba5609fd51f45f236d3bdbaaa7a4f088,0.3055555555555556,0.3055555555555556,0.29477937213062955,0.16666666666666666,0.25,0.5,0.3055555555555556,"[[6,9,12,9],[4,9,13,10],[5,6,18,7],[9,7,9,11]]",62852585cf563c383b03211c529af60c20c48f76054de4da1538d58e17ebdbde,PASS,False,[],0.2777777777777778,0.3072916666666667,0.25
W,PATH_D10,6,1test,B_TO_A,"[""1test""]","[""1test""]","[3,4,5]","[0,1,2]",144,144,[6],[6],52b5f3b3141955d9fe720e1bed9aefcc62dbfe1e7274c6ffcad3c34d2fc97839,23b9692bfe87ac538cc67bd3f0a587cd92dd93c7eaa2003c949c933e9426a36c,52b5f3b3141955d9fe720e1bed9aefcc62dbfe1e7274c6ffcad3c34d2fc97839,7fa8a1278d58257d5666d13d2ac672787aa03a1543dd6846cadeda63b4aaadb6,95d03086d9067f86dfc7641a72299384e36dca316b304c4d67c4cccaabf406d3,0.3055555555555556,0.3055555555555556,0.3043877758041743,0.4444444444444444,0.2222222222222222,0.25,0.3055555555555556,"[[16,5,1,14],[16,8,4,8],[12,9,9,6],[18,4,3,11]]",e54b4d596c322ab374a23a9b7ebf0280b6650b497ae0996c41bb06e0d00e6c54,PASS,False,[],0.2777777777777778,0.3072916666666667,0.25
W,PATH_D10,7,0train,A_TO_B,"[""0train""]","[""0train""]","[0,1,2]","[3,4,5]",144,144,[7],[7],36fcd8c55691e84c089208e0bfc966d8643a5eb541ca511803b75551eaade0d9,2b36f4fd8504bfae481b38c5c2fc7b23288738d5a9391a6d95370840201fd35c,36fcd8c55691e84c089208e0bfc966d8643a5eb541ca511803b75551eaade0d9,f1e989bbd949da84b3cbff3426bdd7b5e8098bc01a64eaa434615222a154b103,dc3f6f92d719c6662a562c4cf9196279543386d283606318eb9b1b3e29f468d1,0.2638888888888889,0.2638888888888889,0.2609135065746106,0.19444444444444445,0.2222222222222222,0.25,0.3888888888888889,"[[7,9,11,9],[6,8,8,14],[5,13,9,9],[3,9,10,14]]",631c7fd641e63b9a30f6803d45cbc72a74911713c9f28c2cdacb2acaccab7d57,PASS,False,[],0.25,0.3072916666666667,0.25
W,PATH_D10,7,0train,B_TO_A,"[""0train""]","[""0train""]","[3,4,5]","[0,1,2]",144,144,[7],[7],2b36f4fd8504bfae481b38c5c2fc7b23288738d5a9391a6d95370840201fd35c,36fcd8c55691e84c089208e0bfc966d8643a5eb541ca511803b75551eaade0d9,2b36f4fd8504bfae481b38c5c2fc7b23288738d5a9391a6d95370840201fd35c,850a7d75c122da056d072cc5782290b623d5c2db044fc276a855a1c37cf8213e,f247d96d104fc86596e1e8f2230d1efa944bf5ce0b4c107fb961b8c1c6b188c0,0.2222222222222222,0.2222222222222222,0.22078205947058407,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.16666666666666666,"[[10,10,9,7],[13,8,10,5],[13,8,8,7],[5,13,12,6]]",500930523c7e8aa41d932ec55ac7df93472b496b494a68686da61d63c1e35953,PASS,False,[],0.25,0.3072916666666667,0.25
W,PATH_D10,7,1test,A_TO_B,"[""1test""]","[""1test""]","[0,1,2]","[3,4,5]",144,144,[7],[7],1ff788a93dd1970975865f1fd981611b71f2e25e464baf56b255b401863904ff,ac509afa806aea4183c045464e43cd72284c24ba0dd6acd22a11a92e24906b7a,1ff788a93dd1970975865f1fd981611b71f2e25e464baf56b255b401863904ff,d72c11575eb357030f348512d14ed993cd14b782a30388a26097bbfd340bfbbb,006131e6201c5eec1f1ee663edc8aa55c60657b76d8a2df4fe424f588c87f90e,0.24999999999999997,0.25,0.24618483052135584,0.2222222222222222,0.16666666666666666,0.4444444444444444,0.16666666666666666,"[[8,13,9,6],[19,6,8,3],[12,5,16,3],[11,8,11,6]]",92b37decb0611b156277e92c52b8409659fa1dd46a9fa3290ff9e2123532b04e,PASS,False,[],0.25,0.3072916666666667,0.25
W,PATH_D10,7,1test,B_TO_A,"[""1test""]","[""1test""]","[3,4,5]","[0,1,2]",144,144,[7],[7],ac509afa806aea4183c045464e43cd72284c24ba0dd6acd22a11a92e24906b7a,1ff788a93dd1970975865f1fd981611b71f2e25e464baf56b255b401863904ff,ac509afa806aea4183c045464e43cd72284c24ba0dd6acd22a11a92e24906b7a,583b84356faf632cce6fad289e42345c733fffd19f0783276798a9ce10d4b1f0,b91237f300452779a5ad9d9f9ec7b8921d361ba682c39be68b9dee06ed59c35b,0.2638888888888889,0.2638888888888889,0.26155407899593947,0.1111111111111111,0.3888888888888889,0.2222222222222222,0.3333333333333333,"[[4,19,4,9],[13,14,3,6],[9,12,8,7],[10,5,9,12]]",ac221ca513bc4930f3d74239778c34db1e946fce20f3dc9be4085bb2d23150ab,PASS,False,[],0.25,0.3072916666666667,0.25
W,PATH_D10,8,0train,A_TO_B,"[""0train""]","[""0train""]","[0,1,2]","[3,4,5]",144,144,[8],[8],1bded7c1cd90f900da75f67fc3c8850c21f9454a56e32e905525c4d163dbdb2e,894f0202ba82169c31ac5d5f01435d3a0d7ddb07adc83abd5f3483fa81a53cfb,1bded7c1cd90f900da75f67fc3c8850c21f9454a56e32e905525c4d163dbdb2e,b28816a8ce5c07c6eb6bd755d145669477b373580dc3ba916b614f0e54d70737,602d6896f830d3a88d6439c3e17ef6f3be9caa585c3a777279ced63f8354eb05,0.33333333333333337,0.3333333333333333,0.3231286010339095,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.6111111111111112,"[[8,4,13,11],[10,8,11,7],[9,11,10,6],[5,4,5,22]]",e18762e877c530d187706baaf424b99bc1068d0e5d4e37db7f390f8695316af9,PASS,False,[],0.3125,0.3072916666666667,0.25
W,PATH_D10,8,0train,B_TO_A,"[""0train""]","[""0train""]","[3,4,5]","[0,1,2]",144,144,[8],[8],894f0202ba82169c31ac5d5f01435d3a0d7ddb07adc83abd5f3483fa81a53cfb,1bded7c1cd90f900da75f67fc3c8850c21f9454a56e32e905525c4d163dbdb2e,894f0202ba82169c31ac5d5f01435d3a0d7ddb07adc83abd5f3483fa81a53cfb,3ecdd8fafcf9483bba8635a6074bae439e8bbbf799ac192174c70b45e2e3fcbf,80dd15e9b8f6ea97e48ec590342fd489af3185657ea11370dc9603f2fccac6a0,0.3333333333333333,0.3333333333333333,0.32918601351699944,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.3333333333333333,"[[8,11,15,2],[9,8,16,3],[5,8,20,3],[7,8,9,12]]",9e6503a7134f2bfd3a8dc2acf58e624fb7d795dd556f95ce8b2424ed60d4364d,PASS,False,[],0.3125,0.3072916666666667,0.25
