stage,representation,subject,session,direction,train_session,test_session,train_runs,test_runs,train_n,test_n,train_subjects,test_subjects,train_uid_sha256,test_uid_sha256,scaler_fit_uid_sha256,scaler_mean_sha256,scaler_scale_sha256,balanced_accuracy,accuracy,macro_f1,recall_left_hand,recall_right_hand,recall_feet,recall_tongue,confusion_matrix_json,prediction_sha256,status,convergence_warning,warning_messages,subject_statistic,group_statistic,chance
X,PATH_D10,6,cross_session,0train_TO_1test,"[""0train""]","[""1test""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[6],[6],a69d787df7853f4d0e8e246db9ae65b66ba0f87b4a80967f2046c41db1eba9c1,604ea2e3cdd3adedf93d4b2c134c76cd02c13290c1823f2ae1a108cfbe8a4b1e,a69d787df7853f4d0e8e246db9ae65b66ba0f87b4a80967f2046c41db1eba9c1,97b901657c6f0f70064fd8c1dde08706a09b2d54c6ef8ded5d55af828f82236b,7a6d7b878f09b7114e17c8bc26020bde47b298e09ff5064236508e9f2b5a1f39,0.2777777777777778,0.2777777777777778,0.27523179971966844,0.2916666666666667,0.20833333333333334,0.4027777777777778,0.20833333333333334,"[[21,22,13,16],[20,15,19,18],[16,10,29,17],[17,21,19,15]]",a4c60619334e6ce45464c3ed4632362ce1d70b38da822f39f4daf45936a488ea,PASS,False,[],0.2690972222222222,0.2881944444444444,0.25
X,PATH_D10,6,cross_session,1test_TO_0train,"[""1test""]","[""0train""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[6],[6],604ea2e3cdd3adedf93d4b2c134c76cd02c13290c1823f2ae1a108cfbe8a4b1e,a69d787df7853f4d0e8e246db9ae65b66ba0f87b4a80967f2046c41db1eba9c1,604ea2e3cdd3adedf93d4b2c134c76cd02c13290c1823f2ae1a108cfbe8a4b1e,5ba76dd2d369c45921f74f48f884ad6c6ba305e034c73d05a6734485d13e9d57,9f654b7038f6b629666ea15dc2cc4db75df43350101c7f2a286971dafc486a8d,0.2604166666666667,0.2604166666666667,0.2547478182653998,0.4166666666666667,0.1388888888888889,0.25,0.2361111111111111,"[[30,12,8,22],[30,10,9,23],[19,11,18,24],[20,18,17,17]]",ee4af14df28fc164a44a225dffc4bf80c869d092a7353f438d1c82f553ad79c2,PASS,False,[],0.2690972222222222,0.2881944444444444,0.25
X,PATH_D10,7,cross_session,0train_TO_1test,"[""0train""]","[""1test""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[7],[7],b9eb77f58916994c1a1a44fcd9125eb7414f5a6d1b9edb982144161aa57dfa8c,17ffadfc0586e9192c974fa2f4ca84b73e3b9e619ea869d0b1d9087f1c0175fe,b9eb77f58916994c1a1a44fcd9125eb7414f5a6d1b9edb982144161aa57dfa8c,3b0e270909b69db472659c11dd6ccacfc09fa5b5df0b9a910cb0a321b910d755,a54540c2ed2bf59b7915d99c9eaf290ff5f2566a945fe0eb9b24124d1fa2ae1b,0.3020833333333333,0.3020833333333333,0.29674513856197654,0.3333333333333333,0.19444444444444445,0.2361111111111111,0.4444444444444444,"[[24,16,11,21],[28,14,9,21],[17,18,17,20],[12,17,11,32]]",103e4ac2da98009d4eb9e6bea8c504f419d29518795338b21b49207e66bb1798,PASS,False,[],0.2934027777777778,0.2881944444444444,0.25
X,PATH_D10,7,cross_session,1test_TO_0train,"[""1test""]","[""0train""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[7],[7],17ffadfc0586e9192c974fa2f4ca84b73e3b9e619ea869d0b1d9087f1c0175fe,b9eb77f58916994c1a1a44fcd9125eb7414f5a6d1b9edb982144161aa57dfa8c,17ffadfc0586e9192c974fa2f4ca84b73e3b9e619ea869d0b1d9087f1c0175fe,052f7068872a144d6de5f54e0351e3d0eb1b3b08088a9677b2547b1453964703,bae0e6e7438e36feb13722dd988735080e26b8b22ab24b85591243ec0e92091d,0.2847222222222222,0.2847222222222222,0.2757584599900197,0.4305555555555556,0.25,0.1111111111111111,0.3472222222222222,"[[31,23,11,7],[23,18,15,16],[27,22,8,15],[21,16,10,25]]",8bb8ba40ad141362b1cc604892fbbca75306470458c43eea62e426144956f4d2,PASS,False,[],0.2934027777777778,0.2881944444444444,0.25
X,PATH_D10,8,cross_session,0train_TO_1test,"[""0train""]","[""1test""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[8],[8],81f16427546d972b7ff39504605e713e285c8495ca8b1288f33a18a6eac05084,b7460ea4ba3e064dca14b9b269c46df4827f103794e5f2d8ebbc0bf5fc6901e3,81f16427546d972b7ff39504605e713e285c8495ca8b1288f33a18a6eac05084,48a4a36e1a88acda1f707491f70fb9eedc21dd8cf325828c6208dffcb905ca62,d850ca1878f6d12917344b3cd12f914abcab4d916412c5da2841d29a593da242,0.34375,0.34375,0.3429139108759051,0.3611111111111111,0.2777777777777778,0.3194444444444444,0.4166666666666667,"[[26,13,22,11],[25,20,10,17],[15,19,23,15],[15,9,18,30]]",422a3f5012c0d241d6543cc4d389c7f1be56a3e51da1f879527f93b43da14f5c,PASS,False,[],0.3246527777777778,0.2881944444444444,0.25
X,PATH_D10,8,cross_session,1test_TO_0train,"[""1test""]","[""0train""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[8],[8],b7460ea4ba3e064dca14b9b269c46df4827f103794e5f2d8ebbc0bf5fc6901e3,81f16427546d972b7ff39504605e713e285c8495ca8b1288f33a18a6eac05084,b7460ea4ba3e064dca14b9b269c46df4827f103794e5f2d8ebbc0bf5fc6901e3,53911fe719208c0ca399978111e6871db47ae032650e53aac3590416022b2a49,61aca96ceffa091e74d6324196335f0235aafe352c674e5d148b0555e2998a85,0.3055555555555556,0.3055555555555556,0.29085851929562895,0.2777777777777778,0.20833333333333334,0.16666666666666666,0.5694444444444444,"[[20,22,9,21],[18,15,18,21],[22,15,12,23],[9,14,8,41]]",20d43cc46d7a6f3f514e822e0f16fa9cda3bd09a792ccd152408fa240f8b60d1,PASS,False,[],0.3246527777777778,0.2881944444444444,0.25
X,PATH_D10,9,cross_session,0train_TO_1test,"[""0train""]","[""1test""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[9],[9],2d5c975d19ed93afbcb6d51991ec55b700809f3d0aaa6957c5f3e1a8228f7653,5debe7cc0eeee7d60f4cca6539384f8afc8242178dd44d430e6fb0362b893c1c,2d5c975d19ed93afbcb6d51991ec55b700809f3d0aaa6957c5f3e1a8228f7653,a436ad6d9ee963dca1e419d80b1b43771f6ba7fc320d2e1b708cea2cbc7136ae,32742eeb627d0ba194f482b5e8514f502fa0ad5161cea2fa43b25afcbab59387,0.3125,0.3125,0.2913431537906551,0.3611111111111111,0.05555555555555555,0.2916666666666667,0.5416666666666666,"[[26,5,8,33],[11,4,16,41],[11,6,21,34],[2,7,24,39]]",1de68611342713c97663cf369b9ffdcda633ede8f0fdf9491924fa17716a1517,PASS,False,[],0.3038194444444444,0.2881944444444444,0.25
X,PATH_D10,9,cross_session,1test_TO_0train,"[""1test""]","[""0train""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[9],[9],5debe7cc0eeee7d60f4cca6539384f8afc8242178dd44d430e6fb0362b893c1c,2d5c975d19ed93afbcb6d51991ec55b700809f3d0aaa6957c5f3e1a8228f7653,5debe7cc0eeee7d60f4cca6539384f8afc8242178dd44d430e6fb0362b893c1c,326e1cb515be6bf3931267aa451dee889ede61e072a6ce62e2b67bfec5abc77d,fb9687c8cb4056318d658c006aaf5c9b0aa5ebe1a73ce115d222f3caf70e096f,0.2951388888888889,0.2951388888888889,0.29641570143850793,0.3333333333333333,0.3055555555555556,0.2638888888888889,0.2777777777777778,"[[24,20,20,8],[9,22,26,15],[13,22,19,18],[20,20,12,20]]",fc2e519ed4734371e10d7a33bdd4202d4b331fd15f86e55fef93ba8f6094d6f8,PASS,False,[],0.3038194444444444,0.2881944444444444,0.25
X,BAG_CANON_D10,1,cross_session,0train_TO_1test,"[""0train""]","[""1test""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[1],[1],c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,6e8dfd1b770f5a3ddc476ea4e0fb95a6c050d2eea26e7032a2a730e16bb5784e,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,568936fcf81fb076a7feaca993d3999a3add28238850fa028edf6ba80e50ba7a,44da7ef2292a722454947338ca1cc8e510f2878659b44ca99c413ac1668ac0ee,0.32638888888888884,0.3263888888888889,0.32275033380518015,0.2777777777777778,0.4583333333333333,0.2916666666666667,0.2777777777777778,"[[20,37,8,7],[17,33,11,11],[18,16,21,17],[13,15,24,20]]",ad9a85caf4c405ae998eb6d14b0c1f2b71d157db25b03b6c5af9c13bc3d39ab6,PASS,False,[],0.3350694444444444,0.2829861111111111,0.25
X,BAG_CANON_D10,1,cross_session,1test_TO_0train,"[""1test""]","[""0train""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[1],[1],6e8dfd1b770f5a3ddc476ea4e0fb95a6c050d2eea26e7032a2a730e16bb5784e,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,6e8dfd1b770f5a3ddc476ea4e0fb95a6c050d2eea26e7032a2a730e16bb5784e,ffb86bff325bfaa616c6f24fd5fb55960ec2bf8dc6ca58891845a64fdc008fd3,e9eea80aa801dad0c82a192e8de3e45dc76d96023f3e92fd1d49efcbc712c4aa,0.34375,0.34375,0.34158889292416894,0.375,0.25,0.3333333333333333,0.4166666666666667,"[[27,14,11,20],[28,18,11,15],[5,11,24,32],[9,8,25,30]]",03ba0016fb43c68603172000a2f997d3e2df532c1a43cf1360974e76c04794d2,PASS,False,[],0.3350694444444444,0.2829861111111111,0.25
X,BAG_CANON_D10,2,cross_session,0train_TO_1test,"[""0train""]","[""1test""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[2],[2],c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,6c58f95e9aee14fcd538d9a5e6d21b04c0c4346923202b5e055fea92107c3f89,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,4f3d03e2d3a83c67cc0e63238750879f5eb688df8ae5adefb8074bf82fc6213c,0e6dbf05bf475889146296f3ce073affe921d96dbc48835796e36eed25c3b798,0.2569444444444444,0.2569444444444444,0.18651167966583787,0.7777777777777778,0.1388888888888889,0.041666666666666664,0.06944444444444445,"[[56,10,2,4],[53,10,5,4],[52,15,3,2],[53,12,2,5]]",7f047cc8e0ce2d8bf75e07bb54f0faf71260915356a44e43e1a8bab922b1cea4,PASS,False,[],0.2482638888888889,0.2829861111111111,0.25
X,BAG_CANON_D10,2,cross_session,1test_TO_0train,"[""1test""]","[""0train""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[2],[2],6c58f95e9aee14fcd538d9a5e6d21b04c0c4346923202b5e055fea92107c3f89,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,6c58f95e9aee14fcd538d9a5e6d21b04c0c4346923202b5e055fea92107c3f89,2ed02624b3d11ec2de37f43f0dad2c11c37a7013b725cc502812eb8d1235603f,e66274d62ce9ef18f0f109769ea866e55374725ae5c7f5eb71ef6152caa2cacc,0.23958333333333334,0.23958333333333334,0.22127235729635975,0.05555555555555555,0.3888888888888889,0.2361111111111111,0.2777777777777778,"[[4,25,22,21],[5,28,19,20],[6,27,17,22],[5,25,22,20]]",ac46d435e03843b761f261022313bd93a8646134c2275b599fd52a2347f9062c,PASS,False,[],0.2482638888888889,0.2829861111111111,0.25
X,BAG_CANON_D10,3,cross_session,0train_TO_1test,"[""0train""]","[""1test""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[3],[3],188ed5f1537cc3b8bc713e78ce8b0775d4692f35f56c8b0b4fad5ac6a6138fc0,d1a3429a1e03ac5b16470e31ed018de72d3d80d1dbf92efe4eed88349cde9518,188ed5f1537cc3b8bc713e78ce8b0775d4692f35f56c8b0b4fad5ac6a6138fc0,112f425bd7417dc889be7b818f85d282655c974bb3d45efa99a4a62d03e2c5a0,92381c1dc7c6547fa3802646c1e8994667409026ecfb9747feaee6247a84c960,0.3125,0.3125,0.3080703641774988,0.2777777777777778,0.20833333333333334,0.3333333333333333,0.4305555555555556,"[[20,11,15,26],[20,15,11,26],[12,9,24,27],[6,15,20,31]]",3d07f6bfd3ab5a9850cba02a5bd55031029d682c6642002f472164edc8e8a863,PASS,False,[],0.2899305555555556,0.2829861111111111,0.25
X,BAG_CANON_D10,3,cross_session,1test_TO_0train,"[""1test""]","[""0train""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[3],[3],d1a3429a1e03ac5b16470e31ed018de72d3d80d1dbf92efe4eed88349cde9518,188ed5f1537cc3b8bc713e78ce8b0775d4692f35f56c8b0b4fad5ac6a6138fc0,d1a3429a1e03ac5b16470e31ed018de72d3d80d1dbf92efe4eed88349cde9518,0f57bc5f133bcf0a22c47e7535492da9ec452de2dccfe4e534154e02104c1973,d4bee70085249cf9b72a815af3408d50b544b5e1950785076d3920791334dd9e,0.2673611111111111,0.2673611111111111,0.24077529613243898,0.05555555555555555,0.5416666666666666,0.25,0.2222222222222222,"[[4,45,10,13],[4,39,17,12],[7,32,18,15],[11,32,13,16]]",cfd47f75f761e22f701931952b2531344af0a1aebc466f20f058f9f760df78c2,PASS,False,[],0.2899305555555556,0.2829861111111111,0.25
X,BAG_CANON_D10,4,cross_session,0train_TO_1test,"[""0train""]","[""1test""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[4],[4],f1b9aead87aa6c80d34630976198f58cc608174560d755a9a206a4de5356e9a1,e923e1eb5f3c03b47a0cd39a5d0726b061b18d91d732f160f172e2df98622c3f,f1b9aead87aa6c80d34630976198f58cc608174560d755a9a206a4de5356e9a1,462ba93e37ce31b087b40a73c8cb898864baa7fb8c572c37170ca91b451b2fca,0ca35429cefb4ca3dba0595989f6385f07d0fca545cfebee068cb20d86a3018f,0.2777777777777778,0.2777777777777778,0.26464723272620155,0.2222222222222222,0.09722222222222222,0.4166666666666667,0.375,"[[16,13,28,15],[15,7,23,27],[9,14,30,19],[7,10,28,27]]",313bbdadee5f8daeda33efec72361d4fac6da5c01fabe7e229e4f240b69c51fe,PASS,False,[],0.27083333333333337,0.2829861111111111,0.25
X,BAG_CANON_D10,4,cross_session,1test_TO_0train,"[""1test""]","[""0train""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[4],[4],e923e1eb5f3c03b47a0cd39a5d0726b061b18d91d732f160f172e2df98622c3f,f1b9aead87aa6c80d34630976198f58cc608174560d755a9a206a4de5356e9a1,e923e1eb5f3c03b47a0cd39a5d0726b061b18d91d732f160f172e2df98622c3f,7bf07afce43312d05fb55f080cc37d50acb226df041eb91ca891ecaaa7265160,59931548b9da0981ae4312ea98385adeb1d4f2023690ed655e4999935a5967c4,0.2638888888888889,0.2638888888888889,0.25983304959797426,0.3055555555555556,0.3472222222222222,0.2361111111111111,0.16666666666666666,"[[22,25,17,8],[21,25,19,7],[27,21,17,7],[19,20,21,12]]",290744f0e42e33affffe242f3af32eb575f9d3cf822faf7beb7f963a358fa6ad,PASS,False,[],0.27083333333333337,0.2829861111111111,0.25
X,BAG_CANON_D10,5,cross_session,0train_TO_1test,"[""0train""]","[""1test""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[5],[5],afbd4147e32708cb86ffd1c83a1ad7854e7dc2e716792465de81bfbd14d91be7,b53b74cd471fd3212c5d7b3d4348b288cdbd3a0b9cbdd55ffbd167abe4924e6b,afbd4147e32708cb86ffd1c83a1ad7854e7dc2e716792465de81bfbd14d91be7,19d056ca8ae300c7e4007a3c59026f58a5ccea2bafab530ac1f38f51572ef7c2,2b23ec905b83f8f09f4a73ca3009df84179b15f52da5513670c67b37c16dec62,0.2986111111111111,0.2986111111111111,0.2917129905556574,0.3055555555555556,0.4583333333333333,0.19444444444444445,0.2361111111111111,"[[22,25,16,9],[19,33,11,9],[25,17,14,16],[16,24,15,17]]",46c6226d00502121852866aa27ddb77b42717c0d99d9b96951095b90ad629f43,PASS,False,[],0.2829861111111111,0.2829861111111111,0.25
X,BAG_CANON_D10,5,cross_session,1test_TO_0train,"[""1test""]","[""0train""]","[0,1,2,3,4,5]","[0,1,2,3,4,5]",288,288,[5],[5],b53b74cd471fd3212c5d7b3d4348b288cdbd3a0b9cbdd55ffbd167abe4924e6b,afbd4147e32708cb86ffd1c83a1ad7854e7dc2e716792465de81bfbd14d91be7,b53b74cd471fd3212c5d7b3d4348b288cdbd3a0b9cbdd55ffbd167abe4924e6b,ff7601b6df682a0f94497550de481803ba5c7c990d2520a0bba458daf88c704b,f9bb7e9670a93a4f5123343dccf61a0bdb5e6a073e89ebce04056978203c2d0b,0.2673611111111111,0.2673611111111111,0.25706091438490697,0.1388888888888889,0.19444444444444445,0.4027777777777778,0.3333333333333333,"[[10,16,23,23],[12,14,18,28],[6,14,29,23],[11,11,26,24]]",c07c1e616c87dfb6c210a26670daadd8e3a6378675a497533e66d61620f2e9d9,PASS,False,[],0.2829861111111111,0.2829861111111111,0.25
