stage,representation,observed,null_median,effect,p_value,exceedance_count,replicates,passed,status,prerequisite_w_pass,prerequisite_x_pass
O,PATH_D10,0.2881944444444444,0.2725694444444445,0.015624999999999944,0.072,143,1999,False,PASS,True,True
