matrix,outer_label,row,column,value
delta_H,R,S4,S4,0.0
delta_H,R,S4,S5,0.07556877330202555
delta_H,R,S4,S6,0.18222081373405202
delta_H,R,S4,S7,0.3416892023022449
delta_H,R,S4,S8,0.5130380714766958
delta_H,R,S4,S9,0.10039982268308845
delta_H,R,S5,S1,0.027716687258884987
delta_H,R,S5,S2,0.25468182528245564
delta_H,R,S5,S3,0.08703154510013644
delta_H,R,S5,S4,0.07556877330202555
delta_H,R,S5,S5,0.0
delta_H,R,S5,S6,0.012160370687390343
delta_H,R,S5,S7,0.05080091184143909
delta_H,R,S5,S8,0.0853205412153678
delta_H,R,S5,S9,-0.03518994098982564
delta_H,R,S6,S1,0.13390588181377666
delta_H,R,S6,S2,0.4033855165722177
delta_H,R,S6,S3,0.08312485059845781
delta_H,R,S6,S4,0.18222081373405202
delta_H,R,S6,S5,0.012160370687390343
delta_H,R,S6,S6,0.0
delta_H,R,S6,S7,0.08259747197399514
delta_H,R,S6,S8,0.19420493523646187
delta_H,R,S6,S9,-0.02071965253576713
delta_H,R,S7,S1,0.022413794818081645
delta_H,R,S7,S2,0.8405753217902441
delta_H,R,S7,S3,0.06239257158528044
delta_H,R,S7,S4,0.3416892023022449
delta_H,R,S7,S5,0.05080091184143909
delta_H,R,S7,S6,0.08259747197399514
delta_H,R,S7,S7,0.0
delta_H,R,S7,S8,0.1311538117608969
delta_H,R,S7,S9,-0.056765077345236836
delta_H,R,S8,S1,0.049557778095784155
delta_H,R,S8,S2,0.963645008318296
delta_H,R,S8,S3,0.13211042273015916
delta_H,R,S8,S4,0.5130380714766958
delta_H,R,S8,S5,0.0853205412153678
delta_H,R,S8,S6,0.19420493523646187
delta_H,R,S8,S7,0.1311538117608969
delta_H,R,S8,S8,0.0
delta_H,R,S8,S9,0.03181654115696164
delta_H,R,S9,S1,-0.03220079169378093
delta_H,R,S9,S2,0.42849278736215124
delta_H,R,S9,S3,0.005633049425456282
delta_H,R,S9,S4,0.10039982268308845
delta_H,R,S9,S5,-0.03518994098982564
delta_H,R,S9,S6,-0.02071965253576713
delta_H,R,S9,S7,-0.056765077345236836
delta_H,R,S9,S8,0.03181654115696164
delta_H,R,S9,S9,0.0
delta_H,F,S1,S1,0.0
delta_H,F,S1,S2,0.07742867953238186
delta_H,F,S1,S3,0.1274428332657228
delta_H,F,S1,S4,-0.057902055765963856
delta_H,F,S1,S5,0.17695667803125692
delta_H,F,S1,S6,0.19378980121017353
delta_H,F,S1,S7,0.25765506022742424
delta_H,F,S1,S8,0.3343766753022723
delta_H,F,S1,S9,0.772019858681571
delta_H,F,S2,S1,0.07742867953238186
delta_H,F,S2,S2,0.0
delta_H,F,S2,S3,0.3890807832190062
delta_H,F,S2,S4,0.1126951532282543
delta_H,F,S2,S5,0.421616766819477
delta_H,F,S2,S6,0.25663120923425564
delta_H,F,S2,S7,0.7386930955839093
delta_H,F,S2,S8,0.6521685423751147
delta_H,F,S2,S9,1.903867874657494
delta_H,F,S3,S1,0.1274428332657228
delta_H,F,S3,S2,0.3890807832190062
delta_H,F,S3,S3,0.0
delta_H,F,S3,S4,0.08220283148877117
delta_H,F,S3,S5,0.13506035864684213
delta_H,F,S3,S6,0.021190625917615558
delta_H,F,S3,S7,0.1369195456447645
delta_H,F,S3,S8,0.21021057233508367
delta_H,F,S3,S9,0.6920714398112559
delta_H,F,S4,S1,-0.057902055765963856
delta_H,F,S4,S2,0.1126951532282543
delta_H,F,S4,S3,0.08220283148877117
delta_H,F,S4,S4,0.0
delta_H,F,S4,S5,0.13780276416165188
delta_H,F,S4,S6,0.018187828394386985
delta_H,F,S4,S7,0.2580904238232157
delta_H,F,S4,S8,0.3777382584581688
delta_H,F,S4,S9,1.0931805229194231
delta_H,F,S5,S1,0.17695667803125692
delta_H,F,S5,S2,0.421616766819477
delta_H,F,S5,S3,0.13506035864684213
delta_H,F,S5,S4,0.13780276416165188
delta_H,F,S5,S5,0.0
delta_H,F,S5,S6,0.15568378851476267
delta_H,F,S5,S7,-0.031076422552048732
delta_H,F,S5,S8,0.1589486769249009
delta_H,F,S5,S9,0.2539990645667389
delta_H,F,S6,S1,0.19378980121017353
delta_H,F,S6,S2,0.25663120923425564
delta_H,F,S6,S3,0.021190625917615558
delta_H,F,S6,S4,0.018187828394386985
delta_H,F,S6,S5,0.15568378851476267
delta_H,F,S6,S6,0.0
delta_H,F,S6,S7,0.22904827296060398
delta_H,F,S6,S8,0.3668645183694851
delta_H,F,S6,S9,0.9176377469956032
delta_H,F,S7,S1,0.25765506022742424
delta_H,F,S7,S2,0.7386930955839093
delta_H,F,S7,S3,0.1369195456447645
delta_H,F,S7,S4,0.2580904238232157
delta_H,F,S7,S5,-0.031076422552048732
delta_H,F,S7,S6,0.22904827296060398
delta_H,F,S7,S7,0.0
delta_H,F,S7,S8,-0.04212127098307178
delta_H,F,S7,S9,0.04513872581467282
delta_H,F,S8,S1,0.3343766753022723
delta_H,F,S8,S2,0.6521685423751147
delta_H,F,S8,S3,0.21021057233508367
delta_H,F,S8,S4,0.3777382584581688
delta_H,F,S8,S5,0.1589486769249009
delta_H,F,S8,S6,0.3668645183694851
delta_H,F,S8,S7,-0.04212127098307178
delta_H,F,S8,S8,0.0
delta_H,F,S8,S9,-0.07379120722660415
delta_H,F,S9,S1,0.772019858681571
delta_H,F,S9,S2,1.903867874657494
delta_H,F,S9,S3,0.6920714398112559
delta_H,F,S9,S4,1.0931805229194231
delta_H,F,S9,S5,0.2539990645667389
delta_H,F,S9,S6,0.9176377469956032
delta_H,F,S9,S7,0.04513872581467282
delta_H,F,S9,S8,-0.07379120722660415
delta_H,F,S9,S9,0.0
delta_H,T,S1,S1,0.0
delta_H,T,S1,S2,-0.006408084978580031
delta_H,T,S1,S3,0.15763301941963065
delta_H,T,S1,S4,0.1341435128917186
delta_H,T,S1,S5,0.1590956877453651
delta_H,T,S1,S6,0.42685761859518845
delta_H,T,S1,S7,0.19834488478968393
delta_H,T,S1,S8,-0.0005929759336549267
delta_H,T,S1,S9,0.03243919492037284
delta_H,T,S2,S1,-0.006408084978580031
delta_H,T,S2,S2,0.0
delta_H,T,S2,S3,0.058811989688078825
delta_H,T,S2,S4,0.08036964573989436
delta_H,T,S2,S5,0.15737010742651175
delta_H,T,S2,S6,0.4612090701938364
delta_H,T,S2,S7,0.16427775239083092
delta_H,T,S2,S8,0.03298262387402723
delta_H,T,S2,S9,0.06227320566267486
delta_H,T,S3,S1,0.15763301941963065
delta_H,T,S3,S2,0.058811989688078825
delta_H,T,S3,S3,0.0
delta_H,T,S3,S4,0.07268515463352454
delta_H,T,S3,S5,0.2117754620378654
delta_H,T,S3,S6,0.43072541895966965
delta_H,T,S3,S7,0.13506341721796367
delta_H,T,S3,S8,0.10986884214569581
delta_H,T,S3,S9,0.2491915614624569
delta_H,T,S4,S1,0.1341435128917186
delta_H,T,S4,S2,0.08036964573989436
delta_H,T,S4,S3,0.07268515463352454
delta_H,T,S4,S4,0.0
delta_H,T,S4,S5,0.22028013271561658
delta_H,T,S4,S6,0.5150365649976726
delta_H,T,S4,S7,0.1546933629253524
delta_H,T,S4,S8,0.24563068293595597
delta_H,T,S4,S9,0.10307429983917554
delta_H,T,S5,S1,0.1590956877453651
delta_H,T,S5,S2,0.15737010742651175
delta_H,T,S5,S3,0.2117754620378654
delta_H,T,S5,S4,0.22028013271561658
delta_H,T,S5,S5,0.0
delta_H,T,S5,S6,0.04954189639090173
delta_H,T,S5,S7,0.04925137705115035
delta_H,T,S5,S8,0.028370921514462688
delta_H,T,S5,S9,0.211644006051733
delta_H,T,S6,S1,0.42685761859518845
delta_H,T,S6,S2,0.4612090701938364
delta_H,T,S6,S3,0.43072541895966965
delta_H,T,S6,S4,0.5150365649976726
delta_H,T,S6,S5,0.04954189639090173
delta_H,T,S6,S6,0.0
delta_H,T,S6,S7,0.07317619624049226
delta_H,T,S6,S8,0.18023973374357932
delta_H,T,S6,S9,0.8534865808166694
delta_H,T,S7,S1,0.19834488478968393
delta_H,T,S7,S2,0.16427775239083092
delta_H,T,S7,S3,0.13506341721796367
delta_H,T,S7,S4,0.1546933629253524
delta_H,T,S7,S5,0.04925137705115035
delta_H,T,S7,S6,0.07317619624049226
delta_H,T,S7,S7,0.0
delta_H,T,S7,S8,0.1326212769789702
delta_H,T,S7,S9,0.40144396217994854
delta_H,T,S8,S1,-0.0005929759336549267
delta_H,T,S8,S2,0.03298262387402723
delta_H,T,S8,S3,0.10986884214569581
delta_H,T,S8,S4,0.24563068293595597
delta_H,T,S8,S5,0.028370921514462688
delta_H,T,S8,S6,0.18023973374357932
delta_H,T,S8,S7,0.1326212769789702
delta_H,T,S8,S8,0.0
delta_H,T,S8,S9,0.20522216546349042
delta_H,T,S9,S1,0.03243919492037284
delta_H,T,S9,S2,0.06227320566267486
delta_H,T,S9,S3,0.2491915614624569
delta_H,T,S9,S4,0.10307429983917554
delta_H,T,S9,S5,0.211644006051733
delta_H,T,S9,S6,0.8534865808166694
delta_H,T,S9,S7,0.40144396217994854
delta_H,T,S9,S8,0.20522216546349042
delta_H,T,S9,S9,0.0
