pair,raw_mean,raw_std,baseline_adjusted_mean,baseline_adjusted_std
LR,0.5086492323745038,0.5624295524121404,0.15656493093976115,0.4299802580196651
LF,0.6191039119121409,0.43756690280137983,0.2599722446623185,0.36030483195156554
LT,1.4361872423681281,2.0243954660785684,1.0989021674618225,1.9565442094642247
RF,0.5166058397056871,0.21326748423265326,0.1575289065716441,0.1992241836978305
RT,0.7413313790716303,0.38452140529443507,0.4041010382811039,0.36836374420417367
FT,0.6257990225295669,0.5994097394542828,0.2815213159239606,0.5369713537643549
