subject,LR,LF,LT,RF,RT,FT
1,0.257378887889783,0.9063277856746847,1.2560960277754725,0.9687887972008046,1.270468454675012,0.2787981795894454
2,0.24794681787436174,0.2884805446013188,0.20044820732518218,0.36575609418811217,0.22051285899038633,0.2548782716203655
3,0.26381470559574693,0.4749496592360076,1.013366936310566,0.5239322296899354,1.1423971752572468,0.48550462678590955
4,0.47998202249800537,0.38835215519180644,0.6228377257177993,0.3639262658631638,0.5672497841949403,0.34225204463236325
5,0.2570719751429397,0.28996977464872004,0.3325664908162091,0.2710060424138235,0.31690796603839233,0.2401718241382313
6,0.31947787434083497,0.5203155919861232,0.360133338377859,0.45165001787191605,0.39615326932192096,0.5451301832230794
7,0.26860867114030407,0.4051687491914764,0.6615296014657748,0.46195506072797876,0.5753853088781771,0.5082874908675337
8,0.3981538535982422,0.5444056069689346,1.4293402391466887,0.43501441460910706,1.0011167186105814,0.7082851398286505
9,2.085408283290316,1.7539653397101955,7.049366614377602,0.8074236347863435,1.181790875678016,2.268883442080523
