registration_id,fixture_type,solver,subject,session,class_label,gpa_start,gpa_outer_iteration,trial_position,global_sample_index,target_hash,source_hash,start_index,initial_determinant,final_determinant,starting_permutation,final_permutation,initial_objective,final_objective,final_gradient_norm,gradient_tolerance,gradient_ratio_to_tolerance,optimizer_iterations,cost_calls_counted,gradient_calls_counted,hessian_calls_counted,runtime_seconds,alternations,stopping_criterion,converged,objective_change_last_10_iterations,objective_change_last_50_iterations,objective_change_last_100_iterations,trajectory_classification,truth_determinant,dimension,audit_index
real_audit_1,deterministic_real_audit_bank,ConjugateGradient,6.0,0train,tongue,0.0,1.0,68.0,1715.0,e10ea8d6ded91aa06d17b832ecd60a1caabd5797534e4c846c9c9d35c0dbc0d3,cec1d2780b8079418178463b664c6b67e6a6fb4c2494cbc599a14dc7a5b2760c,2,1,1,"2,1,4,3,0","2,1,4,3,0",13.583816540821648,7.188867484450792,0.0014231894881375625,1e-06,1423.1894881375626,250,641,250,0,0.550596042,1,action_failure:Terminated - max iterations reached after 0.55 seconds.,False,1.6340120831515037e-05,8.648076597150833e-05,0.004208308179499909,still_descending_at_termination,,,1.0
real_audit_1,deterministic_real_audit_bank,ConjugateGradient,6.0,0train,tongue,0.0,1.0,68.0,1715.0,e10ea8d6ded91aa06d17b832ecd60a1caabd5797534e4c846c9c9d35c0dbc0d3,cec1d2780b8079418178463b664c6b67e6a6fb4c2494cbc599a14dc7a5b2760c,3,-1,-1,"2,1,4,3,0","2,1,4,3,0",13.656637247930712,7.467885470469058,0.012410954094445781,1e-06,12410.954094445782,250,625,250,0,0.536340792,1,action_failure:Terminated - max iterations reached after 0.54 seconds.,False,0.00023448064925712941,0.0020261022230378956,0.11143380519710977,still_descending_at_termination,,,1.0
real_audit_1,deterministic_real_audit_bank,TrustRegions,6.0,0train,tongue,0.0,1.0,68.0,1715.0,e10ea8d6ded91aa06d17b832ecd60a1caabd5797534e4c846c9c9d35c0dbc0d3,cec1d2780b8079418178463b664c6b67e6a6fb4c2494cbc599a14dc7a5b2760c,0,-1,-1,"2,1,3,4,0","2,1,3,4,0",14.508079979628397,7.556860500738665,9.16369553136478e-08,1e-06,0.09163695531364781,21,22,22,268,0.361776457,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,1.0
real_audit_1,deterministic_real_audit_bank,TrustRegions,6.0,0train,tongue,0.0,1.0,68.0,1715.0,e10ea8d6ded91aa06d17b832ecd60a1caabd5797534e4c846c9c9d35c0dbc0d3,cec1d2780b8079418178463b664c6b67e6a6fb4c2494cbc599a14dc7a5b2760c,1,1,1,"2,1,3,4,0","2,1,3,4,0",15.221795443940175,7.518959933485215,2.067302162980024e-07,1e-06,0.20673021629800242,16,17,17,220,0.304078791,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,1.0
real_audit_1,deterministic_real_audit_bank,TrustRegions,6.0,0train,tongue,0.0,1.0,68.0,1715.0,e10ea8d6ded91aa06d17b832ecd60a1caabd5797534e4c846c9c9d35c0dbc0d3,cec1d2780b8079418178463b664c6b67e6a6fb4c2494cbc599a14dc7a5b2760c,2,1,1,"2,1,4,3,0","2,1,4,3,0",13.583816540821648,7.443204874768611,6.337700566237792e-08,1e-06,0.06337700566237792,26,27,25,381,0.507202667,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,1.0
real_audit_1,deterministic_real_audit_bank,TrustRegions,6.0,0train,tongue,0.0,1.0,68.0,1715.0,e10ea8d6ded91aa06d17b832ecd60a1caabd5797534e4c846c9c9d35c0dbc0d3,cec1d2780b8079418178463b664c6b67e6a6fb4c2494cbc599a14dc7a5b2760c,3,-1,-1,"2,1,4,3,0","2,1,4,3,0",13.656637247930712,7.187994885584951,8.99928784881101e-07,1e-06,0.8999287848811011,33,34,33,470,0.622476957,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,1.0
real_audit_2,deterministic_real_audit_bank,ConjugateGradient,5.0,0train,left_hand,0.0,1.0,26.0,1252.0,8af67793452933180cddb7ed45dd60a1225997834c56ab7daef981ff969aa91a,da2ca786f917b6865136360ff106211ebf08d90084ea3f1280e4e0411169e42c,0,1,1,"3,0,1,4,2","3,0,1,4,2",7.037527360393858,3.327132652232687,4.4803626496906034e-05,1e-06,44.803626496906034,250,639,250,0,0.554653041,1,action_failure:Terminated - max iterations reached after 0.55 seconds.,False,2.191915093874286e-09,1.5182309320849185e-07,1.021915018917241e-05,plateaued_by_frozen_descriptive_rule,,,2.0
real_audit_2,deterministic_real_audit_bank,ConjugateGradient,5.0,0train,left_hand,0.0,1.0,26.0,1252.0,8af67793452933180cddb7ed45dd60a1225997834c56ab7daef981ff969aa91a,da2ca786f917b6865136360ff106211ebf08d90084ea3f1280e4e0411169e42c,1,-1,-1,"3,0,1,4,2","3,0,1,4,2",7.393887120203081,3.175954531804533,0.12073943337022994,1e-06,120739.43337022995,250,612,250,0,0.533390041,1,action_failure:Terminated - max iterations reached after 0.53 seconds.,False,0.04891266989828136,0.16544716491590705,0.1824470754376506,still_descending_at_termination,,,2.0
real_audit_2,deterministic_real_audit_bank,ConjugateGradient,5.0,0train,left_hand,0.0,1.0,26.0,1252.0,8af67793452933180cddb7ed45dd60a1225997834c56ab7daef981ff969aa91a,da2ca786f917b6865136360ff106211ebf08d90084ea3f1280e4e0411169e42c,2,-1,-1,"2,0,1,4,3","2,0,1,4,3",7.116474598811405,3.314253514181509,0.022933773178803553,1e-06,22933.773178803553,250,628,250,0,0.541230916,1,action_failure:Terminated - max iterations reached after 0.54 seconds.,False,0.0023143479024825275,0.01355839772362355,0.05527565946320312,still_descending_at_termination,,,2.0
real_audit_2,deterministic_real_audit_bank,ConjugateGradient,5.0,0train,left_hand,0.0,1.0,26.0,1252.0,8af67793452933180cddb7ed45dd60a1225997834c56ab7daef981ff969aa91a,da2ca786f917b6865136360ff106211ebf08d90084ea3f1280e4e0411169e42c,3,1,1,"2,0,1,4,3","2,0,1,4,3",7.680070354759721,3.3628729298636797,0.001010470788748312,1e-06,1010.470788748312,250,632,250,0,0.54539175,1,action_failure:Terminated - max iterations reached after 0.54 seconds.,False,1.292886288650763e-05,0.00029390642412474577,0.003549289380198939,still_descending_at_termination,,,2.0
real_audit_2,deterministic_real_audit_bank,TrustRegions,5.0,0train,left_hand,0.0,1.0,26.0,1252.0,8af67793452933180cddb7ed45dd60a1225997834c56ab7daef981ff969aa91a,da2ca786f917b6865136360ff106211ebf08d90084ea3f1280e4e0411169e42c,0,1,1,"3,0,1,4,2","3,0,1,4,2",7.037527360393858,3.167457342008054,6.115910880504301e-07,1e-06,0.61159108805043,37,38,35,596,0.791728291,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,2.0
real_audit_2,deterministic_real_audit_bank,TrustRegions,5.0,0train,left_hand,0.0,1.0,26.0,1252.0,8af67793452933180cddb7ed45dd60a1225997834c56ab7daef981ff969aa91a,da2ca786f917b6865136360ff106211ebf08d90084ea3f1280e4e0411169e42c,1,-1,-1,"3,0,1,4,2","3,0,1,4,2",7.393887120203081,3.1850933773188324,2.6128043434833347e-07,1e-06,0.2612804343483335,37,38,35,530,0.708608125,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,2.0
real_audit_2,deterministic_real_audit_bank,TrustRegions,5.0,0train,left_hand,0.0,1.0,26.0,1252.0,8af67793452933180cddb7ed45dd60a1225997834c56ab7daef981ff969aa91a,da2ca786f917b6865136360ff106211ebf08d90084ea3f1280e4e0411169e42c,2,-1,-1,"2,0,1,4,3","2,0,1,4,3",7.116474598811405,3.3137432610316693,5.84982235827388e-07,1e-06,0.584982235827388,25,26,25,327,0.437958791,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,2.0
real_audit_2,deterministic_real_audit_bank,TrustRegions,5.0,0train,left_hand,0.0,1.0,26.0,1252.0,8af67793452933180cddb7ed45dd60a1225997834c56ab7daef981ff969aa91a,da2ca786f917b6865136360ff106211ebf08d90084ea3f1280e4e0411169e42c,3,1,1,"2,0,1,4,3","2,0,1,4,3",7.680070354759721,3.362867811075046,2.494948725328658e-07,1e-06,0.24949487253286584,24,25,24,356,0.477530375,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,2.0
real_audit_3,deterministic_real_audit_bank,ConjugateGradient,2.0,0train,left_hand,0.0,1.0,60.0,529.0,7cd1d84e0b3a38f6b24ab77577010d251b9e10d65085eb6804fb4f5322bc1ce8,867ea03cc1a531f3442087b847a23ff75a4ab079f6dc6a5c90053b7fbdadbe28,0,1,1,"4,3,1,0,2","4,3,1,0,2",9.430753402549549,5.714099385710699,0.000930395260984184,1e-06,930.395260984184,250,640,250,0,0.550855834,1,action_failure:Terminated - max iterations reached after 0.55 seconds.,False,1.158691586056193e-05,0.0013695265089239683,0.006440945165796741,still_descending_at_termination,,,3.0
real_audit_3,deterministic_real_audit_bank,ConjugateGradient,2.0,0train,left_hand,0.0,1.0,60.0,529.0,7cd1d84e0b3a38f6b24ab77577010d251b9e10d65085eb6804fb4f5322bc1ce8,867ea03cc1a531f3442087b847a23ff75a4ab079f6dc6a5c90053b7fbdadbe28,1,-1,-1,"4,3,1,0,2","4,3,1,0,2",9.923720900832649,5.627348425141432,0.0010795591397726755,1e-06,1079.5591397726755,250,614,250,0,0.535435499,1,action_failure:Terminated - max iterations reached after 0.53 seconds.,False,1.9845507138960272e-05,0.0005913536786046336,0.0018666744761643983,still_descending_at_termination,,,3.0
real_audit_3,deterministic_real_audit_bank,ConjugateGradient,2.0,0train,left_hand,0.0,1.0,60.0,529.0,7cd1d84e0b3a38f6b24ab77577010d251b9e10d65085eb6804fb4f5322bc1ce8,867ea03cc1a531f3442087b847a23ff75a4ab079f6dc6a5c90053b7fbdadbe28,2,1,1,"4,1,3,0,2","4,1,3,0,2",9.060061520711002,5.772780563647936,0.0014833570052450906,1e-06,1483.3570052450907,250,640,250,0,0.550618916,1,action_failure:Terminated - max iterations reached after 0.55 seconds.,False,8.208958711009018e-06,6.83412510769088e-05,0.0003221868027285524,still_descending_at_termination,,,3.0
real_audit_3,deterministic_real_audit_bank,ConjugateGradient,2.0,0train,left_hand,0.0,1.0,60.0,529.0,7cd1d84e0b3a38f6b24ab77577010d251b9e10d65085eb6804fb4f5322bc1ce8,867ea03cc1a531f3442087b847a23ff75a4ab079f6dc6a5c90053b7fbdadbe28,3,-1,-1,"4,1,3,0,2","4,1,3,0,2",9.471766656463853,5.756060301091888,4.114329503524219e-05,1e-06,41.14329503524219,250,635,250,0,0.547321499,1,action_failure:Terminated - max iterations reached after 0.55 seconds.,False,8.325456768432105e-09,9.471456417387003e-06,0.00025431850094914665,still_descending_at_termination,,,3.0
real_audit_3,deterministic_real_audit_bank,TrustRegions,2.0,0train,left_hand,0.0,1.0,60.0,529.0,7cd1d84e0b3a38f6b24ab77577010d251b9e10d65085eb6804fb4f5322bc1ce8,867ea03cc1a531f3442087b847a23ff75a4ab079f6dc6a5c90053b7fbdadbe28,0,1,1,"4,3,1,0,2","4,3,1,0,2",9.430753402549549,5.666725992021162,2.336246665299417e-07,1e-06,0.2336246665299417,19,20,20,260,0.351594541,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,3.0
real_audit_3,deterministic_real_audit_bank,TrustRegions,2.0,0train,left_hand,0.0,1.0,60.0,529.0,7cd1d84e0b3a38f6b24ab77577010d251b9e10d65085eb6804fb4f5322bc1ce8,867ea03cc1a531f3442087b847a23ff75a4ab079f6dc6a5c90053b7fbdadbe28,1,-1,-1,"4,3,1,0,2","4,3,1,0,2",9.923720900832649,5.624753933440909,1.6028834060576557e-07,1e-06,0.16028834060576558,32,33,29,563,0.73594554,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,3.0
real_audit_3,deterministic_real_audit_bank,TrustRegions,2.0,0train,left_hand,0.0,1.0,60.0,529.0,7cd1d84e0b3a38f6b24ab77577010d251b9e10d65085eb6804fb4f5322bc1ce8,867ea03cc1a531f3442087b847a23ff75a4ab079f6dc6a5c90053b7fbdadbe28,2,1,1,"4,1,3,0,2","4,1,3,0,2",9.060061520711002,5.772758973289659,6.615401403638556e-07,1e-06,0.6615401403638556,30,31,30,571,0.751274582,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,3.0
real_audit_3,deterministic_real_audit_bank,TrustRegions,2.0,0train,left_hand,0.0,1.0,60.0,529.0,7cd1d84e0b3a38f6b24ab77577010d251b9e10d65085eb6804fb4f5322bc1ce8,867ea03cc1a531f3442087b847a23ff75a4ab079f6dc6a5c90053b7fbdadbe28,3,-1,-1,"4,1,3,0,2","4,1,3,0,2",9.471766656463853,5.7560602930846185,3.3676499120257095e-07,1e-06,0.336764991202571,21,22,22,284,0.378253167,1,assignment_stable_and_action_converged,True,,,,not_determinable_no_iteration_trace,,,3.0
