registration_id,fixture_type,solver,subject,session,class_label,gpa_start,gpa_outer_iteration,trial_position,global_sample_index,target_hash,source_hash,start_index,alternation,iteration,objective,gradient_norm,trace_source,truth_determinant,dimension,audit_index
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,0,1,1,1.4878062661692633e-16,2.3113874164755e-08,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,1,1.7834412353274043,0.7878131316960231,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,2,1.260757754466034,0.5535922699199108,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,3,1.067001073744731,0.6087388111299326,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,4,1.0320987477681374,0.5326224007647942,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,5,0.9082376886331168,0.4572480779932094,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,6,0.6193909644309518,0.31258644918898754,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,7,0.4505492318636195,0.5814204018751392,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,8,0.4475458742279951,0.5047714085770376,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,9,0.43576442861703707,0.48599194719734223,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,10,0.39220027678223934,0.419407353550552,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,11,0.27731089079442844,0.25908993584431367,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,12,0.2709242839484086,0.6496101386373968,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,13,0.2512281696361723,0.5125608688153885,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,14,0.23305612341622695,0.1260574844099892,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,15,0.22690374999453572,0.1408651261703824,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,16,0.2263486620679469,0.41394876738618913,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,17,0.224340523732855,0.37692520719802497,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,18,0.21796143546687227,0.2236816135313036,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,19,0.2162965858040396,0.20807366117688642,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,20,0.21195687582724326,0.19736293171447453,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,21,0.20939654033019495,0.12767968964418425,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,22,0.20901743105460863,0.17285023571289695,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,23,0.2076851700228372,0.15317048539197053,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,24,0.20461375920672217,0.04564731760548986,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,25,0.20398678657238975,0.17672654751341563,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,26,0.20163475222828042,0.1672952688499981,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,27,0.1973999277769256,0.07329596142268831,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,28,0.19614520344227343,0.09866801729478136,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,29,0.19418884445395657,0.14422456356602717,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,30,0.1878994603121166,0.15692550467803043,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,31,0.17243998775733657,0.17893433249191557,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,32,0.1597404643634287,0.35420868591744137,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,33,0.14482915346839936,0.3614804086921226,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,34,0.13685450848272343,0.36334094987353033,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,35,0.13559317819611375,0.1992253643079831,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,36,0.13400253585991223,0.0999130797629288,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,37,0.13310457256155747,0.18425602489572362,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,38,0.1307113279435021,0.14948227632815547,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,39,0.12933967359628223,0.1732749341307944,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,40,0.128020245609716,0.15158351093932948,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,41,0.12495232891376913,0.08293758872318352,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,42,0.1237882542498168,0.10158705370138461,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,43,0.12178882706378913,0.12905191426853632,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,44,0.11552401866027122,0.10983663411465974,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,45,0.11480843396150697,0.17423591009906744,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,46,0.11344716843687172,0.1360989853919345,deterministic_forensic_reproduction_log,,,
failed_real_registration,frozen_failed_real,ConjugateGradient,1.0,0train,left_hand,0.0,1.0,0.0,3.0,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,324e9aad5de12568fc062f30b528805d24587a1a67884a541cae390024c86a61,1,1,47,0.11189750186682332,0.11277883384853755,deterministic_forensic_reproduction_log,,,
