protocol_version,protocol_sha256,config_sha256,code_commit,phase,session,status,geometry,object,stage,observed,null_median,effect,p_value,exceedances,replicates,gate_pass
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,D,S,0.9795198721014751,0.9639527204432033,0.015567151658271716,0.0051299487005129945,512,100000,True
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,S,0.8734748135498402,0.7702145360975794,0.10326027745226085,0.0041599584004159956,415,100000,True
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,S,0.9783393448967027,0.9576962687745344,0.020643076122168313,0.002979970200297997,297,100000,True
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,S,0.8668751835741577,0.7414951697599358,0.12538001381422192,0.0036699633003669965,366,100000,True
