session,geometry,subject,split,class_pair,D_exact,D_tan,C,relative_curvature
1test,AIRM,6,F,34,0.860471649579312,0.8603217566585674,0.00025793474965907226,0.0003483667712993273
1test,AIRM,7,A,12,0.7248995390832614,0.724646171713915,0.0003672675834920369,0.000698919166374372
1test,AIRM,7,A,13,1.3943629649473472,1.3941929843930247,0.00047400028602817557,0.00024379619627125086
1test,AIRM,7,A,14,1.7620490681614125,1.7618881994170432,0.0005668913634715445,0.0001825844738457591
1test,AIRM,7,A,23,1.2728022562721282,1.2726539492870153,0.00037750893558352594,0.00023302652711896702
1test,AIRM,7,A,24,1.5805181394995926,1.580352294981303,0.0005242130345828322,0.00020984993854011698
1test,AIRM,7,A,34,1.0420883752834247,1.0415788960448658,0.001061585214806593,0.000977565258176859
1test,AIRM,7,B,12,0.6479321529709194,0.6476768756278682,0.0003307396304538246,0.0007878203105234022
1test,AIRM,7,B,13,1.0950158084979074,1.0948826139816477,0.0002916824610399438,0.00024325934754658947
1test,AIRM,7,B,14,1.4628211616156939,1.462718406480074,0.00030061421508120745,0.00014048405823592175
1test,AIRM,7,B,23,1.1305046457695687,1.1303686363640095,0.00030750003114743407,0.00024060268043830403
1test,AIRM,7,B,24,1.5408538989077185,1.5407259815266448,0.00039418762787457595,0.00016602751434483724
1test,AIRM,7,B,34,1.079402447392039,1.0791427834028813,0.0005604964654053468,0.000481067570389715
1test,AIRM,7,F,12,0.6104204373228967,0.6102204306899182,0.00024413627008734728,0.0006552004299843871
1test,AIRM,7,F,13,1.2043690223266867,1.2042577515605775,0.0002680097464018427,0.00018476998981979418
1test,AIRM,7,F,14,1.5798189062327945,1.5797297729442055,0.00028162096423223204,0.00011283669766197692
1test,AIRM,7,F,23,1.1650531345592559,1.1649639076055187,0.00020790032282791415,0.00015316646823268016
1test,AIRM,7,F,24,1.5250985211350732,1.5249892562475857,0.0003332674978224759,0.00014328382312401344
1test,AIRM,7,F,34,1.005718760306749,1.0054452783250756,0.0005500171267553977,0.0005437798496206246
1test,AIRM,8,A,12,1.2860630549109788,1.2854419656161806,0.001597134239769149,0.0009656436649466291
1test,AIRM,8,A,13,1.002092867881671,1.0016078337750123,0.0009718631798394384,0.0009678079523893633
1test,AIRM,8,A,14,1.9777566340934907,1.9772621234668792,0.0019557988040608265,0.0005000097538035607
1test,AIRM,8,A,23,0.8659472852646617,0.8655440231631597,0.000698244823769012,0.0009311610787529883
1test,AIRM,8,A,24,1.5338239386206203,1.533089900871119,0.0022512305326549686,0.0009569052716503285
1test,AIRM,8,A,34,1.447441554007701,1.4470972669055153,0.0009965523828161515,0.0004756615634358689
1test,AIRM,8,B,12,1.375561341579615,1.3749229782294425,0.0017558083849902317,0.0009279342283181324
1test,AIRM,8,B,13,1.006887978684094,1.0062411903562065,0.001302068449065441,0.0012843148491016533
1test,AIRM,8,B,14,1.9938306082982529,1.993352316042132,0.0019070387164492608,0.0004797146621157919
1test,AIRM,8,B,23,0.9443746054294707,0.9439121447717937,0.000873258332380833,0.0009791610689774573
1test,AIRM,8,B,24,1.5754688127149907,1.5747311563528372,0.002323765049238702,0.0009362085313637106
1test,AIRM,8,B,34,1.4455490439903935,1.4451645055580673,0.0011115904566478818,0.0005319602089402421
1test,AIRM,8,F,12,1.2996089793404622,1.2990459740676479,0.0014630564409936486,0.0008662348931780085
1test,AIRM,8,F,13,0.9708647833955235,0.9704260569546082,0.0008516956211683802,0.0009035806424118637
1test,AIRM,8,F,14,1.9617282890223322,1.9613144761674752,0.0016234055263892877,0.0004218415075211311
1test,AIRM,8,F,23,0.8616598930156372,0.8613403670841862,0.0005505432629987483,0.0007415145808029062
1test,AIRM,8,F,24,1.5221093115904605,1.5214874893398487,0.0018925762127093293,0.0008168864488123346
1test,AIRM,8,F,34,1.4087892345894637,1.408487516817188,0.0008500224653187338,0.00042829041520379995
1test,AIRM,9,A,12,2.609117240804867,2.6084159686330106,0.0036589108455160613,0.0005374828833125036
1test,AIRM,9,A,13,2.983852863451995,2.9829110383011015,0.005619648312114478,0.0006311815996647156
1test,AIRM,9,A,14,4.281646515066226,4.280756644760669,0.007619428316139931,0.0004156241436190419
1test,AIRM,9,A,23,1.3775727830128623,1.3766305733653004,0.002595036973727094,0.0013674594048644565
1test,AIRM,9,A,24,2.2197496909972876,2.2190640119900893,0.0030436013730028577,0.0006177030744632993
1test,AIRM,9,A,34,2.1677328313928657,2.1658461260088226,0.008176186751104986,0.0017399601107647173
1test,AIRM,9,B,12,2.250388828908476,2.2497771335880543,0.0027527304603811587,0.0005435613417416006
1test,AIRM,9,B,13,2.6885719945541418,2.687729268704104,0.004530748052138378,0.0006267965125272655
1test,AIRM,9,B,14,3.8318805183929627,3.8308611466727163,0.0078111821529223135,0.0005319769897544857
1test,AIRM,9,B,23,1.1993986273567168,1.1986758786580758,0.0017332052284664279,0.0012048220177411596
1test,AIRM,9,B,24,1.9652158804758104,1.9645626120540498,0.0025672001936838384,0.0006647207056909648
1test,AIRM,9,B,34,2.02384006383673,2.022215928322573,0.00657134322913322,0.0016043598081106117
1test,AIRM,9,F,12,2.378031305817377,2.377556539706327,0.0022577919471773455,0.00039925354821400975
1test,AIRM,9,F,13,2.801786302574738,2.801075796741646,0.003980866203574074,0.0005071162948758074
1test,AIRM,9,F,14,4.032111428232423,4.031274813070529,0.006745951185685328,0.00041493315992690595
1test,AIRM,9,F,23,1.2184612750154806,1.217867102172938,0.0014476001572414354,0.0009750461223821993
1test,AIRM,9,F,24,2.039438196383882,2.038915432589755,0.0021320156168753712,0.0005125890019363243
1test,AIRM,9,F,34,2.057094391067245,2.055501953413486,0.006549053273663397,0.0015476404892769422
