protocol,target_subject,condition,true_class,predicted_class,count
T2,5,STATIC_PLUS_GRAM,left_hand,left_hand,16
T2,5,STATIC_PLUS_GRAM,left_hand,right_hand,27
T2,5,STATIC_PLUS_GRAM,left_hand,feet,12
T2,5,STATIC_PLUS_GRAM,left_hand,tongue,17
T2,5,STATIC_PLUS_GRAM,right_hand,left_hand,16
T2,5,STATIC_PLUS_GRAM,right_hand,right_hand,29
T2,5,STATIC_PLUS_GRAM,right_hand,feet,10
T2,5,STATIC_PLUS_GRAM,right_hand,tongue,17
T2,5,STATIC_PLUS_GRAM,feet,left_hand,12
T2,5,STATIC_PLUS_GRAM,feet,right_hand,19
T2,5,STATIC_PLUS_GRAM,feet,feet,29
T2,5,STATIC_PLUS_GRAM,feet,tongue,12
T2,5,STATIC_PLUS_GRAM,tongue,left_hand,16
T2,5,STATIC_PLUS_GRAM,tongue,right_hand,16
T2,5,STATIC_PLUS_GRAM,tongue,feet,11
T2,5,STATIC_PLUS_GRAM,tongue,tongue,29
T2,5,STATIC_PLUS_SENSOR,left_hand,left_hand,17
T2,5,STATIC_PLUS_SENSOR,left_hand,right_hand,24
T2,5,STATIC_PLUS_SENSOR,left_hand,feet,19
T2,5,STATIC_PLUS_SENSOR,left_hand,tongue,12
T2,5,STATIC_PLUS_SENSOR,right_hand,left_hand,17
T2,5,STATIC_PLUS_SENSOR,right_hand,right_hand,30
T2,5,STATIC_PLUS_SENSOR,right_hand,feet,11
T2,5,STATIC_PLUS_SENSOR,right_hand,tongue,14
T2,5,STATIC_PLUS_SENSOR,feet,left_hand,14
T2,5,STATIC_PLUS_SENSOR,feet,right_hand,19
T2,5,STATIC_PLUS_SENSOR,feet,feet,29
T2,5,STATIC_PLUS_SENSOR,feet,tongue,10
T2,5,STATIC_PLUS_SENSOR,tongue,left_hand,11
T2,5,STATIC_PLUS_SENSOR,tongue,right_hand,22
T2,5,STATIC_PLUS_SENSOR,tongue,feet,18
T2,5,STATIC_PLUS_SENSOR,tongue,tongue,21
T2,6,STATIC,left_hand,left_hand,27
T2,6,STATIC,left_hand,right_hand,16
T2,6,STATIC,left_hand,feet,20
T2,6,STATIC,left_hand,tongue,9
T2,6,STATIC,right_hand,left_hand,17
T2,6,STATIC,right_hand,right_hand,22
T2,6,STATIC,right_hand,feet,14
T2,6,STATIC,right_hand,tongue,19
T2,6,STATIC,feet,left_hand,8
T2,6,STATIC,feet,right_hand,14
T2,6,STATIC,feet,feet,21
T2,6,STATIC,feet,tongue,29
T2,6,STATIC,tongue,left_hand,11
T2,6,STATIC,tongue,right_hand,12
T2,6,STATIC,tongue,feet,21
T2,6,STATIC,tongue,tongue,28
T2,6,MOV_LEN,left_hand,left_hand,3
T2,6,MOV_LEN,left_hand,right_hand,11
T2,6,MOV_LEN,left_hand,feet,23
T2,6,MOV_LEN,left_hand,tongue,35
T2,6,MOV_LEN,right_hand,left_hand,2
T2,6,MOV_LEN,right_hand,right_hand,11
T2,6,MOV_LEN,right_hand,feet,18
T2,6,MOV_LEN,right_hand,tongue,41
T2,6,MOV_LEN,feet,left_hand,3
T2,6,MOV_LEN,feet,right_hand,13
T2,6,MOV_LEN,feet,feet,19
T2,6,MOV_LEN,feet,tongue,37
T2,6,MOV_LEN,tongue,left_hand,1
T2,6,MOV_LEN,tongue,right_hand,11
T2,6,MOV_LEN,tongue,feet,31
T2,6,MOV_LEN,tongue,tongue,29
T2,6,MOV_GRAM,left_hand,left_hand,20
T2,6,MOV_GRAM,left_hand,right_hand,12
T2,6,MOV_GRAM,left_hand,feet,15
T2,6,MOV_GRAM,left_hand,tongue,25
T2,6,MOV_GRAM,right_hand,left_hand,14
T2,6,MOV_GRAM,right_hand,right_hand,9
T2,6,MOV_GRAM,right_hand,feet,15
T2,6,MOV_GRAM,right_hand,tongue,34
T2,6,MOV_GRAM,feet,left_hand,10
T2,6,MOV_GRAM,feet,right_hand,14
T2,6,MOV_GRAM,feet,feet,14
T2,6,MOV_GRAM,feet,tongue,34
T2,6,MOV_GRAM,tongue,left_hand,11
T2,6,MOV_GRAM,tongue,right_hand,9
T2,6,MOV_GRAM,tongue,feet,21
T2,6,MOV_GRAM,tongue,tongue,31
T2,6,MOV_SENSOR,left_hand,left_hand,16
T2,6,MOV_SENSOR,left_hand,right_hand,26
T2,6,MOV_SENSOR,left_hand,feet,14
T2,6,MOV_SENSOR,left_hand,tongue,16
T2,6,MOV_SENSOR,right_hand,left_hand,21
T2,6,MOV_SENSOR,right_hand,right_hand,21
T2,6,MOV_SENSOR,right_hand,feet,10
T2,6,MOV_SENSOR,right_hand,tongue,20
T2,6,MOV_SENSOR,feet,left_hand,14
T2,6,MOV_SENSOR,feet,right_hand,21
T2,6,MOV_SENSOR,feet,feet,12
T2,6,MOV_SENSOR,feet,tongue,25
T2,6,MOV_SENSOR,tongue,left_hand,16
T2,6,MOV_SENSOR,tongue,right_hand,9
T2,6,MOV_SENSOR,tongue,feet,19
T2,6,MOV_SENSOR,tongue,tongue,28
T2,6,STATIC_PLUS_LEN,left_hand,left_hand,26
T2,6,STATIC_PLUS_LEN,left_hand,right_hand,18
T2,6,STATIC_PLUS_LEN,left_hand,feet,19
T2,6,STATIC_PLUS_LEN,left_hand,tongue,9
T2,6,STATIC_PLUS_LEN,right_hand,left_hand,16
T2,6,STATIC_PLUS_LEN,right_hand,right_hand,25
T2,6,STATIC_PLUS_LEN,right_hand,feet,16
T2,6,STATIC_PLUS_LEN,right_hand,tongue,15
T2,6,STATIC_PLUS_LEN,feet,left_hand,9
T2,6,STATIC_PLUS_LEN,feet,right_hand,12
T2,6,STATIC_PLUS_LEN,feet,feet,25
T2,6,STATIC_PLUS_LEN,feet,tongue,26
T2,6,STATIC_PLUS_LEN,tongue,left_hand,13
T2,6,STATIC_PLUS_LEN,tongue,right_hand,12
T2,6,STATIC_PLUS_LEN,tongue,feet,24
T2,6,STATIC_PLUS_LEN,tongue,tongue,23
T2,6,STATIC_PLUS_GRAM,left_hand,left_hand,29
T2,6,STATIC_PLUS_GRAM,left_hand,right_hand,18
T2,6,STATIC_PLUS_GRAM,left_hand,feet,17
T2,6,STATIC_PLUS_GRAM,left_hand,tongue,8
T2,6,STATIC_PLUS_GRAM,right_hand,left_hand,19
T2,6,STATIC_PLUS_GRAM,right_hand,right_hand,23
T2,6,STATIC_PLUS_GRAM,right_hand,feet,15
T2,6,STATIC_PLUS_GRAM,right_hand,tongue,15
T2,6,STATIC_PLUS_GRAM,feet,left_hand,10
T2,6,STATIC_PLUS_GRAM,feet,right_hand,13
T2,6,STATIC_PLUS_GRAM,feet,feet,24
T2,6,STATIC_PLUS_GRAM,feet,tongue,25
T2,6,STATIC_PLUS_GRAM,tongue,left_hand,13
T2,6,STATIC_PLUS_GRAM,tongue,right_hand,12
T2,6,STATIC_PLUS_GRAM,tongue,feet,25
T2,6,STATIC_PLUS_GRAM,tongue,tongue,22
T2,6,STATIC_PLUS_SENSOR,left_hand,left_hand,26
T2,6,STATIC_PLUS_SENSOR,left_hand,right_hand,17
T2,6,STATIC_PLUS_SENSOR,left_hand,feet,17
T2,6,STATIC_PLUS_SENSOR,left_hand,tongue,12
T2,6,STATIC_PLUS_SENSOR,right_hand,left_hand,12
T2,6,STATIC_PLUS_SENSOR,right_hand,right_hand,23
T2,6,STATIC_PLUS_SENSOR,right_hand,feet,16
T2,6,STATIC_PLUS_SENSOR,right_hand,tongue,21
T2,6,STATIC_PLUS_SENSOR,feet,left_hand,11
T2,6,STATIC_PLUS_SENSOR,feet,right_hand,23
T2,6,STATIC_PLUS_SENSOR,feet,feet,17
T2,6,STATIC_PLUS_SENSOR,feet,tongue,21
T2,6,STATIC_PLUS_SENSOR,tongue,left_hand,13
T2,6,STATIC_PLUS_SENSOR,tongue,right_hand,13
T2,6,STATIC_PLUS_SENSOR,tongue,feet,20
T2,6,STATIC_PLUS_SENSOR,tongue,tongue,26
T2,7,STATIC,left_hand,left_hand,37
T2,7,STATIC,left_hand,right_hand,18
T2,7,STATIC,left_hand,feet,12
T2,7,STATIC,left_hand,tongue,5
T2,7,STATIC,right_hand,left_hand,23
T2,7,STATIC,right_hand,right_hand,21
T2,7,STATIC,right_hand,feet,15
T2,7,STATIC,right_hand,tongue,13
T2,7,STATIC,feet,left_hand,8
T2,7,STATIC,feet,right_hand,16
T2,7,STATIC,feet,feet,28
T2,7,STATIC,feet,tongue,20
T2,7,STATIC,tongue,left_hand,4
T2,7,STATIC,tongue,right_hand,5
T2,7,STATIC,tongue,feet,19
T2,7,STATIC,tongue,tongue,44
T2,7,MOV_LEN,left_hand,left_hand,30
T2,7,MOV_LEN,left_hand,right_hand,24
T2,7,MOV_LEN,left_hand,feet,9
T2,7,MOV_LEN,left_hand,tongue,9
T2,7,MOV_LEN,right_hand,left_hand,26
T2,7,MOV_LEN,right_hand,right_hand,18
T2,7,MOV_LEN,right_hand,feet,10
T2,7,MOV_LEN,right_hand,tongue,18
T2,7,MOV_LEN,feet,left_hand,21
T2,7,MOV_LEN,feet,right_hand,25
T2,7,MOV_LEN,feet,feet,8
T2,7,MOV_LEN,feet,tongue,18
T2,7,MOV_LEN,tongue,left_hand,17
T2,7,MOV_LEN,tongue,right_hand,23
T2,7,MOV_LEN,tongue,feet,8
T2,7,MOV_LEN,tongue,tongue,24
T2,7,MOV_GRAM,left_hand,left_hand,28
T2,7,MOV_GRAM,left_hand,right_hand,22
T2,7,MOV_GRAM,left_hand,feet,11
T2,7,MOV_GRAM,left_hand,tongue,11
T2,7,MOV_GRAM,right_hand,left_hand,27
T2,7,MOV_GRAM,right_hand,right_hand,18
T2,7,MOV_GRAM,right_hand,feet,13
T2,7,MOV_GRAM,right_hand,tongue,14
T2,7,MOV_GRAM,feet,left_hand,18
T2,7,MOV_GRAM,feet,right_hand,27
T2,7,MOV_GRAM,feet,feet,9
T2,7,MOV_GRAM,feet,tongue,18
T2,7,MOV_GRAM,tongue,left_hand,13
T2,7,MOV_GRAM,tongue,right_hand,28
T2,7,MOV_GRAM,tongue,feet,13
T2,7,MOV_GRAM,tongue,tongue,18
T2,7,MOV_SENSOR,left_hand,left_hand,25
T2,7,MOV_SENSOR,left_hand,right_hand,15
T2,7,MOV_SENSOR,left_hand,feet,12
T2,7,MOV_SENSOR,left_hand,tongue,20
T2,7,MOV_SENSOR,right_hand,left_hand,23
T2,7,MOV_SENSOR,right_hand,right_hand,16
T2,7,MOV_SENSOR,right_hand,feet,18
T2,7,MOV_SENSOR,right_hand,tongue,15
T2,7,MOV_SENSOR,feet,left_hand,19
T2,7,MOV_SENSOR,feet,right_hand,19
T2,7,MOV_SENSOR,feet,feet,19
T2,7,MOV_SENSOR,feet,tongue,15
T2,7,MOV_SENSOR,tongue,left_hand,12
T2,7,MOV_SENSOR,tongue,right_hand,14
T2,7,MOV_SENSOR,tongue,feet,16
T2,7,MOV_SENSOR,tongue,tongue,30
T2,7,STATIC_PLUS_LEN,left_hand,left_hand,38
T2,7,STATIC_PLUS_LEN,left_hand,right_hand,16
T2,7,STATIC_PLUS_LEN,left_hand,feet,12
T2,7,STATIC_PLUS_LEN,left_hand,tongue,6
T2,7,STATIC_PLUS_LEN,right_hand,left_hand,23
T2,7,STATIC_PLUS_LEN,right_hand,right_hand,21
T2,7,STATIC_PLUS_LEN,right_hand,feet,16
T2,7,STATIC_PLUS_LEN,right_hand,tongue,12
T2,7,STATIC_PLUS_LEN,feet,left_hand,8
T2,7,STATIC_PLUS_LEN,feet,right_hand,16
T2,7,STATIC_PLUS_LEN,feet,feet,27
T2,7,STATIC_PLUS_LEN,feet,tongue,21
T2,7,STATIC_PLUS_LEN,tongue,left_hand,3
T2,7,STATIC_PLUS_LEN,tongue,right_hand,5
T2,7,STATIC_PLUS_LEN,tongue,feet,19
T2,7,STATIC_PLUS_LEN,tongue,tongue,45
T2,7,STATIC_PLUS_GRAM,left_hand,left_hand,37
T2,7,STATIC_PLUS_GRAM,left_hand,right_hand,16
T2,7,STATIC_PLUS_GRAM,left_hand,feet,13
T2,7,STATIC_PLUS_GRAM,left_hand,tongue,6
T2,7,STATIC_PLUS_GRAM,right_hand,left_hand,25
T2,7,STATIC_PLUS_GRAM,right_hand,right_hand,20
T2,7,STATIC_PLUS_GRAM,right_hand,feet,15
T2,7,STATIC_PLUS_GRAM,right_hand,tongue,12
T2,7,STATIC_PLUS_GRAM,feet,left_hand,6
T2,7,STATIC_PLUS_GRAM,feet,right_hand,18
T2,7,STATIC_PLUS_GRAM,feet,feet,27
T2,7,STATIC_PLUS_GRAM,feet,tongue,21
T2,7,STATIC_PLUS_GRAM,tongue,left_hand,5
T2,7,STATIC_PLUS_GRAM,tongue,right_hand,5
T2,7,STATIC_PLUS_GRAM,tongue,feet,18
T2,7,STATIC_PLUS_GRAM,tongue,tongue,44
T2,7,STATIC_PLUS_SENSOR,left_hand,left_hand,38
T2,7,STATIC_PLUS_SENSOR,left_hand,right_hand,17
T2,7,STATIC_PLUS_SENSOR,left_hand,feet,12
T2,7,STATIC_PLUS_SENSOR,left_hand,tongue,5
T2,7,STATIC_PLUS_SENSOR,right_hand,left_hand,20
T2,7,STATIC_PLUS_SENSOR,right_hand,right_hand,25
T2,7,STATIC_PLUS_SENSOR,right_hand,feet,14
T2,7,STATIC_PLUS_SENSOR,right_hand,tongue,13
T2,7,STATIC_PLUS_SENSOR,feet,left_hand,16
T2,7,STATIC_PLUS_SENSOR,feet,right_hand,14
T2,7,STATIC_PLUS_SENSOR,feet,feet,26
T2,7,STATIC_PLUS_SENSOR,feet,tongue,16
T2,7,STATIC_PLUS_SENSOR,tongue,left_hand,6
T2,7,STATIC_PLUS_SENSOR,tongue,right_hand,7
T2,7,STATIC_PLUS_SENSOR,tongue,feet,19
T2,7,STATIC_PLUS_SENSOR,tongue,tongue,40
T2,8,STATIC,left_hand,left_hand,55
T2,8,STATIC,left_hand,right_hand,4
T2,8,STATIC,left_hand,feet,12
T2,8,STATIC,left_hand,tongue,1
T2,8,STATIC,right_hand,left_hand,5
T2,8,STATIC,right_hand,right_hand,46
T2,8,STATIC,right_hand,feet,12
T2,8,STATIC,right_hand,tongue,9
T2,8,STATIC,feet,left_hand,17
T2,8,STATIC,feet,right_hand,14
T2,8,STATIC,feet,feet,37
T2,8,STATIC,feet,tongue,4
T2,8,STATIC,tongue,left_hand,1
T2,8,STATIC,tongue,right_hand,5
T2,8,STATIC,tongue,feet,4
T2,8,STATIC,tongue,tongue,62
T2,8,MOV_LEN,left_hand,left_hand,32
T2,8,MOV_LEN,left_hand,right_hand,12
T2,8,MOV_LEN,left_hand,feet,6
T2,8,MOV_LEN,left_hand,tongue,22
T2,8,MOV_LEN,right_hand,left_hand,34
T2,8,MOV_LEN,right_hand,right_hand,15
T2,8,MOV_LEN,right_hand,feet,4
T2,8,MOV_LEN,right_hand,tongue,19
T2,8,MOV_LEN,feet,left_hand,29
T2,8,MOV_LEN,feet,right_hand,18
T2,8,MOV_LEN,feet,feet,8
T2,8,MOV_LEN,feet,tongue,17
T2,8,MOV_LEN,tongue,left_hand,29
T2,8,MOV_LEN,tongue,right_hand,6
T2,8,MOV_LEN,tongue,feet,14
T2,8,MOV_LEN,tongue,tongue,23
T2,8,MOV_GRAM,left_hand,left_hand,40
T2,8,MOV_GRAM,left_hand,right_hand,10
T2,8,MOV_GRAM,left_hand,feet,10
T2,8,MOV_GRAM,left_hand,tongue,12
T2,8,MOV_GRAM,right_hand,left_hand,37
T2,8,MOV_GRAM,right_hand,right_hand,17
T2,8,MOV_GRAM,right_hand,feet,12
T2,8,MOV_GRAM,right_hand,tongue,6
T2,8,MOV_GRAM,feet,left_hand,25
T2,8,MOV_GRAM,feet,right_hand,27
T2,8,MOV_GRAM,feet,feet,6
T2,8,MOV_GRAM,feet,tongue,14
T2,8,MOV_GRAM,tongue,left_hand,23
T2,8,MOV_GRAM,tongue,right_hand,19
T2,8,MOV_GRAM,tongue,feet,13
T2,8,MOV_GRAM,tongue,tongue,17
T2,8,MOV_SENSOR,left_hand,left_hand,36
T2,8,MOV_SENSOR,left_hand,right_hand,10
T2,8,MOV_SENSOR,left_hand,feet,18
T2,8,MOV_SENSOR,left_hand,tongue,8
T2,8,MOV_SENSOR,right_hand,left_hand,27
T2,8,MOV_SENSOR,right_hand,right_hand,26
T2,8,MOV_SENSOR,right_hand,feet,10
T2,8,MOV_SENSOR,right_hand,tongue,9
T2,8,MOV_SENSOR,feet,left_hand,18
T2,8,MOV_SENSOR,feet,right_hand,27
T2,8,MOV_SENSOR,feet,feet,13
T2,8,MOV_SENSOR,feet,tongue,14
T2,8,MOV_SENSOR,tongue,left_hand,10
T2,8,MOV_SENSOR,tongue,right_hand,15
T2,8,MOV_SENSOR,tongue,feet,16
T2,8,MOV_SENSOR,tongue,tongue,31
T2,8,STATIC_PLUS_LEN,left_hand,left_hand,54
T2,8,STATIC_PLUS_LEN,left_hand,right_hand,4
T2,8,STATIC_PLUS_LEN,left_hand,feet,11
T2,8,STATIC_PLUS_LEN,left_hand,tongue,3
T2,8,STATIC_PLUS_LEN,right_hand,left_hand,5
T2,8,STATIC_PLUS_LEN,right_hand,right_hand,48
T2,8,STATIC_PLUS_LEN,right_hand,feet,11
T2,8,STATIC_PLUS_LEN,right_hand,tongue,8
T2,8,STATIC_PLUS_LEN,feet,left_hand,16
T2,8,STATIC_PLUS_LEN,feet,right_hand,13
T2,8,STATIC_PLUS_LEN,feet,feet,39
T2,8,STATIC_PLUS_LEN,feet,tongue,4
T2,8,STATIC_PLUS_LEN,tongue,left_hand,1
T2,8,STATIC_PLUS_LEN,tongue,right_hand,5
T2,8,STATIC_PLUS_LEN,tongue,feet,4
T2,8,STATIC_PLUS_LEN,tongue,tongue,62
T2,8,STATIC_PLUS_GRAM,left_hand,left_hand,55
T2,8,STATIC_PLUS_GRAM,left_hand,right_hand,4
T2,8,STATIC_PLUS_GRAM,left_hand,feet,11
T2,8,STATIC_PLUS_GRAM,left_hand,tongue,2
T2,8,STATIC_PLUS_GRAM,right_hand,left_hand,6
T2,8,STATIC_PLUS_GRAM,right_hand,right_hand,49
T2,8,STATIC_PLUS_GRAM,right_hand,feet,9
T2,8,STATIC_PLUS_GRAM,right_hand,tongue,8
T2,8,STATIC_PLUS_GRAM,feet,left_hand,15
T2,8,STATIC_PLUS_GRAM,feet,right_hand,12
T2,8,STATIC_PLUS_GRAM,feet,feet,42
T2,8,STATIC_PLUS_GRAM,feet,tongue,3
T2,8,STATIC_PLUS_GRAM,tongue,left_hand,1
T2,8,STATIC_PLUS_GRAM,tongue,right_hand,5
T2,8,STATIC_PLUS_GRAM,tongue,feet,4
T2,8,STATIC_PLUS_GRAM,tongue,tongue,62
T2,8,STATIC_PLUS_SENSOR,left_hand,left_hand,56
T2,8,STATIC_PLUS_SENSOR,left_hand,right_hand,3
T2,8,STATIC_PLUS_SENSOR,left_hand,feet,8
T2,8,STATIC_PLUS_SENSOR,left_hand,tongue,5
T2,8,STATIC_PLUS_SENSOR,right_hand,left_hand,8
T2,8,STATIC_PLUS_SENSOR,right_hand,right_hand,43
T2,8,STATIC_PLUS_SENSOR,right_hand,feet,10
T2,8,STATIC_PLUS_SENSOR,right_hand,tongue,11
T2,8,STATIC_PLUS_SENSOR,feet,left_hand,13
T2,8,STATIC_PLUS_SENSOR,feet,right_hand,20
T2,8,STATIC_PLUS_SENSOR,feet,feet,30
T2,8,STATIC_PLUS_SENSOR,feet,tongue,9
T2,8,STATIC_PLUS_SENSOR,tongue,left_hand,3
T2,8,STATIC_PLUS_SENSOR,tongue,right_hand,6
T2,8,STATIC_PLUS_SENSOR,tongue,feet,4
T2,8,STATIC_PLUS_SENSOR,tongue,tongue,59
T2,9,STATIC,left_hand,left_hand,43
T2,9,STATIC,left_hand,right_hand,16
T2,9,STATIC,left_hand,feet,7
T2,9,STATIC,left_hand,tongue,6
T2,9,STATIC,right_hand,left_hand,11
T2,9,STATIC,right_hand,right_hand,42
T2,9,STATIC,right_hand,feet,9
T2,9,STATIC,right_hand,tongue,10
T2,9,STATIC,feet,left_hand,19
T2,9,STATIC,feet,right_hand,7
T2,9,STATIC,feet,feet,31
T2,9,STATIC,feet,tongue,15
T2,9,STATIC,tongue,left_hand,3
T2,9,STATIC,tongue,right_hand,2
T2,9,STATIC,tongue,feet,17
T2,9,STATIC,tongue,tongue,50
T2,9,MOV_LEN,left_hand,left_hand,0
T2,9,MOV_LEN,left_hand,right_hand,0
T2,9,MOV_LEN,left_hand,feet,1
T2,9,MOV_LEN,left_hand,tongue,71
T2,9,MOV_LEN,right_hand,left_hand,0
T2,9,MOV_LEN,right_hand,right_hand,1
T2,9,MOV_LEN,right_hand,feet,0
T2,9,MOV_LEN,right_hand,tongue,71
T2,9,MOV_LEN,feet,left_hand,0
T2,9,MOV_LEN,feet,right_hand,0
T2,9,MOV_LEN,feet,feet,2
T2,9,MOV_LEN,feet,tongue,70
T2,9,MOV_LEN,tongue,left_hand,0
T2,9,MOV_LEN,tongue,right_hand,0
T2,9,MOV_LEN,tongue,feet,0
T2,9,MOV_LEN,tongue,tongue,72
T2,9,MOV_GRAM,left_hand,left_hand,1
T2,9,MOV_GRAM,left_hand,right_hand,1
T2,9,MOV_GRAM,left_hand,feet,4
T2,9,MOV_GRAM,left_hand,tongue,66
T2,9,MOV_GRAM,right_hand,left_hand,1
T2,9,MOV_GRAM,right_hand,right_hand,0
T2,9,MOV_GRAM,right_hand,feet,0
T2,9,MOV_GRAM,right_hand,tongue,71
T2,9,MOV_GRAM,feet,left_hand,0
T2,9,MOV_GRAM,feet,right_hand,1
T2,9,MOV_GRAM,feet,feet,3
T2,9,MOV_GRAM,feet,tongue,68
T2,9,MOV_GRAM,tongue,left_hand,0
T2,9,MOV_GRAM,tongue,right_hand,1
T2,9,MOV_GRAM,tongue,feet,0
T2,9,MOV_GRAM,tongue,tongue,71
T2,9,MOV_SENSOR,left_hand,left_hand,35
T2,9,MOV_SENSOR,left_hand,right_hand,25
T2,9,MOV_SENSOR,left_hand,feet,8
T2,9,MOV_SENSOR,left_hand,tongue,4
T2,9,MOV_SENSOR,right_hand,left_hand,16
T2,9,MOV_SENSOR,right_hand,right_hand,27
T2,9,MOV_SENSOR,right_hand,feet,17
T2,9,MOV_SENSOR,right_hand,tongue,12
T2,9,MOV_SENSOR,feet,left_hand,21
T2,9,MOV_SENSOR,feet,right_hand,12
T2,9,MOV_SENSOR,feet,feet,26
T2,9,MOV_SENSOR,feet,tongue,13
T2,9,MOV_SENSOR,tongue,left_hand,20
T2,9,MOV_SENSOR,tongue,right_hand,9
T2,9,MOV_SENSOR,tongue,feet,18
T2,9,MOV_SENSOR,tongue,tongue,25
T2,9,STATIC_PLUS_LEN,left_hand,left_hand,41
T2,9,STATIC_PLUS_LEN,left_hand,right_hand,21
T2,9,STATIC_PLUS_LEN,left_hand,feet,6
T2,9,STATIC_PLUS_LEN,left_hand,tongue,4
T2,9,STATIC_PLUS_LEN,right_hand,left_hand,11
T2,9,STATIC_PLUS_LEN,right_hand,right_hand,45
T2,9,STATIC_PLUS_LEN,right_hand,feet,7
T2,9,STATIC_PLUS_LEN,right_hand,tongue,9
T2,9,STATIC_PLUS_LEN,feet,left_hand,20
T2,9,STATIC_PLUS_LEN,feet,right_hand,12
T2,9,STATIC_PLUS_LEN,feet,feet,28
T2,9,STATIC_PLUS_LEN,feet,tongue,12
T2,9,STATIC_PLUS_LEN,tongue,left_hand,3
T2,9,STATIC_PLUS_LEN,tongue,right_hand,6
T2,9,STATIC_PLUS_LEN,tongue,feet,15
T2,9,STATIC_PLUS_LEN,tongue,tongue,48
T2,9,STATIC_PLUS_GRAM,left_hand,left_hand,38
T2,9,STATIC_PLUS_GRAM,left_hand,right_hand,24
T2,9,STATIC_PLUS_GRAM,left_hand,feet,6
T2,9,STATIC_PLUS_GRAM,left_hand,tongue,4
T2,9,STATIC_PLUS_GRAM,right_hand,left_hand,11
T2,9,STATIC_PLUS_GRAM,right_hand,right_hand,44
T2,9,STATIC_PLUS_GRAM,right_hand,feet,7
T2,9,STATIC_PLUS_GRAM,right_hand,tongue,10
T2,9,STATIC_PLUS_GRAM,feet,left_hand,16
T2,9,STATIC_PLUS_GRAM,feet,right_hand,12
T2,9,STATIC_PLUS_GRAM,feet,feet,30
T2,9,STATIC_PLUS_GRAM,feet,tongue,14
T2,9,STATIC_PLUS_GRAM,tongue,left_hand,3
T2,9,STATIC_PLUS_GRAM,tongue,right_hand,6
T2,9,STATIC_PLUS_GRAM,tongue,feet,17
T2,9,STATIC_PLUS_GRAM,tongue,tongue,46
T2,9,STATIC_PLUS_SENSOR,left_hand,left_hand,40
T2,9,STATIC_PLUS_SENSOR,left_hand,right_hand,18
T2,9,STATIC_PLUS_SENSOR,left_hand,feet,13
T2,9,STATIC_PLUS_SENSOR,left_hand,tongue,1
T2,9,STATIC_PLUS_SENSOR,right_hand,left_hand,8
T2,9,STATIC_PLUS_SENSOR,right_hand,right_hand,39
T2,9,STATIC_PLUS_SENSOR,right_hand,feet,13
T2,9,STATIC_PLUS_SENSOR,right_hand,tongue,12
T2,9,STATIC_PLUS_SENSOR,feet,left_hand,18
T2,9,STATIC_PLUS_SENSOR,feet,right_hand,10
T2,9,STATIC_PLUS_SENSOR,feet,feet,28
T2,9,STATIC_PLUS_SENSOR,feet,tongue,16
T2,9,STATIC_PLUS_SENSOR,tongue,left_hand,5
T2,9,STATIC_PLUS_SENSOR,tongue,right_hand,3
T2,9,STATIC_PLUS_SENSOR,tongue,feet,16
T2,9,STATIC_PLUS_SENSOR,tongue,tongue,48
