condition,n_subjects,mean,median,minimum,maximum,q25,q75,above_chance_subjects,leave_one_subject_out_mean_min,leave_one_subject_out_mean_max,leave_one_subject_out_means_json,largest_subject_contribution_share
STATIC,9,0.4976851851851851,0.4756944444444444,0.33333333333333337,0.6944444444444444,0.34375,0.6180555555555556,9,0.47309027777777773,0.5182291666666666,"[0.4826388888888889, 0.5182291666666666, 0.4791666666666667, 0.5004340277777778, 0.5169270833333333, 0.5173611111111112, 0.5034722222222222, 0.47309027777777773, 0.4878472222222222]",0.1550387596899225
MOV_LEN,9,0.2623456790123456,0.26388888888888884,0.2152777777777778,0.29166666666666663,0.2604166666666667,0.27083333333333337,8,0.2586805555555556,0.26822916666666663,"[0.2586805555555556, 0.2634548611111111, 0.26171875, 0.2625868055555556, 0.2621527777777778, 0.26822916666666663, 0.26041666666666663, 0.2612847222222222, 0.2625868055555555]",0.12352941176470589
MOV_GRAM,9,0.2604166666666667,0.26041666666666663,0.24652777777777776,0.2777777777777778,0.2534722222222222,0.2604166666666667,8,0.2582465277777778,0.2621527777777778,"[0.2604166666666667, 0.2612847222222222, 0.2621527777777778, 0.2586805555555556, 0.2604166666666667, 0.2608506944444444, 0.2612847222222222, 0.2582465277777778, 0.2604166666666667]",0.11851851851851852
MOV_SENSOR,9,0.3101851851851852,0.2881944444444444,0.2638888888888889,0.39236111111111116,0.28125,0.33333333333333337,9,0.2999131944444444,0.3159722222222222,"[0.30729166666666663, 0.3129340277777778, 0.3133680555555556, 0.3159722222222222, 0.31380208333333337, 0.3155381944444444, 0.30989583333333337, 0.3029513888888889, 0.2999131944444444]",0.14054726368159207
STATIC_PLUS_LEN,9,0.5,0.4652777777777778,0.3298611111111111,0.704861111111111,0.35416666666666663,0.6354166666666667,9,0.47439236111111116,0.5212673611111112,"[0.4830729166666667, 0.5212673611111112, 0.4813368055555556, 0.5043402777777778, 0.5182291666666667, 0.51953125, 0.5056423611111112, 0.47439236111111116, 0.4921875]",0.15663580246913578
STATIC_PLUS_GRAM,9,0.5003858024691357,0.4722222222222222,0.3298611111111111,0.7222222222222222,0.35763888888888884,0.625,9,0.47265625,0.5217013888888888,"[0.4848090277777778, 0.5217013888888888, 0.48003472222222227, 0.50390625, 0.5182291666666667, 0.5203993055555556, 0.5073784722222222, 0.47265625, 0.49435763888888884]",0.16037008481110257
STATIC_PLUS_SENSOR,9,0.4602623456790124,0.4479166666666667,0.3194444444444444,0.6527777777777777,0.3368055555555556,0.5694444444444444,9,0.4361979166666667,0.47786458333333337,"[0.44661458333333337, 0.47786458333333337, 0.4453125, 0.4704861111111111, 0.4756944444444444, 0.47786458333333337, 0.4618055555555556, 0.4361979166666667, 0.45052083333333337]",0.15758591785414916
