protocol,split,target_subject,condition,balanced_accuracy,accuracy,macro_f1,evaluation_n,confusion_matrix_json,recall_left_hand,recall_right_hand,recall_feet,recall_tongue
T2,A,1,STATIC,0.6388888888888888,0.6388888888888888,0.6067532467532467,144,"[[29,7,0,0],[7,29,0,0],[2,13,7,14],[1,2,6,27]]",0.8055555555555556,0.8055555555555556,0.19444444444444445,0.75
T2,B,1,STATIC,0.5972222222222222,0.5972222222222222,0.5982265507049142,144,"[[25,5,6,0],[9,21,4,2],[2,6,22,6],[2,2,14,18]]",0.6944444444444444,0.5833333333333334,0.6111111111111112,0.5
T2,A,1,MOV_LEN,0.3402777777777778,0.3402777777777778,0.2985334766584767,144,"[[24,9,0,3],[22,10,2,2],[18,8,1,9],[10,11,1,14]]",0.6666666666666666,0.2777777777777778,0.027777777777777776,0.3888888888888889
T2,B,1,MOV_LEN,0.24305555555555555,0.24305555555555555,0.236699882926298,144,"[[15,14,1,6],[25,6,0,5],[15,11,4,6],[15,10,1,10]]",0.4166666666666667,0.16666666666666666,0.1111111111111111,0.2777777777777778
T2,A,1,MOV_GRAM,0.2777777777777778,0.2777777777777778,0.28932604735883427,144,"[[12,12,10,2],[21,8,5,2],[17,6,9,4],[14,10,1,11]]",0.3333333333333333,0.2222222222222222,0.25,0.3055555555555556
T2,B,1,MOV_GRAM,0.24305555555555558,0.24305555555555555,0.20918103448275863,144,"[[22,7,2,5],[23,4,4,5],[19,6,4,7],[16,11,4,5]]",0.6111111111111112,0.1111111111111111,0.1111111111111111,0.1388888888888889
T2,A,1,MOV_SENSOR,0.3888888888888889,0.3888888888888889,0.380168732846228,144,"[[15,8,9,4],[5,6,13,12],[4,4,15,13],[4,7,5,20]]",0.4166666666666667,0.16666666666666666,0.4166666666666667,0.5555555555555556
T2,B,1,MOV_SENSOR,0.2777777777777778,0.2777777777777778,0.27602745764846653,144,"[[14,7,9,6],[14,7,10,5],[6,9,10,11],[5,8,14,9]]",0.3888888888888889,0.19444444444444445,0.2777777777777778,0.25
T2,A,1,STATIC_PLUS_LEN,0.6736111111111112,0.6736111111111112,0.6358047202624914,144,"[[29,7,0,0],[6,30,0,0],[2,13,7,14],[1,1,3,31]]",0.8055555555555556,0.8333333333333334,0.19444444444444445,0.8611111111111112
T2,B,1,STATIC_PLUS_LEN,0.5972222222222223,0.5972222222222222,0.5954075774971297,144,"[[27,4,5,0],[11,18,4,3],[2,5,21,8],[2,2,12,20]]",0.75,0.5,0.5833333333333334,0.5555555555555556
T2,A,1,STATIC_PLUS_GRAM,0.6527777777777778,0.6527777777777778,0.6213416591977325,144,"[[26,7,0,3],[6,30,0,0],[2,12,8,14],[1,2,3,30]]",0.7222222222222222,0.8333333333333334,0.2222222222222222,0.8333333333333334
T2,B,1,STATIC_PLUS_GRAM,0.5972222222222222,0.5972222222222222,0.5989531136528685,144,"[[27,3,6,0],[9,20,5,2],[2,7,20,7],[1,2,14,19]]",0.75,0.5555555555555556,0.5555555555555556,0.5277777777777778
T2,A,1,STATIC_PLUS_SENSOR,0.5972222222222223,0.5972222222222222,0.586790380005188,144,"[[23,7,3,3],[11,21,4,0],[5,5,13,13],[0,2,5,29]]",0.6388888888888888,0.5833333333333334,0.3611111111111111,0.8055555555555556
T2,B,1,STATIC_PLUS_SENSOR,0.5416666666666666,0.5416666666666666,0.5478910816901098,144,"[[22,2,12,0],[12,18,6,0],[0,5,19,12],[2,2,13,19]]",0.6111111111111112,0.5,0.5277777777777778,0.5277777777777778
T2,A,2,STATIC,0.2847222222222222,0.2847222222222222,0.27686902798917634,144,"[[16,10,7,3],[13,5,15,3],[5,6,7,18],[11,7,5,13]]",0.4444444444444444,0.1388888888888889,0.19444444444444445,0.3611111111111111
T2,B,2,STATIC,0.3819444444444444,0.3819444444444444,0.37996401259559154,144,"[[10,10,11,5],[5,16,11,4],[1,11,13,11],[13,3,4,16]]",0.2777777777777778,0.4444444444444444,0.3611111111111111,0.4444444444444444
T2,A,2,MOV_LEN,0.2569444444444445,0.2569444444444444,0.24010788624291562,144,"[[13,3,8,12],[9,3,9,15],[5,3,6,22],[10,4,7,15]]",0.3611111111111111,0.08333333333333333,0.16666666666666666,0.4166666666666667
T2,B,2,MOV_LEN,0.25,0.25,0.2356931207375093,144,"[[11,7,13,5],[12,2,10,12],[5,8,7,16],[8,5,7,16]]",0.3055555555555556,0.05555555555555555,0.19444444444444445,0.4444444444444444
T2,A,2,MOV_GRAM,0.2569444444444444,0.2569444444444444,0.24047978801789094,144,"[[12,7,8,9],[9,7,5,15],[11,2,2,21],[11,2,7,16]]",0.3333333333333333,0.19444444444444445,0.05555555555555555,0.4444444444444444
T2,B,2,MOV_GRAM,0.25,0.25,0.2426541594818902,144,"[[13,8,9,6],[12,5,8,11],[10,5,7,14],[12,4,9,11]]",0.3611111111111111,0.1388888888888889,0.19444444444444445,0.3055555555555556
T2,A,2,MOV_SENSOR,0.2777777777777778,0.2777777777777778,0.27417283261203407,144,"[[8,9,7,12],[3,7,10,16],[6,8,12,10],[7,5,11,13]]",0.2222222222222222,0.19444444444444445,0.3333333333333333,0.3611111111111111
T2,B,2,MOV_SENSOR,0.2986111111111111,0.2986111111111111,0.2938194366513298,144,"[[6,11,3,16],[5,9,8,14],[3,6,13,14],[6,8,7,15]]",0.16666666666666666,0.25,0.3611111111111111,0.4166666666666667
T2,A,2,STATIC_PLUS_LEN,0.2708333333333333,0.2708333333333333,0.26287037037037037,144,"[[15,10,7,4],[13,5,15,3],[6,3,7,20],[11,6,7,12]]",0.4166666666666667,0.1388888888888889,0.19444444444444445,0.3333333333333333
T2,B,2,STATIC_PLUS_LEN,0.3888888888888889,0.3888888888888889,0.388411097664829,144,"[[12,8,11,5],[4,16,10,6],[2,10,12,12],[13,2,5,16]]",0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4444444444444444
T2,A,2,STATIC_PLUS_GRAM,0.2569444444444444,0.2569444444444444,0.2518085059882857,144,"[[14,11,7,4],[11,6,16,3],[8,4,6,18],[13,5,7,11]]",0.3888888888888889,0.16666666666666666,0.16666666666666666,0.3055555555555556
T2,B,2,STATIC_PLUS_GRAM,0.4027777777777778,0.4027777777777778,0.4022202455079167,144,"[[12,9,10,5],[2,17,12,5],[1,9,14,12],[12,4,5,15]]",0.3333333333333333,0.4722222222222222,0.3888888888888889,0.4166666666666667
T2,A,2,STATIC_PLUS_SENSOR,0.2638888888888889,0.2638888888888889,0.2563887402196906,144,"[[8,8,13,7],[5,5,12,14],[3,5,11,17],[8,4,10,14]]",0.2222222222222222,0.1388888888888889,0.3055555555555556,0.3888888888888889
T2,B,2,STATIC_PLUS_SENSOR,0.37499999999999994,0.375,0.376354282829163,144,"[[14,13,5,4],[1,17,13,5],[1,13,11,11],[10,10,4,12]]",0.3888888888888889,0.4722222222222222,0.3055555555555556,0.3333333333333333
T2,A,3,STATIC,0.6180555555555556,0.6180555555555556,0.6245841045302309,144,"[[18,1,2,15],[3,21,0,12],[5,2,23,6],[0,1,8,27]]",0.5,0.5833333333333334,0.6388888888888888,0.75
T2,B,3,STATIC,0.6736111111111112,0.6736111111111112,0.6674997045964788,144,"[[24,3,4,5],[3,30,0,3],[4,5,26,1],[3,4,12,17]]",0.6666666666666666,0.8333333333333334,0.7222222222222222,0.4722222222222222
T2,A,3,MOV_LEN,0.27083333333333337,0.2708333333333333,0.24531493258275924,144,"[[21,3,8,4],[22,3,8,3],[22,3,6,5],[21,2,4,9]]",0.5833333333333334,0.08333333333333333,0.16666666666666666,0.25
T2,B,3,MOV_LEN,0.26388888888888884,0.2638888888888889,0.21662032813715756,144,"[[24,4,3,5],[25,1,5,5],[24,2,4,6],[19,4,4,9]]",0.6666666666666666,0.027777777777777776,0.1111111111111111,0.25
T2,A,3,MOV_GRAM,0.23611111111111108,0.2361111111111111,0.21977861319966582,144,"[[13,14,3,6],[14,13,7,2],[15,12,2,7],[12,9,9,6]]",0.3611111111111111,0.3611111111111111,0.05555555555555555,0.16666666666666666
T2,B,3,MOV_GRAM,0.2569444444444444,0.2569444444444444,0.2583439474673385,144,"[[13,14,8,1],[14,9,8,5],[18,9,5,4],[8,11,7,10]]",0.3611111111111111,0.25,0.1388888888888889,0.2777777777777778
T2,A,3,MOV_SENSOR,0.3055555555555556,0.3055555555555556,0.3044792895362155,144,"[[11,4,10,11],[10,10,11,5],[10,5,14,7],[7,7,13,9]]",0.3055555555555556,0.2777777777777778,0.3888888888888889,0.25
T2,B,3,MOV_SENSOR,0.2638888888888889,0.2638888888888889,0.26384155060625647,144,"[[10,10,12,4],[12,7,10,7],[11,6,11,8],[8,9,9,10]]",0.2777777777777778,0.19444444444444445,0.3055555555555556,0.2777777777777778
T2,A,3,STATIC_PLUS_LEN,0.625,0.625,0.630988455988456,144,"[[18,0,2,16],[4,21,0,11],[5,2,22,7],[0,1,6,29]]",0.5,0.5833333333333334,0.6111111111111112,0.8055555555555556
T2,B,3,STATIC_PLUS_LEN,0.6736111111111112,0.6736111111111112,0.6700516688744429,144,"[[25,3,3,5],[4,29,0,3],[6,5,24,1],[3,4,10,19]]",0.6944444444444444,0.8055555555555556,0.6666666666666666,0.5277777777777778
T2,A,3,STATIC_PLUS_GRAM,0.6388888888888888,0.6388888888888888,0.6442088158528242,144,"[[18,1,2,15],[3,24,0,9],[5,2,22,7],[0,1,7,28]]",0.5,0.6666666666666666,0.6111111111111112,0.7777777777777778
T2,B,3,STATIC_PLUS_GRAM,0.6875,0.6875,0.6825383235485976,144,"[[25,3,3,5],[3,31,0,2],[6,5,24,1],[2,5,10,19]]",0.6944444444444444,0.8611111111111112,0.6666666666666666,0.5277777777777778
T2,A,3,STATIC_PLUS_SENSOR,0.5347222222222223,0.5347222222222222,0.5383130484538935,144,"[[21,4,1,10],[5,17,5,9],[1,8,22,5],[2,6,11,17]]",0.5833333333333334,0.4722222222222222,0.6111111111111112,0.4722222222222222
T2,B,3,STATIC_PLUS_SENSOR,0.625,0.625,0.6231995386224242,144,"[[26,3,5,2],[6,20,5,5],[6,4,25,1],[3,4,10,19]]",0.7222222222222222,0.5555555555555556,0.6944444444444444,0.5277777777777778
T2,A,4,STATIC,0.4861111111111111,0.4861111111111111,0.4831363791368283,144,"[[16,3,16,1],[6,19,9,2],[2,6,24,4],[1,9,15,11]]",0.4444444444444444,0.5277777777777778,0.6666666666666666,0.3055555555555556
